,train_loss,test_loss,train_acc,test_acc,all_loss,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,logit_a5_5d_a_rep_trace_similarity,logit_excluded_loss_a5_5d_a_rep,logit_restricted_loss_a5_5d_a_rep,logit_a5_3d_a_rep_trace_similarity,logit_excluded_loss_a5_3d_a_rep,logit_restricted_loss_a5_3d_a_rep,logit_a5_3d_b_rep_trace_similarity,logit_excluded_loss_a5_3d_b_rep,logit_restricted_loss_a5_3d_b_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,epoch
145,4.071519040740607,4.15191838060624,0.025925925001502037,0.0034722222480922937,4.103678775940404,0.00015441472,4.071605952502707,4.0942576100355135,0.0003211765,4.071745010608998,4.0941184912522885,0.0002611382,4.0716318646586105,4.094231669676265,0.0002653916,4.071633660582251,4.094229830895828,2.6562412e-07,4.071972454739268,4.093890867509171,10
212,4.069306889428164,4.153797861415975,0.02777777798473835,0.0020833334419876337,4.10310327790311,0.00017835756,4.06940463359776,4.094246771365965,0.0003671844,4.069558422991082,4.094092910379285,0.00029866822,4.069432527550014,4.094218843865624,0.00030877534,4.069436732266402,4.094214589506121,3.5118072e-07,4.069813905495123,4.093837219501916,11
117,4.0669864813969205,4.1563266435913455,0.02777777798473835,0.0027777778450399637,4.102722546197782,0.00018989918,4.0670887057473335,4.09424228647918,0.0004145173,4.067265407362283,4.09406549989698,0.00033440324,4.067124654554191,4.09420629386598,0.00034397293,4.067128562473666,4.094202337053966,4.3802922e-07,4.067545662900897,4.093785006586433,12
98,4.064485728235658,4.159618857456029,0.030092591419816017,0.0027777778450399637,4.102538980344367,0.00021746843,4.064602027348058,4.094228196072356,0.0004613045,4.064794117244095,4.094036011165766,0.0003681609,4.0646368636720185,4.094193320827026,0.00038077997,4.06464199309947,4.094188136921203,5.406302e-07,4.065101511388705,4.093728344708657,13
374,4.061751299909661,4.163819911296134,0.030092591419816017,0.0020833334419876337,4.102578744227078,0.00024551115,4.061883438745765,4.094212340210422,0.0005076982,4.062092885066866,4.094002781921472,0.00040019932,4.061916640541006,4.0941790952231125,0.00041831366,4.061924072653864,4.094171605713861,6.5317903e-07,4.062430993814695,4.0936643587309804,14
130,4.058738051427906,4.1690086625940035,0.02916666679084301,0.0020833334419876337,4.102846295790489,0.00027142745,4.058886926651829,4.09419558564626,0.0005478828,4.059113708242094,4.093968672285254,0.00043086614,4.0589194580789085,4.0941630069055055,0.0004468158,4.058926114178568,4.094156286235435,7.5913846e-07,4.059483176683103,4.093598841282462,15
57,4.055400300767587,4.175216655727512,0.02916666679084301,0.0027777778450399637,4.103326842958383,0.00028958614,4.0555639290237515,4.0941808094121495,0.0005934419,4.055819481778578,4.093925095259712,0.00044961716,4.055595316948944,4.094149372893957,0.00047909626,4.055608034390332,4.094136575466844,8.6772224e-07,4.056222236777336,4.09352191954782,16
187,4.05169664257875,4.18258236071437,0.028703702613711357,0.0013888889225199819,4.104050929858006,0.00030991118,4.051879037508103,4.094162013779776,0.0006446828,4.052170962950634,4.093869888347198,0.000466973,4.051907614061345,4.094133390985282,0.0005103749,4.051927143736244,4.094113764303913,9.902071e-07,4.052612431591438,4.093427919674097,17
697,4.047592975458135,4.191263327023268,0.031481482088565826,0.0006944444612599909,4.105061116305241,0.00033544732,4.047800742874372,4.094136599039024,0.00070088886,4.048135679326307,4.093801412648903,0.00048442723,4.0478233027049475,4.094113997578852,0.0005412252,4.047850212482447,4.094086964780831,1.1313646e-06,4.048623246035377,4.093313251234267,18
616,4.043076849359663,4.201384534372472,0.031018517911434174,0.0006944444612599909,4.106399922890849,0.00035836064,4.043312465368995,4.094108698151284,0.0007614844,4.043702759776158,4.093718077816774,0.00050500745,4.043331735929927,4.094089385469776,0.0005678553,4.043363349140107,4.09405762933278,1.285773e-06,4.044244147673174,4.093175969005678,19
25,4.038150375102543,4.213085024255824,0.03333333134651184,0.0006944444612599909,4.108124234688527,0.00037717284,4.038415379873888,4.094079247005889,0.0008134078,4.038864862915492,4.0936293457049,0.0005207986,4.038431281273164,4.094063311764873,0.00058390235,4.038465186372096,4.094029234016723,1.4160647e-06,4.039460580252612,4.093032768107806,20
280,4.032826563701711,4.226571185808976,0.032870370894670486,0.0006944444612599909,4.1103244124850855,0.00039519632,4.0331251874906275,4.094045543705711,0.0008508648,4.033630386219977,4.093539827255634,0.00053398707,4.033136325081608,4.094034379663038,0.0005999282,4.033174426454771,4.093996076466437,1.5252072e-06,4.03428800921998,4.092881160221836,21
525,4.027084167086131,4.242244203830256,0.032407406717538834,0.0,4.113148182038543,0.00041640367,4.027425085597303,4.094003139371248,0.0008918685,4.027997086825627,4.093430479368631,0.00054531544,4.02742691566909,4.094001299181044,0.0006209676,4.02747428472685,4.093953678930669,1.6517911e-06,4.028729961716213,4.092696334650194,22
120,4.020980897623059,4.260571618815344,0.033796295523643494,0.0006944444612599909,4.116817185611762,0.00043735077,4.021371736825867,4.093953074944683,0.0009315809,4.022021764534534,4.093302209664138,0.000552502,4.021359955733547,4.093964877877154,0.00063097285,4.021413573712539,4.09391095324321,1.7625039e-06,4.022833502680397,4.092488918256503,23
445,4.0145885788335045,4.281835467218675,0.033796295523643494,0.0,4.121487334819512,0.0004519958,4.01503178545703,4.093900533745441,0.0009693705,4.01577701494503,4.0931542196871575,0.0005678176,4.015016038782172,4.0939163234595215,0.00064040103,4.015070410941707,4.093861583608154,1.8765095e-06,4.016686305912959,4.092243004933639,24
383,4.007959108690294,4.306137524148634,0.035648148506879807,0.0,4.1272304742408545,0.0004673393,4.008462833193663,4.093839793174865,0.0010054335,4.00931410406655,4.092987127748221,0.0005870108,4.008444869545149,4.093857811373266,0.0006626699,4.008507149985285,4.093795076494518,2.0130158e-06,4.01034791795799,4.0919508944715925,25
670,4.001135547731504,4.333366219722385,0.03888888657093048,0.0,4.134027817536504,0.00048701605,4.0017117689032755,4.093766996712828,0.0010492546,4.002687819770295,4.092789158265149,0.0006140885,4.0016933861620085,4.093785463615414,0.0006930287,4.001764688256935,4.093713594742963,2.1955132e-06,4.003874810623564,4.091599096622747,26
655,3.9941604566702726,4.363197549823086,0.039351850748062134,0.0,4.141775295498908,0.0005147782,3.9948264514503316,4.093676841327995,0.0011063733,3.9959502473541333,4.092550737621566,0.00064055674,3.9947967207117827,4.0937066935117254,0.00073505525,3.9948901026422923,4.093612595204147,2.4396777e-06,3.9973161670242043,4.0911809077229515,27
531,3.9869988077938783,4.39506996853478,0.03981481492519379,0.0,4.1502272727377045,0.000557828,3.9877832079239846,4.09355790857599,0.0011810483,3.9890754714229164,4.09226269268683,0.0006699377,3.987722086576829,4.093619264700728,0.0007887891,3.987849806598871,4.093490597903308,2.777052e-06,3.9906497666779113,4.090683438657311,28
83,3.9795734496390005,4.428170738545584,0.0416666641831398,0.0,4.15901236382373,0.00061850314,3.9805113239601715,4.093403727077244,0.0012769703,3.981994781504643,4.091916532004192,0.0007014038,3.9803900402189036,4.093525459799767,0.0008472911,3.9805591697711358,4.093355100974991,3.2230687e-06,3.9837971253436244,4.090107978903045,29
389,3.97182959280527,4.4617789145509885,0.04305555298924446,0.0,4.1678093201714,0.00068960025,3.972947662493907,4.09322264307812,0.0013876031,3.97464289461451,4.091522736622285,0.00073885976,3.9727493294644667,4.093421725884705,0.0009099046,3.972961419193088,4.093208103660387,3.774831e-06,3.9766944898217114,4.089463455812583,30
55,3.963757025075887,4.495614432731781,0.042129628360271454,0.0,4.176499988649705,0.0007704665,3.965082825040228,4.093013813260641,0.0015126694,3.9670120966084883,4.091078788500062,0.0007814891,3.9647894796394567,4.0933083133345995,0.0009783622,3.965048617532294,4.0930472791503565,4.4497046e-06,3.9693362002775077,4.088745275100192,31
712,3.955405723406316,4.529630444708822,0.04398148134350777,0.0,4.185095611927816,0.00086227927,3.956970881240745,4.092773099040043,0.0016481647,3.9591469986725585,4.090590032046786,0.00083464786,3.956568863403101,4.0931767889216575,0.0010557317,3.9568758554580032,4.092867490207889,5.271179e-06,3.9617803401281,4.087945210412407,32
558,3.9469068684175963,4.5638436236199285,0.04537037014961243,0.0,4.193681571487779,0.0009685676,3.9487525210372403,4.092490930713117,0.0017921353,3.951177742398443,4.090057476249475,0.0008919245,3.9482117057238493,4.093034110273122,0.0011371567,3.948569207622375,4.09267383688127,6.2385266e-06,3.954144999534669,4.0870763294423424,33
570,3.9383721513645833,4.598295533446085,0.04398148134350777,0.0,4.202341504220276,0.0010903322,3.9405456726654413,4.092160971011695,0.0019441408,3.9432192503758805,4.089477828138741,0.0009530678,3.9398307477011207,4.092879227676283,0.0012334153,3.9402583428670166,4.092448238619722,7.398159e-06,3.9465641702964436,4.086116209537055,34
640,3.929815868897683,4.632922731697458,0.044907405972480774,0.0,4.211058615403496,0.0012183508,3.932349616972633,4.091798276601535,0.002100042,3.935278460080609,4.088858513875557,0.001025086,3.9314525387223505,4.09269982571797,0.0013395398,3.9319529291396402,4.092195346393696,8.739724e-06,3.939052355097776,4.085064611785212,35
588,3.9212596918158096,4.667505155146644,0.043518517166376114,0.0,4.219757877685107,0.001357673,3.9241971347768185,4.091391626316933,0.0022649984,3.9273896508666493,4.088186793948221,0.0010978947,3.923083381759387,4.092511310799478,0.0014594294,3.923682065573951,4.0919077025445745,1.03088e-05,3.931635920896149,4.08391674729263,36
135,3.9126041672022827,4.701884993078087,0.043518517166376114,0.0,4.228316496477803,0.0015052081,3.91598248746958,4.090947290448301,0.0024460405,3.9194720334107185,4.0874438557611805,0.0011753652,3.914629558614469,4.09230794043072,0.00159451,3.9153497570135256,4.091581770359791,1.2172712e-05,3.924243294498551,4.0826445231440065,37
54,3.9037739298881613,4.736033208897424,0.043518517166376114,0.0006944444612599909,4.236677641958795,0.0016579605,3.9076246458695847,4.090470924131709,0.002641031,3.911448188980977,4.086631729299899,0.0012628472,3.906025930387745,4.092079392623193,0.0017379142,3.906870835814,4.0912274054842745,1.4339007e-05,3.916797461991852,4.081249504055834,38
598,3.8947307223939664,4.769560214248408,0.044907405972480774,0.0006944444612599909,4.2446625221470935,0.0018186535,3.899091024387362,4.089956762972049,0.0028520864,3.9032867567578116,4.085743457439686,0.0013554508,3.8972260543402855,4.091833907862504,0.0018887006,3.8982053163750896,4.090846370468303,1.6846334e-05,3.9092571640139333,4.079734739380415,39
582,3.885465588173941,4.802485756305145,0.04537037014961243,0.0006944444612599909,4.252273657188633,0.0019931365,3.8903871453950405,4.089390174528728,0.0030762788,3.8949713305877847,4.084786434172526,0.001451768,3.888218419858328,4.091574061277131,0.0020390314,3.8893293961362363,4.090453580295037,1.9701365e-05,3.9015885882143215,4.078125109332724,40
134,3.8759688566829165,4.834952797449594,0.049074072390794754,0.0,4.259562436128922,0.002187414,3.8815213464944383,4.088752997369141,0.0033046827,3.8864674645686157,4.0837854790007855,0.0015558609,3.8790019688278132,4.091291164568663,0.0021914323,3.880238257324969,4.090044131209433,2.2928787e-05,3.8937707680240785,4.07643184388797,41
328,3.866249687713987,4.867031144047593,0.05231481418013573,0.0,4.266562268995121,0.002388704,3.8724728525117347,4.088075257708771,0.0035477076,3.8778185777227625,4.082706015654103,0.0016616613,3.8695747800461784,4.090996355849604,0.0023463448,3.8709419971428827,4.089617081346127,2.6558588e-05,3.885836959806335,4.074630564537895,42
591,3.8562997530688388,4.89890976515202,0.05370370298624039,0.0,4.273343758068126,0.0025976684,3.8632383747030024,4.087351857909941,0.0038022744,3.8690135978502784,4.081550791094153,0.0017672279,3.8599259297114865,4.0906922362793345,0.0025165952,3.8614605373649,4.089143947215525,3.0661515e-05,3.8778017804462457,4.072698135057968,43
538,3.8461426671423675,4.931028130805677,0.054629627615213394,0.0,4.280096853199297,0.002815228,3.853849297224681,4.086574890400028,0.00405839,3.860051777605742,4.080344285648996,0.0018792474,3.850095013978917,4.09036265063194,0.0026964825,3.8518106160565404,4.088631546312274,3.5198627e-05,3.8696735895914203,4.070649703049113,44
441,3.8357024522298238,4.963132381857881,0.054629627615213394,0.0,4.286674425053882,0.0030418169,3.8442299873838484,4.085744070273592,0.004322621,3.850875485038434,4.079067802471787,0.0019990623,3.8400085612715547,4.09000507764573,0.0028893268,3.841922910959255,4.0880731694783545,4.028216e-05,3.861403919502698,4.068457340112641,45
19,3.8248742595728045,4.995233923233526,0.054629627615213394,0.0,4.293018123109464,0.0032881536,3.8343076006480903,4.084827049648372,0.0045966334,3.8413869695436764,4.077714045445032,0.0021269515,3.829563261703113,4.0896179049610115,0.0030940888,3.831691837058006,4.087469449681278,4.6038298e-05,3.852895871261227,4.0661127744053145,46
716,3.813678019022189,5.027518000920878,0.05787036940455437,0.0,4.299214012563004,0.0035497942,3.8240946077011695,4.083831304448336,0.0048799748,3.8316099669131156,4.076279175345287,0.0022544581,3.818762055790128,4.08921824074788,0.003307232,3.821132320936017,4.086825335445797,5.2435556e-05,3.844151116221953,4.063634220062752,47
311,3.8020842999959568,5.060596238443945,0.06064814701676369,0.0,4.305489076813158,0.003818168,3.8135445021859478,4.0827739026350525,0.005178145,3.821547755454238,4.074730221597608,0.0023846352,3.8075851329393693,4.088796271269579,0.0035305098,3.8102241674486543,4.08613134500135,5.9542574e-05,3.83519189182815,4.06096942229758,48
306,3.7900406351011053,5.0941471360521104,0.06527777761220932,0.0,4.3116832349642715,0.004084439,3.8025728584087037,4.08168693279443,0.005498847,3.8111703642231047,4.07304414902369,0.002518236,3.795979222944293,4.088352791765727,0.0037636738,3.798911539520786,4.085390863259155,6.7426714e-05,3.825984059060408,4.058099524804087,49
48,3.7774587794593777,5.127847463546224,0.06805555522441864,0.0,4.317614252882459,0.004359325,3.791123241986101,4.080538292555886,0.0058443514,3.800401692974029,4.071208502808501,0.0026559485,3.783857647960451,4.087886229342898,0.0040120324,3.7871196101489977,4.084590416436815,7.631062e-05,3.8164664719693606,4.054997028705146,50
173,3.764345350502257,5.161849607816303,0.06851851940155029,0.0,4.3233470557462494,0.004641862,3.779200931926823,4.079329219775668,0.006206752,3.7892229546494605,4.069248665556472,0.002793544,3.7712172659756087,4.087406349265604,0.0042726668,3.7748502031347577,4.083734779778591,8.6130225e-05,3.806605851054951,4.0517018622187555,51
178,3.7507017601702803,5.197788753448151,0.07083333283662796,0.0,4.32953655517952,0.0049249995,3.7668033808248365,4.0780631771660225,0.006578269,3.777638228717882,4.067161956091111,0.002934571,3.7580764496517296,4.0868957950753355,0.0045431554,3.762112907819031,4.082815253188415,9.678121e-05,3.7964314856035504,4.048185289809521,52
22,3.7364259670826363,5.235739316218155,0.06990740448236465,0.0,4.336151306756993,0.005212292,3.75385102256192,4.076717528507935,0.0069673406,3.765600104754134,4.064892867080336,0.0030845003,3.7443523081713574,4.08633524791527,0.004825714,3.748820304100892,4.081816962391441,0.000108513486,3.785929799603422,4.0443576283137395,53
295,3.7214455022056923,5.2739325533351895,0.07175926119089127,0.0,4.342440325100223,0.0055260547,3.740320485922372,4.075242426516138,0.007378064,3.753011013240154,4.062465849982556,0.0032475418,3.729972118621872,4.085724953121373,0.0051221624,3.734887064096744,4.080752934429432,0.000121756195,3.774990165812125,4.040256595457056,54
122,3.7057246834791635,5.312776093954863,0.07361111044883728,0.0,4.348545250585979,0.0058663785,3.726187524740947,4.073625920031265,0.007814571,3.73986843406545,4.05984711006902,0.0034163222,3.7148851502725955,4.085080033887815,0.005434765,3.7202897734018965,4.079610618589032,0.00013668985,3.7636072182491205,4.035850990534354,55
575,3.6891497801135538,5.35412899155874,0.0754629597067833,0.0,4.355141465605023,0.006228672,3.7113616072076776,4.071844138095914,0.008273834,3.7261085498536333,4.056985853321628,0.0035866692,3.6989819533316908,4.08439581554313,0.0057677072,3.704952405706643,4.0783511679622455,0.00015338333,3.75175942409905,4.031046505466243,56
614,3.6717829021440704,5.397925236446619,0.08055555075407028,0.0,4.362239838345685,0.0066125044,3.6959100206896975,4.0698912967922745,0.008753442,3.711791199373683,4.053883347641577,0.003765967,3.6823460294940342,4.0836505999466315,0.0061209444,3.6889419406380592,4.076969503908488,0.00017199643,3.739532830940549,4.025817649046128,57
86,3.653614194902954,5.442869752219647,0.0824074074625969,0.0,4.369316416817835,0.0070210416,3.6798176733810446,4.067772314763325,0.009265279,3.696930246522924,4.050514338714295,0.0039563123,3.664965059064452,4.082846650887288,0.006488025,3.6722181210771843,4.075496311291099,0.0001928873,3.726908777299682,4.020172137506739,58
617,3.634587630804972,5.488290024992184,0.0824074074625969,0.0,4.376068588821186,0.0074633975,3.6630646320047484,4.065450419366569,0.009813316,3.681490507424257,4.0468573162170465,0.0041536586,3.646771282659646,4.081995959420434,0.006869268,3.654724677966989,4.073931363441938,0.00021644321,3.713840027274626,4.0141002253138875,59
405,3.6146962095986406,5.53602941484375,0.0833333283662796,0.0,4.383229493916031,0.0079307575,3.6456525360477707,4.0629154814499495,0.01039656,3.6655296393339185,4.0428461491157694,0.004359519,3.6277783395099474,4.081077254389977,0.007265701,3.6364844901347473,4.072243281030348,0.00024278119,3.700435042957676,4.007483181660719,60
684,3.5938567036288522,5.586831443816747,0.09212962538003922,0.0,4.391046602646073,0.008415908,3.627506221466151,4.060158663784338,0.011008676,3.648993162607391,4.038450300941457,0.004569569,3.6079033008802215,4.080089685352136,0.0076754843,3.617433008872246,4.070413054647983,0.0002718125,3.6866587565471396,4.000270639205493,61
500,3.5720496322749007,5.638101400690428,0.09675925970077515,0.0,4.398470343090846,0.008938195,3.608636017330129,4.057149263283464,0.011665897,3.631864092180891,4.033665154705983,0.004790379,3.587124888367389,4.079034845650659,0.008108606,3.5975463747323824,4.068444655485797,0.00030468171,3.6724881841698576,3.992463584605179,62
529,3.5492043545226326,5.6888039133553745,0.09907407313585281,0.0,4.405044178078168,0.00950115,3.588971671273742,4.053885942522965,0.012372583,3.6140700875073297,4.028491027947372,0.005030873,3.5653936835844435,4.077891163899404,0.008569671,3.576756657828023,4.066334853606401,0.00034210162,3.657875217191532,3.9840375607454157,63
665,3.5252667237276643,5.740978180934773,0.10092592239379883,0.0,4.411551306984991,0.010093015,3.5684721690171997,4.0503532311831005,0.013121043,3.595620230424709,4.022862545603911,0.0052813925,3.5426495183981386,4.076664162353663,0.009059919,3.5550561833632415,4.064035318197796,0.00038400595,3.6428699878858097,3.9748844782683803,64
136,3.5001884398455756,5.795811317995731,0.10740740597248077,0.0,4.418437594412475,0.010712314,3.5471470236659854,4.046491448356358,0.013901405,3.5765169100335155,4.016725881866513,0.0055399286,3.518861009822849,4.075335931874388,0.00957042,3.5324110465417666,4.06153070584511,0.00043028648,3.6275068375667665,3.964917323817372,65
448,3.4739345442488347,5.851620919876905,0.11296296119689941,0.0,4.425009100425304,0.011370386,3.5249561438211923,4.042303377782597,0.014724253,3.5566916454782653,4.010111144833988,0.005818624,3.4940108638480303,4.073887838293755,0.0101032,3.5087530360760444,4.058852963425816,0.00048202032,3.6117023998444466,3.95417960248569,66
604,3.446399136670714,5.9085205255117295,0.12083332985639572,0.0,4.431247692131326,0.012063407,3.5018074161444908,4.037773298675956,0.015600124,3.5361461929594458,4.002905642036488,0.006105862,3.4679646009767215,4.072348577187626,0.010671481,3.484041443476215,4.055934980022421,0.0005400517,3.595495892674855,3.9425203148504515,67
167,3.4175025784207835,5.967145804066597,0.125,0.0,4.437359864979782,0.012790735,3.4776605938651746,4.032857581172655,0.01653095,3.514886527143699,3.995019305298938,0.0064082085,3.440679634421439,4.0706786136279,0.011272139,3.4582137789745313,4.052755742569663,0.00060500146,3.5789490634117462,3.929789048335603,68
304,3.3872091357052883,6.028056192398139,0.1328703612089157,0.0,4.443547959446694,0.013545716,3.452472054026753,4.027562820368745,0.01751203,3.4928890209515204,3.986434388156719,0.006721543,3.41211325957179,4.068884715152138,0.011900701,3.4312331706169967,4.049314396244267,0.0006769635,3.5620312524691675,3.9159740990078746,69
103,3.3554711206147863,6.0904193748540925,0.14305555820465088,0.0,4.4494504259650896,0.014343759,3.426237417096148,4.021839556294931,0.018543284,3.4700593822146835,3.9771904555885973,0.0070521957,3.3822283145007215,4.0669543910034776,0.012564762,3.403060858874992,4.04559993694933,0.00075720355,3.5446695302644846,3.9010917507774883,70
80,3.3222607221160163,6.154712663112263,0.14907407760620117,0.0,4.455241500947794,0.01516806,3.3989366687961073,4.015676819825252,0.019622602,3.446508566754285,3.9671456105309897,0.0073856013,3.3509737383556817,4.064910124965858,0.013261942,3.3737230673116625,4.041556975831248,0.00084554276,3.527007683775774,3.8849674802203724,71
265,3.2874224315286464,6.2203321408922765,0.1527777761220932,0.0,4.460586316824409,0.016032353,3.3704620573648563,4.009020400001735,0.020757888,3.4221005764077748,3.9562706021391767,0.0077284863,3.3182084058098167,4.0627353146792435,0.014009832,3.3431159504287327,4.037123756622249,0.00094393117,3.508978569266542,3.8674940627477845,72
127,3.250988095889561,6.287078657032072,0.16203702986240387,0.0,4.46542432018547,0.016940052,3.3408471034183593,4.001862719050786,0.021956455,3.3968831876467482,3.9445313052452358,0.008088939,3.28398739793788,4.060403652709095,0.014805901,3.311255202566964,4.032313504061892,0.001053697,3.4906407518683986,3.8486246449527806,73
677,3.2128939775036516,6.3543143015808905,0.1675925850868225,0.0,4.469462107131547,0.017874043,3.309979585593969,3.9942458152619107,0.02320037,3.3707644011933766,3.9319625296255354,0.0084626395,3.248245805007434,4.05791534129091,0.01564537,3.27809437193438,4.027107676458216,0.0011741325,3.471921417398673,3.82837621032528,74
398,3.1731807648173196,6.423908453582385,0.17916665971279144,0.0,4.473471842248952,0.018846378,3.2779811945097665,3.986079429128055,0.02450315,3.343883570362715,3.9184269397047036,0.008850051,3.2110288954095347,4.055260762291783,0.016528772,3.2436849965748644,4.021483019475096,0.001307114,3.45298114110655,3.8065791602446835,75
157,3.131843885013181,6.495110994148526,0.18935184180736542,0.0,4.477150731296669,0.019854544,3.2448608207197944,3.977336409444674,0.025847957,3.3161929772062817,3.903974849524113,0.009241672,3.1723012402667026,4.0524696242629,0.017446924,3.208009773891305,4.015449183443023,0.0014521233,3.4337330432616193,3.7833237698853512,76
333,3.0888430981317225,6.568611778609657,0.19861111044883728,0.0,4.480750573652471,0.020881314,3.2105681013276843,3.9680282493742425,0.027221352,3.287687309861086,3.888559442762114,0.009636603,3.1320442366563417,4.0495180975976535,0.018389458,3.1710366699272936,4.008990495120171,0.0016080677,3.4142077705576472,3.7585245395839766,77
422,3.044167147192645,6.642192244550774,0.20972222089767456,0.0,4.483377185375156,0.021951186,3.175059018977803,3.9581644474547364,0.028648477,3.258256139278079,3.872245796158034,0.01006569,3.090323729929793,4.046319055776698,0.019380897,3.1327566886035836,4.002096362584878,0.001779527,3.3943832160959824,3.7321499413186734,78
587,2.9977123121218012,6.719812521017755,0.21898147463798523,0.0,4.486552395757166,0.023026448,3.1382894970818263,3.947680579188799,0.030099194,3.2280365736621848,3.854779291021653,0.010478591,3.0469030866412403,4.043006175324032,0.020387053,3.0930988223576623,3.9947235156124803,0.0019616117,3.3743047402201274,3.7040369549879424,79
363,2.9495867153553035,6.79786754649434,0.22777777910232544,0.0,4.488899046439823,0.024131961,3.1002426496486297,3.9366822810007647,0.031587638,3.196828254559396,3.8364708747111163,0.010941899,3.0021086557862597,4.039347395114207,0.02141882,3.052038927170762,3.9869947469231692,0.0021586213,3.353867785720065,3.674388451618387,80
158,2.8998874681920976,6.879790954447593,0.2370370328426361,0.0,4.491848865913904,0.025233323,3.061154270466249,3.925019743512935,0.033084482,3.165029144397609,3.8169457280664636,0.011373634,2.95576570861409,4.035617862610117,0.022468861,3.009884847153222,3.9786897404200854,0.0023655128,3.333422206145571,3.6428864836193173,81
724,2.8485367375525334,6.963016623008273,0.24629628658294678,0.0,4.49432869550929,0.026365232,3.020687008422625,3.912923685305927,0.034640115,3.1322485024931104,3.7965304225527996,0.011858609,2.9080517264834946,4.03154512451887,0.023557622,2.9663248371036075,3.9700115025363316,0.0025906512,3.3126144297187934,3.609789775735456,82
