,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_x_trivial_rep,percent_hidden_y_trivial_rep,percent_hidden_xy_trivial_rep,total_percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_x_sign_rep,percent_hidden_y_sign_rep,percent_hidden_xy_sign_rep,total_percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_x_standard_rep,percent_hidden_y_standard_rep,percent_hidden_xy_standard_rep,total_percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_x_standard_sign_rep,percent_hidden_y_standard_sign_rep,percent_hidden_xy_standard_sign_rep,total_percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s6_5d_a_rep_trace_similarity,logit_excluded_loss_s6_5d_a_rep,logit_restricted_loss_s6_5d_a_rep,percent_x_embed_s6_5d_a_rep,percent_y_embed_s6_5d_a_rep,percent_unembed_s6_5d_a_rep,percent_hidden_x_s6_5d_a_rep,percent_hidden_y_s6_5d_a_rep,percent_hidden_xy_s6_5d_a_rep,total_percent_hidden_s6_5d_a_rep,hidden_excluded_loss_s6_5d_a_rep,hidden_restricted_loss_s6_5d_a_rep,logit_s6_5d_b_rep_trace_similarity,logit_excluded_loss_s6_5d_b_rep,logit_restricted_loss_s6_5d_b_rep,percent_x_embed_s6_5d_b_rep,percent_y_embed_s6_5d_b_rep,percent_unembed_s6_5d_b_rep,percent_hidden_x_s6_5d_b_rep,percent_hidden_y_s6_5d_b_rep,percent_hidden_xy_s6_5d_b_rep,total_percent_hidden_s6_5d_b_rep,hidden_excluded_loss_s6_5d_b_rep,hidden_restricted_loss_s6_5d_b_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,percent_hidden_explained,percent_hidden_xy_explained,percent_x_embed_explained,percent_y_embed_explained,percent_unembed_explained,epoch
304,52.655707454415946,52.66270896111093,0.0013358411379158497,0.001363168703392148,52.65990835843293,0.0014465488,0.0014465488,0.00093961606,1.8175254e-13,1.8175254e-13,1.8175254e-13,5.4525763e-13,52.63415593886434,52.649686798392764,2.390916e-07,52.65570761013888,52.634009542144895,0.00147093,0.00147093,0.001578738,0.0005746599,0.0005737506,7.570072e-08,0.0011484862,52.64931323167676,52.63400953070511,1.3388071e-06,52.65571175686577,52.63400538621597,0.03329681,0.03329681,0.034397054,0.016460499,0.016446995,8.352043e-07,0.032908328,52.649317349604424,52.634005358674415,1.0463045e-06,52.65571082771712,52.63400632783516,0.03466474,0.03466474,0.033786334,0.01768267,0.017661678,9.583486e-07,0.035345305,52.649316216839956,52.63400627696181,1.5828291e-06,52.65571254538605,52.63400460066503,0.034987934,0.034987934,0.03598684,0.017718362,0.017702948,1.0694606e-06,0.03542238,52.6493182469797,52.63400460381301,-4.7954745e-07,52.655705905831425,52.6340112398318,0.033000447,0.033000447,0.035204623,0.016139606,0.016117707,8.7662215e-07,0.032258186,52.64931143362054,52.634011327214104,5.679636e-12,52.65570606271767,52.6340110858958,52.649311661956986,52.6340111618369,1.0005452329898588,0,0.03340667,9.5232286e-07,0.034471378,0.034471378,0.03678336,0
25,52.639952726318086,52.65036558056951,0.0014515818329527974,0.0013278034748509526,52.64620043886895,0.0014641965,0.0014641965,0.0009418776,1.8131467e-13,1.8131467e-13,1.8131467e-13,5.43944e-13,52.63338261640001,52.64778779844704,1.5878304e-06,52.639953435047,52.63400899391946,0.0014732531,0.0014732531,0.0015815644,0.0005830515,0.0005783544,9.361893e-08,0.0011614994,52.64679846027926,52.63400898303699,2.323749e-06,52.63995785774692,52.63400455810568,0.03328931,0.03328931,0.034374174,0.016428433,0.016325146,8.6666086e-07,0.032754447,52.64680293393361,52.63400454235354,1.4253183e-06,52.63995587895532,52.63400654460004,0.034653537,0.034653537,0.03380199,0.017777262,0.017659144,9.798617e-07,0.035437386,52.646800565437914,52.634006499227816,4.5299203e-07,52.63995373147413,52.63400869448309,0.03499174,0.03499174,0.035949007,0.017735524,0.017626643,1.1254359e-06,0.035363294,52.646799008018235,52.634008692100466,5.743277e-07,52.63995399572145,52.6340084262011,0.032994643,0.032994643,0.03521068,0.016153703,0.016041087,9.519357e-07,0.032195743,52.64679874533463,52.63400851634602,1.0487601e-11,52.63995469563019,52.63400772403981,52.646799501925216,52.634007803304186,1.000310783425926,0,0.033357244,1.0455547e-06,0.034467895,0.034467895,0.036792245,1
315,52.633077357563074,52.64667960359517,0.001548032509163022,0.0013020833721384406,52.641238705182325,0.0014861024,0.0014861024,0.0009445837,1.634883e-13,1.634883e-13,1.634883e-13,4.904649e-13,52.6326313961388,52.64900306858071,4.0001105e-06,52.63307872644919,52.634008329633446,0.0014758494,0.0014758494,0.0015852525,0.00057893316,0.0005715786,1.0912299e-07,0.0011506209,52.647564234530684,52.634008319018044,6.897726e-07,52.63307854176102,52.63400851794068,0.03328502,0.03328502,0.034351017,0.016373195,0.016207747,8.650226e-07,0.032581806,52.64756397661584,52.634008509772194,3.8809612e-06,52.633083981478464,52.63400306735207,0.034641467,0.034641467,0.033811398,0.017818088,0.017631121,1.0116619e-06,0.03545022,52.6475692505607,52.634003024749205,-8.7593617e-07,52.63307586501897,52.63401119219042,0.034993917,0.034993917,0.035915174,0.017777175,0.017605769,1.1282989e-06,0.03538407,52.64756171187254,52.63401118947904,2.9048506e-06,52.63308231325816,52.634004734560385,0.0329942,0.0329942,0.03522411,0.01608099,0.01590813,1.0612241e-06,0.03199018,52.6475675791778,52.634004826593134,4.074395e-11,52.63308368235612,52.63400336811287,52.647568970026114,52.63400344952931,1.0002408358330184,0,0.0331408,1.1703471e-06,0.034470048,0.034470048,0.036809362,2
286,52.62977491778176,52.64645662597668,0.0015528550138697028,0.0013342335587367415,52.639783942698706,0.0015066369,0.0015066369,0.00094708643,2.1098946e-13,2.1098946e-13,2.1098946e-13,6.329684e-13,52.63187983373019,52.65043498952801,2.9224893e-06,52.62977581210436,52.634008800963564,0.001478847,0.001478847,0.0015884702,0.0005776105,0.0005684204,1.2577806e-07,0.0011461566,52.64861687599442,52.634008790657155,1.5855312e-07,52.6297751586294,52.63400945326788,0.033280656,0.033280656,0.034329955,0.016296884,0.01609209,9.114278e-07,0.032389887,52.64861614270644,52.63400945115602,3.9203223e-06,52.62978091947151,52.634003692383146,0.034632195,0.034632195,0.033816356,0.017845334,0.01761482,1.0355117e-06,0.035461187,52.64862184361357,52.634003649672316,-1.1803331e-07,52.62977473812447,52.63400987684053,0.034998804,0.034998804,0.035885166,0.017823,0.017615141,1.1410178e-06,0.035439283,52.64861599840463,52.63400987626019,4.136389e-06,52.62978125417241,52.63400336149215,0.03299274,0.03299274,0.035239115,0.016015394,0.01580749,1.1582871e-06,0.03182404,52.64862213136741,52.6340034549295,4.1058656e-11,52.62978214838945,52.6340024663748,52.648623077271715,52.634002549507116,1.0002366165570984,0,0.032970197,1.2840651e-06,0.034471586,0.034471586,0.036827587,3
359,52.62762781443803,52.6473068064728,0.001514274743385613,0.0012699330691248178,52.63943520965889,0.0015230558,0.0015230558,0.00094943336,1.618571e-13,1.618571e-13,1.618571e-13,4.855713e-13,52.631138775963834,52.651016468182576,3.2751996e-07,52.627627913284314,52.63400959863731,0.0014820925,0.0014820925,0.0015899428,0.0005768785,0.00056651665,1.3705818e-07,0.0011435322,52.64884134891844,52.63400958867227,2.8360228e-07,52.627628233644636,52.63400927419526,0.03327526,0.03327526,0.034312855,0.016256489,0.016027655,9.666396e-07,0.03228511,52.64884165871949,52.63400927798304,2.3184475e-06,52.62763126494286,52.63400624716821,0.034624405,0.034624405,0.03381829,0.017855436,0.017599057,1.0625131e-06,0.035455555,52.64884454078109,52.63400620255772,2.4538122e-06,52.62763145921508,52.6340060458004,0.035002388,0.035002388,0.035858717,0.017840188,0.017613782,1.1529593e-06,0.03545512,52.64884501082794,52.634006048210594,4.1407184e-06,52.627633973663585,52.634003536366144,0.03299143,0.03299143,0.035252936,0.015959864,0.015733123,1.1643657e-06,0.031694155,52.64884716962424,52.63400363112377,2.8729642e-11,52.62763407259169,52.63400343892288,52.64884732956241,52.63400352371882,1.0002527507288703,0,0.03283769,1.3014239e-06,0.034473523,0.034473523,0.03684288,4
128,52.62569894820836,52.64836803036339,0.0015287423739209771,0.0012313529150560498,52.63930039750138,0.0015352693,0.0015352693,0.000951287,1.6976476e-13,1.6976476e-13,1.6976476e-13,5.0929427e-13,52.63037780430675,52.650731896340716,-1.0027525e-06,52.62569865072308,52.63400999138252,0.0014854332,0.0014854332,0.0015894258,0.0005784586,0.0005671672,1.37057e-07,0.0011457627,52.648147040320886,52.634009981547436,1.3850154e-06,52.62570098378741,52.63400765670719,0.033269837,0.033269837,0.034299333,0.016246576,0.015997974,1.0273843e-06,0.032245576,52.64814947940603,52.63400766617567,3.2577445e-06,52.62570374353982,52.63400489919667,0.03461871,0.03461871,0.033818457,0.017849656,0.017572422,1.1316738e-06,0.03542321,52.648151920427885,52.63400485223552,4.328287e-06,52.62570532375044,52.63400332287005,0.035004478,0.035004478,0.035835728,0.017825302,0.017585326,1.2305534e-06,0.035411857,52.64815379685342,52.634003329388676,4.116693e-06,52.62570500924108,52.63400363443288,0.032991126,0.032991126,0.035264283,0.015897226,0.015656736,1.1793667e-06,0.031555142,52.648153094807654,52.63400372930734,4.921791e-11,52.625704712159695,52.63400392973443,52.648152866506976,52.63400401476888,1.0002729037219074,0,0.032700904,1.3164237e-06,0.03447656,0.03447656,0.03685371,5
22,52.62370347704859,52.6494338321716,0.0015190972480922937,0.0012152778217568994,52.63914169012239,0.0015436674,0.0015436674,0.00095258973,1.4097894e-13,1.4097894e-13,1.4097894e-13,4.2293683e-13,52.62960318622658,52.6498908742346,-9.5139876e-07,52.62370319967477,52.634009972638744,0.0014886985,0.0014886985,0.0015874289,0.0005786797,0.0005664562,1.2829149e-07,0.0011452641,52.64681074412419,52.63400996249978,1.3445128e-06,52.623705435574294,52.63400774192797,0.03326405,0.03326405,0.03428974,0.01623929,0.015967876,1.0721959e-06,0.032208238,52.646813103291805,52.634007756692284,4.7664817e-06,52.623710399879236,52.63400276834249,0.034612894,0.034612894,0.033818357,0.01785026,0.017548542,1.2063516e-06,0.03540001,52.646817761771885,52.63400271899008,4.799208e-06,52.623710450772684,52.63400272077683,0.035005428,0.035005428,0.035816215,0.01778096,0.017522996,1.2952376e-06,0.035305254,52.64681820951983,52.63400272995516,3.3871584e-06,52.62370839960348,52.63400477308977,0.032990605,0.032990605,0.035273317,0.015852103,0.0155948475,1.2227732e-06,0.03144817,52.64681567272559,52.63400486853365,5.9937465e-11,52.62370812618265,52.63400504964755,52.64681544580913,52.6340051349485,1.00029313173458,0,0.032593437,1.3510647e-06,0.0344793,0.0344793,0.036860745,6
344,52.62157894625987,52.65051716986379,0.0015528550138697028,0.0011477622902020812,52.63894188042222,0.001548347,0.001548347,0.00095332984,1.4905758e-13,1.4905758e-13,1.4905758e-13,4.4717274e-13,52.62880621536362,52.64880347318709,-3.0276988e-07,52.62157885981458,52.634009782602845,0.0014916335,0.0014916335,0.0015845798,0.00057658483,0.0005633347,1.18556336e-07,0.001140038,52.64510149736595,52.634009771720166,2.060532e-06,52.62158189252584,52.63400675190616,0.03325763,0.03325763,0.03428386,0.016217532,0.015919004,1.1153062e-06,0.03213765,52.64510457874559,52.63400677215851,5.128296e-06,52.62158627595772,52.63400236855636,0.034606747,0.034606747,0.03381895,0.017852105,0.017520353,1.263571e-06,0.03537372,52.64510875552803,52.63400231717145,5.115382e-06,52.621586257030785,52.63400238700865,0.03500531,0.03500531,0.035799336,0.017731063,0.017448666,1.3365044e-06,0.035181064,52.645109181231184,52.634002397338776,3.656276e-06,52.621584171170525,52.63400447184056,0.032991156,0.032991156,0.035281267,0.015829848,0.015550423,1.2865731e-06,0.03138156,52.64510658178945,52.63400456808405,7.017237e-11,52.62158408067251,52.63400455836261,52.645106544292034,52.63400464372178,1.0003137235377353,0,0.032521598,1.4051295e-06,0.03448279,0.03448279,0.036865845,7
454,52.61929238552601,52.651729112041735,0.0016348380595445633,0.0011670524254441261,52.638754421435436,0.0015498913,0.0015498913,0.00095354713,1.5217817e-13,1.5217817e-13,1.5217817e-13,4.565345e-13,52.62794610936024,52.64767619186529,3.3417064e-07,52.61929247921159,52.63400960201267,0.0014942524,0.0014942524,0.0015815217,0.00057386636,0.0005595174,1.152655e-07,0.001133499,52.64314850354519,52.63400959003632,3.7376276e-06,52.61929764893031,52.63400443542076,0.033250466,0.033250466,0.0342808,0.016186768,0.015856916,1.1857572e-06,0.03204487,52.643153642158936,52.634004460086175,6.0267867e-06,52.619300869372964,52.63400121346036,0.034600258,0.034600258,0.033820234,0.017840449,0.017473504,1.326221e-06,0.03531528,52.643156806955986,52.63400116040479,5.020942e-06,52.61929945264302,52.634002629172976,0.03500443,0.03500443,0.035783935,0.01769558,0.017382422,1.3593293e-06,0.035079364,52.64315569239536,52.634002638884326,6.1680803e-06,52.61930106677341,52.634001014591156,0.03299216,0.03299216,0.035288226,0.015833842,0.015526633,1.3381585e-06,0.03136181,52.64315693963836,52.63400111168081,1.13658756e-10,52.61930115619659,52.63400092052303,52.64315709660638,52.63400100563468,1.0003368185216464,0,0.03249531,1.453424e-06,0.034486413,0.034486413,0.03686975,8
633,52.61688954344519,52.65317181892255,0.0017071759793907404,0.001205632695928216,52.63865890873161,0.0015483068,0.0015483068,0.000953331,1.1450953e-13,1.1450953e-13,1.1450953e-13,3.435286e-13,52.62703042537468,52.64663747811006,1.6411113e-06,52.61689000153161,52.63400923682501,0.0014965764,0.0014965764,0.0015786019,0.00057239964,0.00055688265,1.1374672e-07,0.001129396,52.6410820247597,52.63400922339292,4.437161e-06,52.616895750136486,52.63400348750718,0.033242434,0.033242434,0.03427951,0.016154593,0.015791772,1.2354969e-06,0.0319476,52.64108781763004,52.63400351589527,6.519723e-06,52.61689866373216,52.63400057353989,0.034594327,0.034594327,0.03382206,0.017824385,0.017419843,1.3928409e-06,0.03524562,52.64109070652408,52.634000518440544,6.0854304e-06,52.61689805995644,52.634001181211495,0.035003215,0.035003215,0.03576924,0.01767338,0.017326834,1.4035257e-06,0.035001617,52.64109024441398,52.634001189691595,8.603794e-06,52.61690158352329,52.6339976574618,0.03299462,0.03299462,0.03529436,0.01585954,0.015521803,1.4007422e-06,0.031382743,52.641093514277685,52.63399775510187,1.7594617e-10,52.616902039910826,52.63399719820609,52.64109403040139,52.63399728241895,1.0003642994546038,0,0.03251214,1.514489e-06,0.034491196,0.034491196,0.036872964,9
