,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_x_trivial_rep,percent_hidden_y_trivial_rep,percent_hidden_xy_trivial_rep,total_percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_x_sign_rep,percent_hidden_y_sign_rep,percent_hidden_xy_sign_rep,total_percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_x_standard_rep,percent_hidden_y_standard_rep,percent_hidden_xy_standard_rep,total_percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_x_standard_sign_rep,percent_hidden_y_standard_sign_rep,percent_hidden_xy_standard_sign_rep,total_percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s6_5d_a_rep_trace_similarity,logit_excluded_loss_s6_5d_a_rep,logit_restricted_loss_s6_5d_a_rep,percent_x_embed_s6_5d_a_rep,percent_y_embed_s6_5d_a_rep,percent_unembed_s6_5d_a_rep,percent_hidden_x_s6_5d_a_rep,percent_hidden_y_s6_5d_a_rep,percent_hidden_xy_s6_5d_a_rep,total_percent_hidden_s6_5d_a_rep,hidden_excluded_loss_s6_5d_a_rep,hidden_restricted_loss_s6_5d_a_rep,logit_s6_5d_b_rep_trace_similarity,logit_excluded_loss_s6_5d_b_rep,logit_restricted_loss_s6_5d_b_rep,percent_x_embed_s6_5d_b_rep,percent_y_embed_s6_5d_b_rep,percent_unembed_s6_5d_b_rep,percent_hidden_x_s6_5d_b_rep,percent_hidden_y_s6_5d_b_rep,percent_hidden_xy_s6_5d_b_rep,total_percent_hidden_s6_5d_b_rep,hidden_excluded_loss_s6_5d_b_rep,hidden_restricted_loss_s6_5d_b_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,percent_hidden_explained,percent_hidden_xy_explained,percent_x_embed_explained,percent_y_embed_explained,percent_unembed_explained,epoch
318,52.649767630998824,52.65483206429183,0.0013551312731578946,0.0014660493470728397,52.65280629097463,0.001652999,0.001652999,0.001266888,1.3807031e-13,1.3807031e-13,1.3807031e-13,4.1421093e-13,52.634021001391545,52.64090124218403,5.69818e-07,52.649767947352075,52.634009382986896,0.0014096816,0.0014096816,0.0013211437,0.00061782566,0.0006220699,8.753078e-08,0.0012399831,52.640156424890655,52.63400938266277,7.772742e-07,52.649769772563275,52.63400756066363,0.034198925,0.034198925,0.03441522,0.017786317,0.01793443,1.2681994e-06,0.035722014,52.640157994567865,52.63400756689816,9.3659673e-07,52.64977020283226,52.63400712295431,0.034487635,0.034487635,0.03490342,0.016571295,0.016701937,1.0714141e-06,0.033274304,52.64015897330159,52.63400711100441,2.5133959e-06,52.64977454143227,52.63400279099027,0.034830377,0.034830377,0.03337304,0.018183507,0.018339211,1.3377753e-06,0.036524054,52.64016326550936,52.634002730899695,-1.0035719e-06,52.64976487509429,52.63401245320944,0.035749674,0.035749674,0.035132147,0.017113267,0.017266203,1.2107664e-06,0.034380678,52.640153244257995,52.63401246703756,9.130377e-12,52.649765182240124,52.63401214011544,52.64015352123558,52.634012153619636,1.0003955600156687,0,0.03562066,1.2982972e-06,0.037159357,0.037159357,0.03645329,0
27,52.63752066736838,52.647839750910904,0.0014564043376594782,0.0013792437966912985,52.64371211749389,0.0017007311,0.0017007311,0.0012657737,1.10972165e-13,1.10972165e-13,1.10972165e-13,3.329165e-13,52.633106400609385,52.640532976460975,-2.886336e-07,52.63752054969421,52.63400981037746,0.001411262,0.001411262,0.0013247167,0.0006127083,0.00061671465,7.963067e-08,0.0012295025,52.638484905857524,52.63400981036017,2.016861e-06,52.637524659745345,52.63400570277424,0.034182258,0.034182258,0.034390144,0.01762286,0.017765066,1.4237005e-06,0.03538935,52.63848874753735,52.63400571079141,2.5052796e-06,52.63752562264984,52.63400473572409,0.03449046,0.03449046,0.034923665,0.016587485,0.01671438,1.1484609e-06,0.03330301,52.63849019871529,52.63400471810417,3.0266583e-06,52.63752666321642,52.634003703414415,0.034837075,0.034837075,0.033349097,0.018128036,0.018279528,1.5090895e-06,0.036409073,52.638491344623674,52.634003645163524,-5.7023954e-07,52.637519535281925,52.63401082513314,0.035720337,0.035720337,0.035109468,0.01705154,0.017198024,1.2981834e-06,0.034250863,52.63848378816207,52.63401084196527,1.9913297e-11,52.63751942147745,52.63401093942979,52.638483634874795,52.63401095624923,1.0002627349580706,0,0.035480365,1.3778141e-06,0.0371316,0.0371316,0.036434185,1
335,52.631360093203746,52.64631383404623,0.001437114318832755,0.0012924382463097572,52.64033233770923,0.0017426573,0.0017426573,0.0012647989,9.606307e-14,9.606307e-14,9.606307e-14,2.881892e-13,52.632178899528576,52.64165618929195,-2.4282235e-07,52.63136001513775,52.634009774117665,0.0014124621,0.0014124621,0.0013278832,0.00061087095,0.0006146459,8.384275e-08,0.0012256007,52.63863904213321,52.63400977438999,6.137321e-06,52.63136995340948,52.63399983419259,0.034163505,0.034163505,0.034370344,0.017532162,0.017670808,1.530819e-06,0.035204504,52.638648632011424,52.633999843653704,6.215808e-06,52.63137008252108,52.63399970807479,0.034497898,0.034497898,0.034941886,0.016549556,0.016673753,1.2956211e-06,0.033224605,52.638649271816774,52.633999685137866,3.2605494e-06,52.63136533641128,52.6340044567957,0.03484554,0.03484554,0.03333129,0.018044919,0.018193645,1.649513e-06,0.036240216,52.63864444573651,52.63400440089806,1.5252217e-06,52.631362538534624,52.63400724524496,0.035692655,0.035692655,0.03509892,0.01699653,0.017137982,1.3711682e-06,0.034135886,52.63864137255991,52.63400726591652,8.931943e-11,52.631362470103056,52.634007323281885,52.63864126286714,52.634007344224315,1.0002338125186143,0,0.035361487,1.455011e-06,0.037105117,0.037105117,0.036426805,2
299,52.627837441173185,52.64685922452221,0.0014998071128502488,0.0012506430502980947,52.6392505111826,0.0017748158,0.0017748158,0.001264014,9.2571926e-14,9.2571926e-14,9.2571926e-14,2.7771578e-13,52.631296591343315,52.64281797988294,-1.0449821e-06,52.62783713641197,52.634010002891735,0.0014133762,0.0014133762,0.0013302959,0.0006051635,0.00060836424,8.518379e-08,0.001213613,52.639121867032465,52.63401000333948,1.0786934e-05,52.627853275651624,52.63399386064907,0.034148302,0.034148302,0.03435343,0.017524496,0.017653272,1.5678421e-06,0.035179336,52.63913775904451,52.63399387079734,8.995525e-06,52.62785064701756,52.633996490472846,0.03450615,0.03450615,0.034957815,0.016515454,0.016630616,1.3880987e-06,0.033147458,52.639135644531585,52.63399646450883,4.7716403e-06,52.6278444477026,52.63400269121826,0.034853365,0.034853365,0.03331591,0.017965028,0.01810353,1.732666e-06,0.03607029,52.63912902757342,52.63400263804314,2.4919818e-06,52.62784110200732,52.634006037802074,0.03566445,0.03566445,0.035096135,0.016952157,0.017082015,1.4225745e-06,0.034035593,52.63912553443407,52.63400606364241,2.2734792e-10,52.62784078771282,52.63400634461307,52.6391251746779,52.63400637090035,1.0002441929563806,0,0.035249207,1.5077584e-06,0.037077826,0.037077826,0.036426432,3
375,52.62531777651632,52.648079143417846,0.001586612779647112,0.0012281378731131554,52.63897459665722,0.0017974811,0.0017974811,0.0012632139,8.9668466e-14,8.9668466e-14,8.9668466e-14,2.690054e-13,52.63041719524704,52.64351070530591,4.958929e-08,52.625317785727574,52.634009681884606,0.0014141259,0.0014141259,0.0013324744,0.00060002424,0.00060240674,9.032845e-08,0.0012025214,52.63926244949973,52.634009682382796,1.3059507e-05,52.6253364672311,52.63399100298239,0.03413792,0.03413792,0.034338955,0.017516818,0.017627459,1.5884294e-06,0.035145864,52.63928084837599,52.63399101366983,9.069246e-06,52.62533076172657,52.63399671455773,0.034513988,0.034513988,0.034974948,0.016494127,0.016593229,1.4468079e-06,0.033088803,52.63927570298238,52.63399668831727,6.7910732e-06,52.62532749428423,52.633999975484414,0.034859158,0.034859158,0.03330574,0.017913764,0.018033762,1.754994e-06,0.03594928,52.639271952284794,52.63399992536727,4.0327777e-06,52.625323551191755,52.634003923649004,0.035636462,0.035636462,0.0350983,0.016934995,0.01704646,1.444503e-06,0.033982903,52.63926810355,52.63400395294188,3.1518635e-10,52.625323560022345,52.6340039094527,52.63926806818156,52.63400393925088,1.0002674165579957,0,0.035185423,1.5348314e-06,0.03705059,0.03705059,0.036430772,4
148,52.62311485398982,52.64950111714868,0.0017361112404614687,0.0012024176539853215,52.638946611885146,0.0018120816,0.0018120816,0.0012620855,8.720534e-14,8.720534e-14,8.720534e-14,2.6161603e-13,52.62952671563532,52.643704606325834,-7.4615855e-07,52.62311464106046,52.63400990923288,0.0014152165,0.0014152165,0.0013346752,0.000597111,0.0005985397,9.33304e-08,0.0011957441,52.63890926638283,52.63400990974026,1.3324197e-05,52.62313388691059,52.63399066473222,0.034130864,0.034130864,0.034324724,0.017501703,0.017588219,1.6452207e-06,0.035091568,52.63892811376872,52.63399067588949,8.666582e-06,52.62312723188772,52.63399731734171,0.034523048,0.034523048,0.034994893,0.01646774,0.016545886,1.4720785e-06,0.0330151,52.63892204150686,52.633997293669616,8.110032e-06,52.62312643794197,52.633998112281,0.03486589,0.03486589,0.033303726,0.01787788,0.017973714,1.8103472e-06,0.035853405,52.63892071078179,52.633998064907495,3.989733e-06,52.62312055057964,52.63400399742585,0.035609484,0.035609484,0.03510347,0.016917387,0.017005648,1.5100857e-06,0.033924546,52.63891515841214,52.634004028700346,3.348912e-10,52.623120338077314,52.634004210577764,52.63891492129662,52.63400424235298,1.0002944270537417,0,0.03512029,1.6034161e-06,0.0370247,0.0370247,0.036438145,5
22,52.620907260496836,52.651059105134664,0.0017409337451681495,0.0011638374999165535,52.63899836727954,0.0018199177,0.0018199177,0.0012603188,8.689062e-14,8.689062e-14,8.689062e-14,2.6067186e-13,52.628569466469095,52.64353776762846,-1.519411e-06,52.620906823084766,52.63401013322066,0.0014163108,0.0014163108,0.0013367591,0.0005963662,0.000596725,1.0188357e-07,0.001193193,52.63804902093099,52.6340101336848,1.3356223e-05,52.62092647296598,52.633990482922414,0.03412623,0.03412623,0.034311075,0.017500157,0.01755911,1.6796847e-06,0.035060946,52.638068212165656,52.63399049447592,8.80416e-06,52.62091992369104,52.63399703114374,0.034531467,0.034531467,0.035016064,0.016437676,0.01649159,1.4986733e-06,0.03293076,52.63806227069207,52.63399701217739,8.082828e-06,52.62091888538635,52.63399806879351,0.034872487,0.034872487,0.033310086,0.017847128,0.017915584,1.8918395e-06,0.035764605,52.63806069488544,52.63399802269701,2.7925926e-06,52.620911278654695,52.634005678887725,0.035583507,0.035583507,0.035109833,0.016898941,0.01696099,1.5687802e-06,0.0338615,52.638053530078615,52.63400570958007,3.3134118e-10,52.62091083870395,52.634006116027585,52.63805307541164,52.634006147183854,1.0003239912596265,0,0.03505469,1.6706638e-06,0.036999818,0.036999818,0.036446594,6
362,52.61857072297613,52.65276497467338,0.0017891590250656009,0.0011445473646745086,52.639087273994484,0.0018226771,0.0018226771,0.0012577941,8.343346e-14,8.343346e-14,8.343346e-14,2.5030038e-13,52.62754396205706,52.64312327852399,-1.4017332e-06,52.61857031271168,52.634010104193685,0.0014173739,0.0014173739,0.0013386663,0.00059742696,0.00059666095,1.0661936e-07,0.0011941945,52.63673172381533,52.63401010460403,1.3480244e-05,52.61859034250058,52.6339900723038,0.034123234,0.034123234,0.034298994,0.017502788,0.01753282,1.694293e-06,0.035037305,52.6367512606541,52.63399008453014,8.868514e-06,52.618583632216804,52.63399678579936,0.034537964,0.034537964,0.03503806,0.016398719,0.01642701,1.5413196e-06,0.032827273,52.63674520222949,52.6339967733857,1.0030683e-05,52.61858532584219,52.6339950939784,0.034878075,0.034878075,0.033323307,0.017813796,0.017853497,1.9710963e-06,0.035669263,52.63674630797388,52.63399504820736,2.5459813e-06,52.618574425640986,52.634005989784846,0.035559125,0.035559125,0.035116557,0.016884826,0.016919306,1.6176923e-06,0.03380575,52.636735961750716,52.63400601797659,3.69429e-10,52.61857402156791,52.63400639789773,52.636735538466155,52.634006426499894,1.000356395977564,0,0.034999944,1.7243117e-06,0.036976498,0.036976498,0.03645522,7
466,52.616023769838,52.65464606080571,0.0018277392955496907,0.0011059670941904187,52.639197144418624,0.0018211796,0.0018211796,0.0012544512,8.706724e-14,8.706724e-14,8.706724e-14,2.6120173e-13,52.62642264034337,52.64258465769868,-5.8372007e-07,52.61602359351157,52.634009868500236,0.001418423,0.001418423,0.001340379,0.00059950893,0.00059759326,1.1037665e-07,0.0011972126,52.63503976305853,52.63400986885943,1.3512956e-05,52.61604373007323,52.633989738774,0.034121845,0.034121845,0.034289327,0.01749135,0.017491907,1.7377008e-06,0.03498499,52.63505936055504,52.63398975209327,9.653319e-06,52.61603802409927,52.63399543907797,0.034543216,0.034543216,0.03506025,0.016349277,0.01635131,1.6014155e-06,0.03270219,52.635054362859265,52.633995435062054,1.1710915e-05,52.616041062307545,52.63399240020993,0.03488311,0.03488311,0.03334191,0.017781401,0.017791752,2.0456002e-06,0.0355752,52.63505682433305,52.63399235387012,2.9823404e-06,52.61602817893516,52.63400529145663,0.035536163,0.035536163,0.03512398,0.016870946,0.016877277,1.664238e-06,0.03374989,52.635044518093046,52.634005315847276,4.2216716e-10,52.61602800261281,52.634005463876,52.63504432701414,52.63400548862112,1.0003921527915836,0,0.0349471,1.7746146e-06,0.036954585,0.036954585,0.03646436,8
672,52.61325809328496,52.656733352935035,0.0018711420707404613,0.001128472271375358,52.639343249075004,0.0018164334,0.0018164334,0.0012503365,6.8671096e-14,6.8671096e-14,6.8671096e-14,2.060133e-13,52.6251973236887,52.6420164658139,1.2683149e-06,52.61325847545902,52.63400931474525,0.0014195297,0.0014195297,0.0013418426,0.00060262054,0.0005995084,1.1158646e-07,0.0012022406,52.63306995089674,52.63400931499133,1.4102013e-05,52.6132792922855,52.63398849630244,0.034122124,0.034122124,0.03428195,0.017466325,0.01743661,1.8120905e-06,0.03490475,52.63309020436897,52.633988510598265,1.15019375e-05,52.613275380809,52.633992405035706,0.034545854,0.034545854,0.03508234,0.016288264,0.016263204,1.6342196e-06,0.032553103,52.63308707225914,52.63399241105805,1.3284809e-05,52.61327806145275,52.63398972481694,0.034887183,0.034887183,0.033365034,0.017759632,0.017739758,2.0956954e-06,0.035501488,52.63308915284774,52.63398967702177,4.295831e-06,52.61326455073086,52.63400323809013,0.035515055,0.035515055,0.0351324,0.0168611,0.016838193,1.6945739e-06,0.033700988,52.63307618219003,52.63400325800235,5.2771026e-10,52.61326492970947,52.63400285675447,52.6330765345168,52.63400287691458,1.0004318591552614,0,0.03490323,1.8061604e-06,0.036934584,0.036934584,0.036474243,9
