,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_x_trivial_rep,percent_hidden_y_trivial_rep,percent_hidden_xy_trivial_rep,total_percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_x_sign_rep,percent_hidden_y_sign_rep,percent_hidden_xy_sign_rep,total_percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_x_standard_rep,percent_hidden_y_standard_rep,percent_hidden_xy_standard_rep,total_percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_x_standard_sign_rep,percent_hidden_y_standard_sign_rep,percent_hidden_xy_standard_sign_rep,total_percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s5_5d_a_rep_trace_similarity,logit_excluded_loss_s5_5d_a_rep,logit_restricted_loss_s5_5d_a_rep,percent_x_embed_s5_5d_a_rep,percent_y_embed_s5_5d_a_rep,percent_unembed_s5_5d_a_rep,percent_hidden_x_s5_5d_a_rep,percent_hidden_y_s5_5d_a_rep,percent_hidden_xy_s5_5d_a_rep,total_percent_hidden_s5_5d_a_rep,hidden_excluded_loss_s5_5d_a_rep,hidden_restricted_loss_s5_5d_a_rep,logit_s5_5d_b_rep_trace_similarity,logit_excluded_loss_s5_5d_b_rep,logit_restricted_loss_s5_5d_b_rep,percent_x_embed_s5_5d_b_rep,percent_y_embed_s5_5d_b_rep,percent_unembed_s5_5d_b_rep,percent_hidden_x_s5_5d_b_rep,percent_hidden_y_s5_5d_b_rep,percent_hidden_xy_s5_5d_b_rep,total_percent_hidden_s5_5d_b_rep,hidden_excluded_loss_s5_5d_b_rep,hidden_restricted_loss_s5_5d_b_rep,logit_s5_6d_rep_trace_similarity,logit_excluded_loss_s5_6d_rep,logit_restricted_loss_s5_6d_rep,percent_x_embed_s5_6d_rep,percent_y_embed_s5_6d_rep,percent_unembed_s5_6d_rep,percent_hidden_x_s5_6d_rep,percent_hidden_y_s5_6d_rep,percent_hidden_xy_s5_6d_rep,total_percent_hidden_s5_6d_rep,hidden_excluded_loss_s5_6d_rep,hidden_restricted_loss_s5_6d_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,percent_hidden_explained,percent_hidden_xy_explained,percent_x_embed_explained,percent_y_embed_explained,percent_unembed_explained,epoch
355,4.790150205343698,4.7917151484970795,0.008333333767950535,0.009490740485489368,4.791089171287286,0.015362318,0.00946183,0.0058373716,2.5422608e-15,2.5422608e-15,2.5422608e-15,7.626782e-15,4.787741022857208,4.7887211961090985,-0.0001417597,4.790137800019096,4.787504148851492,0.005991618,0.0065331957,0.008056709,0.0027934236,0.0022515783,7.3568904e-06,0.005052359,4.790137740436065,4.787504166972193,0.00013557558,4.790197665089257,4.787444283672665,0.1250582,0.14438719,0.13800037,0.055654757,0.05690133,0.00014875203,0.112704836,4.7902032260570975,4.787444649838342,-4.3364227e-05,4.7901350257117405,4.787506922739671,0.13281634,0.13080208,0.13251586,0.061277863,0.055744898,0.00015438697,0.11717714,4.7901377555574935,4.787507335141107,-7.2127994e-05,4.790118645148452,4.7875233039379435,0.21368028,0.22769298,0.20398144,0.09371846,0.0928671,0.0002994926,0.18688506,4.790116968555104,4.78752404631768,-5.3585798e-05,4.790126757471006,4.787515190397721,0.21390975,0.19617122,0.20594557,0.100772224,0.084102646,0.00024461537,0.18511948,4.7901275421760285,4.787515847047705,0.0005270386,4.79042694318243,4.7872150035256675,0.29318145,0.28495148,0.3056627,0.13436708,0.119444504,0.00036941914,0.25418103,4.790409804850565,4.787215881205769,3.2620056e-07,4.790406990457405,4.78723495926917,4.790394460398002,4.787237620183268,1.0009353052154617,391.3609,0.74394274,0.001069636,0.8518213,0.8597361,0.8616468,0
33,4.788545366852964,4.792251289737698,0.008854166604578495,0.009143518283963203,4.790768920576094,0.015216716,0.009531071,0.005838049,1.0778599e-15,1.0778599e-15,1.0778599e-15,3.2335796e-15,4.786265093572057,4.788676404801861,-0.0001331789,4.788533839106651,4.787503271514211,0.0059108646,0.006485328,0.008066211,0.0027599311,0.0022302794,7.2931175e-06,0.004997504,4.788533707603226,4.78750328905874,0.00023378374,4.788626315715193,4.787410792785162,0.12535936,0.14411655,0.13802092,0.05566886,0.056678265,0.00014919545,0.112496324,4.788632608855317,4.7874111551294805,5.4141296e-05,4.788564112516365,4.787472995769824,0.13324086,0.13053167,0.13247088,0.061591614,0.055492375,0.00015412328,0.11723811,4.788566518982893,4.787473402291393,5.3350574e-05,4.788568458076722,4.7874686512606575,0.21404296,0.22787777,0.20399977,0.09397038,0.09282007,0.0002998166,0.18709026,4.788567183068297,4.787469383943735,5.0722796e-05,4.788567320587219,4.787469788630054,0.21373114,0.19641306,0.2059552,0.10080602,0.08413392,0.00024593025,0.18518588,4.788569160767609,4.787470438215316,0.00066536607,4.7888909460674185,4.787146158893259,0.2924981,0.2850446,0.30564898,0.13408148,0.11929488,0.00037092026,0.25374728,4.788873454457569,4.787147028514998,5.234538e-07,4.789005411410804,4.787031691957281,4.788994645899859,4.787034323611738,1.001089811723352,390.24747,0.7435173,0.0010731557,0.8515425,0.8599373,0.86169106,1
363,4.786984467158156,4.79278936221391,0.009722222574055195,0.009259259328246117,4.790467404069733,0.01507054,0.009591856,0.0058391066,1.6301417e-15,1.6301417e-15,1.6301417e-15,4.890425e-15,4.784826564086905,4.788635440188909,-0.00012221455,4.78697399285206,4.787502217700209,0.0058347443,0.0064432262,0.008077252,0.0027263507,0.0022125663,7.208915e-06,0.004946126,4.786973808195102,4.787502234681272,0.00032791373,4.787096885311117,4.787379322792459,0.12565514,0.1438745,0.13803911,0.0556915,0.05646348,0.00014980526,0.112304784,4.787103929923714,4.787379682392178,0.00014626172,4.787034608722194,4.787441599187186,0.13365912,0.13023995,0.13242236,0.061900556,0.055226427,0.00015412926,0.11728112,4.787036582103652,4.787442000975513,0.00017778714,4.787060653493286,4.787415553275518,0.21437362,0.22802335,0.20402926,0.0942114,0.09276795,0.00029997242,0.18727933,4.787059681593446,4.787416277029433,0.00015463051,4.787050730559945,4.787425476889417,0.21353084,0.19669127,0.20595309,0.10083423,0.08416772,0.00024699283,0.18524893,4.787053605239899,4.78742611994617,0.0008003434,4.7873960330132554,4.787080166244082,0.29187596,0.28513592,0.3056398,0.13382955,0.11915342,0.0003728508,0.25335583,4.787378361158927,4.787081030049796,8.399247e-07,4.787640427383018,4.786835765765188,4.787631515600082,4.786838372855133,1.0012431983065324,389.21185,0.743135,0.0010768302,0.8512703,0.8601683,0.8617385,2
330,4.7854591871350785,4.793326849844169,0.01006944477558136,0.008796296082437038,4.790179784966208,0.014933165,0.009645986,0.0058402987,1.1178532e-15,1.1178532e-15,1.1178532e-15,3.3535597e-15,4.783417182046537,4.78859830034939,-0.00010708824,4.785450090069954,4.7875008401287635,0.0057668397,0.0064120875,0.008088746,0.0026924144,0.0022006284,7.1073223e-06,0.0049001505,4.785449855323542,4.78750085657817,0.000421209,4.785602310904826,4.787348614101892,0.12594748,0.14363839,0.13805762,0.05571816,0.056256995,0.0001505727,0.11212573,4.785610061121907,4.787348972085622,0.0002383015,4.785540158970207,4.787410766722814,0.13407283,0.12992801,0.13237289,0.062205397,0.0549517,0.00015449968,0.117311604,4.785541600387627,4.787411164854098,0.00030478692,4.785588641442726,4.787362282614587,0.21465816,0.22813973,0.20406601,0.09444116,0.092715256,0.00030027778,0.18745668,4.78558823931424,4.787362999233681,0.00025916152,4.785569263108609,4.787381662245831,0.2133328,0.19697669,0.2059447,0.10086601,0.08422689,0.00024793358,0.18534084,4.7855730505723955,4.787382299372732,0.00093031063,4.785933353185518,4.787017558243569,0.29128876,0.28525913,0.3056298,0.13357337,0.119033836,0.0003747471,0.25298193,4.7859157206544465,4.787018417924227,1.2712102e-06,4.78630691298015,4.786643986227844,4.786300177591613,4.786646573962414,1.0013956066692062,388.25488,0.74280536,0.0010806385,0.850994,0.86042607,0.8617869,3
416,4.783965264121548,4.7938652898511345,0.010416666977107525,0.008449073880910873,4.789905279430599,0.014805202,0.009701014,0.005841503,1.6566598e-15,1.6566598e-15,1.6566598e-15,4.9699794e-15,4.782033383687495,4.788564690688492,-9.2205824e-05,4.783957492902918,4.78749951468549,0.0057038288,0.006385974,0.008099631,0.0026593509,0.0021918977,6.998273e-06,0.004858247,4.783957204254573,4.7874995306399,0.0005141911,4.784138617858127,4.78731838253508,0.12622862,0.14338374,0.138079,0.055750567,0.056054175,0.00015144746,0.11195619,4.784146983094107,4.787318739780585,0.00032888196,4.784076142710078,4.7873808595512894,0.13448004,0.12957591,0.13232297,0.06250167,0.0546687,0.00015501266,0.11732537,4.784076987349555,4.787381254787073,0.00043164013,4.7841471641724125,4.7873098323672645,0.21492511,0.22822466,0.20410497,0.09466712,0.0926694,0.0003007472,0.18763727,4.784147510490596,4.787310544126489,0.00036405347,4.784118682783967,4.787338315993171,0.21312575,0.19728047,0.20593199,0.10089441,0.084306166,0.00024895574,0.18544953,4.784123194821698,4.78733894896525,0.0010578064,4.784500199646965,4.786956782497145,0.29073143,0.28544828,0.30561996,0.1333077,0.11895058,0.00037682598,0.2526351,4.784482638877994,4.78695763962206,1.8188603e-06,4.785001101075705,4.786455856922174,4.784996474574041,4.786458431907812,1.0015474610400763,387.3806,0.7425363,0.0010849747,0.85071474,0.86072314,0.8618356,4
151,4.782499787333982,4.79440446225991,0.01059027761220932,0.008449073880910873,4.789642592073068,0.014689124,0.009746244,0.0058424114,1.1757504e-15,1.1757504e-15,1.1757504e-15,3.5272514e-15,4.780672370810208,4.7885345218468816,-7.8994664e-05,4.782493173761469,4.787498356279676,0.0056386227,0.0063685137,0.00810923,0.00262409,0.0021874185,6.898524e-06,0.004818407,4.782492825591039,4.787498371821981,0.0006061541,4.78270276701999,4.787288753889029,0.12648298,0.14312032,0.13810346,0.05578564,0.055857442,0.0001524118,0.11179549,4.782711573377626,4.787289111306307,0.00041773956,4.782639671656808,4.787351849866239,0.13488467,0.12920687,0.13227227,0.06279562,0.054384157,0.00015559846,0.11733537,4.782639967855572,4.787352243047208,0.0005579748,4.78273333937674,4.787258174123148,0.21516842,0.2282774,0.20414445,0.09489549,0.09261595,0.00030115806,0.1878126,4.782734486114651,4.787258881978275,0.00047001493,4.782696524338186,4.78729499403705,0.21294375,0.1976285,0.20591584,0.10092875,0.08440299,0.00024990263,0.18558165,4.782701869467054,4.787295623605145,0.0011842081,4.783094602291121,4.786896892468737,0.29019248,0.28565222,0.3056124,0.13304618,0.11888278,0.00037864002,0.2523076,4.78307696996424,4.786897748354372,2.4827677e-06,4.783721259597403,4.786270199663932,4.783718574893138,4.786272765875875,1.0016989621740762,386.5874,0.74231577,0.0010890111,0.85042626,0.86104697,0.86188537,5
29,4.781067280415063,4.79494512705856,0.010937499813735485,0.007870370522141457,4.789393988538428,0.014575257,0.009778623,0.0058425865,1.140032e-15,1.140032e-15,1.140032e-15,3.420096e-15,4.779338972584694,4.788507731271687,-7.11311e-05,4.781061359461686,4.787497664502758,0.0055770734,0.0063568368,0.008117177,0.002590542,0.0021882234,6.8013865e-06,0.0047855666,4.781060960594278,4.787497679697911,0.00069925806,4.781300120462483,4.787258890011352,0.12672219,0.14285718,0.13812882,0.055824317,0.05567333,0.00015328241,0.11165093,4.7813093721774145,4.787259248124999,0.00049997424,4.781233760034452,4.787325251126175,0.13527913,0.12882751,0.13222136,0.063081175,0.054105587,0.0001562169,0.11734298,4.781233599246239,4.787325643284781,0.0006813234,4.781350858934912,4.787208141649231,0.21539797,0.22830114,0.20418476,0.09513001,0.09255611,0.00030148219,0.1879876,4.781352829864389,4.78720884713605,0.0005728919,4.78130572997683,4.787253276082067,0.21279158,0.19802324,0.20589715,0.10096284,0.08452513,0.00025099554,0.18573897,4.781311770023096,4.7872539038689625,0.0013113418,4.7817222487906355,4.786836729143805,0.28965682,0.2858555,0.30560812,0.1327842,0.118831515,0.00038055953,0.25199625,4.781704668694102,4.78683758569913,3.2560197e-06,4.78247119662174,4.786087730289655,4.782470479771981,4.786090293303093,1.0018501184083086,385.8775,0.74215937,0.001093121,0.85014564,0.8613939,0.861936,6
398,4.779667439212342,4.795487838366758,0.011111111380159855,0.007754629477858543,4.789159678690341,0.014459573,0.009797111,0.005841625,1.1197136e-15,1.1197136e-15,1.1197136e-15,3.3591408e-15,4.778033262316542,4.788484074479769,-6.3454034e-05,4.7796621803902255,4.787497001532891,0.0055143367,0.0063529625,0.008123347,0.0025572947,0.0021942277,6.713237e-06,0.0047582355,4.779661733683568,4.7874970164317165,0.0007917121,4.779929872318159,4.787229293169028,0.12694557,0.14259595,0.13815281,0.055863503,0.055506445,0.0001541638,0.11152412,4.779939659659353,4.787229652800238,0.00057591626,4.779858339046324,4.787300828264794,0.13565917,0.12842457,0.13217163,0.063357994,0.05382389,0.00015672772,0.11733861,4.779857686345009,4.787301219169977,0.00080178585,4.779999644521544,4.787159505993115,0.21562336,0.2283201,0.2042265,0.09537101,0.09248996,0.0003017494,0.18816271,4.780002389200057,4.787160210230492,0.0006765737,4.779947769637166,4.787211389978299,0.21268725,0.19846874,0.20587705,0.10101174,0.08467186,0.0002523242,0.18593593,4.779954330415108,4.787212017676007,0.0014331576,4.780380010690116,4.786779114374426,0.28911072,0.28604054,0.30560708,0.1325188,0.11878738,0.00038246074,0.25168863,4.780362660823617,4.78677997334181,4.117067e-06,4.78124972300357,4.785909333959218,4.781251016245017,4.785911899218627,1.0020008598883097,385.24948,0.7420696,0.0010974114,0.84988123,0.8617783,0.8619868,7
540,4.778298805991434,4.7960326169747685,0.01145833358168602,0.007523147854954004,4.788939092970204,0.014347698,0.009803797,0.0058393404,1.3344683e-15,1.3344683e-15,1.3344683e-15,4.003405e-15,4.776753809243727,4.788463523559196,-5.626495e-05,4.778294159151857,4.7874963899919925,0.005453133,0.0063485154,0.008127761,0.0025257142,0.00220171,6.6025236e-06,0.0047340267,4.7782936694000675,4.78749640458987,0.00088287995,4.778590467393886,4.787200059838015,0.12715241,0.14235817,0.13817422,0.05590579,0.055358678,0.00015502478,0.11141949,4.778600775238555,4.787200421541669,0.00064914546,4.778513250522554,4.787277279737121,0.13601172,0.12799698,0.13212402,0.06361917,0.053535532,0.00015705757,0.11731176,4.778512163572419,4.787277669865411,0.00091736537,4.778677612482127,4.7871128970462165,0.21584356,0.22835067,0.20426941,0.095627606,0.092430905,0.0003019279,0.18836044,4.778681311016985,4.787113600756164,0.0007784483,4.778620253081155,4.787170265480228,0.21261263,0.19893794,0.20585634,0.10106767,0.084836505,0.00025351168,0.18615769,4.778627221772009,4.7871708934067865,0.0015511187,4.779067416233857,4.786723063878425,0.2885788,0.2862039,0.30560893,0.13227107,0.11874329,0.00038409818,0.25139844,4.779050200384216,4.786723926140502,5.0575427e-06,4.7800546888447055,4.785735705070525,4.780057955244153,4.785738275230028,1.0021510457013543,384.70264,0.7420701,0.0011011651,0.84964055,0.8621992,0.86203665,8
760,4.7769561007187855,4.796580392233889,0.01232638955116272,0.007523147854954004,4.788730675672118,0.014242986,0.009794272,0.0058357306,1.1674422e-15,1.1674422e-15,1.1674422e-15,3.5023267e-15,4.775495799473576,4.788445905350296,-4.735749e-05,4.77695219786929,4.78749564544234,0.005390818,0.006342462,0.008130587,0.0024943426,0.0022108103,6.467915e-06,0.004711621,4.776951683158375,4.787495659672817,0.0009723933,4.777276604567331,4.787171212673198,0.12734298,0.14215772,0.13819253,0.055946354,0.055233236,0.0001560017,0.11133559,4.7772873989316595,4.787171577849024,0.00071996334,4.777193401178011,4.787254420587195,0.13634266,0.12754816,0.13207915,0.06387048,0.05324219,0.00015739395,0.11727007,4.777191913143849,4.787254810586373,0.0010292057,4.77738012444068,4.787067670652704,0.21606278,0.22836816,0.20431332,0.09588526,0.09237498,0.00030199843,0.18856224,4.777384860651676,4.787068374623105,0.00087612367,4.7773170620293195,4.787130745869973,0.21256417,0.19942135,0.20583528,0.1011338,0.08500956,0.00025464947,0.18639801,4.777324303052165,4.7871313755178,0.0016670655,4.7777802910888205,4.786667471437941,0.28805357,0.28636786,0.30561343,0.13203946,0.1187149,0.0003856849,0.25114003,4.777763236924352,4.786668339220691,6.072103e-06,4.778881879128172,4.785565774924762,4.778887080429498,4.785568355735892,1.0023010927186524,384.23572,0.74214745,0.0011048024,0.84941435,0.86265755,0.8620851,9
