,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s5_5d_a_rep_trace_similarity,logit_excluded_loss_s5_5d_a_rep,logit_restricted_loss_s5_5d_a_rep,percent_x_embed_s5_5d_a_rep,percent_y_embed_s5_5d_a_rep,percent_unembed_s5_5d_a_rep,percent_hidden_s5_5d_a_rep,hidden_excluded_loss_s5_5d_a_rep,hidden_restricted_loss_s5_5d_a_rep,logit_s5_5d_b_rep_trace_similarity,logit_excluded_loss_s5_5d_b_rep,logit_restricted_loss_s5_5d_b_rep,percent_x_embed_s5_5d_b_rep,percent_y_embed_s5_5d_b_rep,percent_unembed_s5_5d_b_rep,percent_hidden_s5_5d_b_rep,hidden_excluded_loss_s5_5d_b_rep,hidden_restricted_loss_s5_5d_b_rep,logit_s5_6d_rep_trace_similarity,logit_excluded_loss_s5_6d_rep,logit_restricted_loss_s5_6d_rep,percent_x_embed_s5_6d_rep,percent_y_embed_s5_6d_rep,percent_unembed_s5_6d_rep,percent_hidden_s5_6d_rep,hidden_excluded_loss_s5_6d_rep,hidden_restricted_loss_s5_6d_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,epoch
318,4.787573590487115,4.79564169741074,0.010069443844258785,0.0076388888992369175,4.790800833563187,0.007562588,0.007562588,0.0059652794,0.9610166,4.787366406464318,4.790042926102376,2.8247327e-05,4.787575906667668,4.787489427513851,0.007883433,0.007883433,0.008170975,1.7591934e-07,4.787843644097417,4.787489370337609,7.3800184e-06,4.787576010977347,4.787489323191627,0.13634482,0.13634482,0.12844145,8.994165e-07,4.787844352895042,4.7874893671351595,1.1931719e-05,4.78757750341965,4.7874878308848325,0.13170187,0.13170187,0.13966396,8.7095583e-07,4.787844970321561,4.78748776442303,2.351217e-05,4.787583226969767,4.787482106997678,0.20897612,0.20897612,0.21836162,1.3285645e-06,4.787850473171201,4.787482215702093,2.646615e-06,4.787574676794876,4.787490658143018,0.20668294,0.20668294,0.20935915,1.6691193e-06,4.787843425314161,4.787490544051768,3.385263e-06,4.787575255371839,4.787490077958856,0.3008482,0.3008482,0.29003763,1.877676e-06,4.787841922270105,4.787490074857552,1.5660289e-09,4.787579819185607,4.787485515616843,4.787847403310393,4.787485391980752,1.001703672128932,0,0
27,4.785160193228014,4.798039529743752,0.009606481529772282,0.00642361119389534,4.790311927976108,0.0076074633,0.0076074633,0.0059486013,0.9589843,4.7869326571458215,4.790439798565209,6.960223e-05,4.785165488122802,4.787486447943466,0.007869663,0.007869663,0.008174034,1.7466508e-07,4.786943364673001,4.787486390191809,6.410017e-06,4.785162144797403,4.787489792264593,0.13638866,0.13638866,0.1285086,1.0122892e-06,4.786940739305611,4.787489847005824,2.8824928e-05,4.785168965013747,4.787482971585713,0.13182703,0.13182703,0.1396842,9.1317906e-07,4.786947026659413,4.787482900497392,1.7331033e-05,4.785166785453939,4.787485150662544,0.20877811,0.20877811,0.21844034,1.3668475e-06,4.786944369588482,4.787485265047047,3.5368314e-05,4.785173646729204,4.78747828991293,0.20665127,0.20665127,0.20923881,1.7712898e-06,4.786952578411429,4.78747817242144,3.420571e-05,4.785175806659655,4.78747612999375,0.3008778,0.3008778,0.29000545,1.9623947e-06,4.7869530298748195,4.787476148793388,8.437748e-09,4.78517425971718,4.787477676747133,4.78695234221368,4.78747754790803,1.0022061684321293,0,1
335,4.783797696713181,4.801148940674046,0.010300925932824612,0.0052083334885537624,4.790738194759235,0.007641856,0.007641856,0.0059268745,0.9582307,4.786475706628816,4.791236488321578,8.437695e-05,4.783804583674481,4.787484855311981,0.007865965,0.007865965,0.008182993,1.7057458e-07,4.786570919558464,4.787484796657362,7.75067e-06,4.783800228774106,4.787489212105736,0.13643086,0.13643086,0.12857154,1.0359033e-06,4.786567300837218,4.787489274358281,4.2006235e-05,4.783811411958499,4.787478027304052,0.13192952,0.13192952,0.13968688,9.1069387e-07,4.786578292739874,4.787477950851943,3.563847e-05,4.783812241757695,4.7874771973602925,0.20857558,0.20857558,0.2185124,1.4296145e-06,4.786578762261308,4.78747732621783,3.9488077e-05,4.78381381384969,4.787475626190048,0.20661148,0.20661148,0.20912965,1.7332417e-06,4.786580559933044,4.7874755000488545,3.7287013e-05,4.783815958566375,4.787473480873405,0.30094466,0.30094466,0.2899897,2.0144776e-06,4.786582066465484,4.787473523113967,1.3163797e-08,4.783818299790221,4.787471139833574,4.786584997002151,4.787471004735933,1.002857027421071,0,2
299,4.78267526024653,4.803769342671977,0.011226851493120193,0.0055555556900799274,4.791112893419327,0.007660436,0.007660436,0.0059051747,0.9575863,4.786022899389966,4.79169879881721,9.593684e-05,4.782683530941881,4.787483470961945,0.007873219,0.007873219,0.008192467,1.8459875e-07,4.786108982621917,4.787483410612314,8.730567e-07,4.782675560379292,4.787491441675722,0.13648188,0.13648188,0.12864777,1.0715771e-06,4.786101561677355,4.787491508407826,5.0954484e-05,4.78269283276864,4.78747416922766,0.13203043,0.13203043,0.13966483,9.413749e-07,4.786119146454059,4.787474090095148,5.8478487e-05,4.782700470126764,4.787466532170962,0.20836568,0.20836568,0.21857738,1.5717542e-06,4.7861260378437525,4.787466679138635,4.5076682e-05,4.782694692045693,4.7874723098091225,0.20656884,0.20656884,0.20905964,1.791078e-06,4.786120878974552,4.787472173641413,4.8553105e-05,4.782700376739849,4.787466624753581,0.3010196,0.3010196,0.2899527,2.1453702e-06,4.786126422463847,4.787466687226647,1.9610045e-08,4.782701103898273,4.787465897407558,4.7861271710360995,4.787465757928395,1.003405472867682,0,3
375,4.781575697957791,4.805717509048196,0.010648148134350777,0.004861111287027597,4.791232422476192,0.007668465,0.007668465,0.0058843,0.9562687,4.785557327569293,4.791735822281224,9.891408e-05,4.781584387063607,4.787483052122269,0.00788681,0.00788681,0.008199303,2.1497597e-07,4.7854461025426644,4.787482989521107,5.229769e-06,4.781577536039352,4.7874899048097745,0.1365338,0.1365338,0.1287415,1.1524612e-06,4.785439303998555,4.787489973625927,6.948244e-05,4.781600114850252,4.787467323595534,0.1321383,0.1321383,0.13963124,1.0172461e-06,4.78546272167456,4.787467243830496,8.40233e-05,4.781612605970125,4.7874548309268175,0.2081485,0.2081485,0.21863559,1.7145624e-06,4.785473967417831,4.787454996016467,5.9399405e-05,4.781601789755996,4.78746564832127,0.20652509,0.20652509,0.20901406,1.9036797e-06,4.785464632774749,4.787465503596928,5.258282e-05,4.781603416090487,4.787464022894874,0.30109903,0.30109903,0.28989395,2.3674668e-06,4.785465991572663,4.787464102493554,2.799231e-08,4.781608805940777,4.787458632934778,4.785471192748042,4.78745849056785,1.003813927267739,0,4
148,4.78050046646086,4.80723425205792,0.010648148134350777,0.004513889085501432,4.7911939808505135,0.0076644267,0.0076644267,0.005860957,0.9541812,4.785073809678704,4.791527357155782,0.00010123053,4.780509360304526,4.787482849873342,0.00790564,0.00790564,0.008202036,2.5441258e-07,4.784681413795139,4.787482784205129,1.2584795e-05,4.780504889681926,4.787487320562485,0.13657817,0.13657817,0.12885486,1.2644286e-06,4.784676850496085,4.787487390036818,7.858807e-05,4.780528078478748,4.78746412743444,0.13224283,0.13224283,0.13959996,1.1433785e-06,4.784700862677516,4.78746404672224,0.00010140875,4.780545004445702,4.787447199802102,0.20793088,0.20793088,0.21867827,1.8611571e-06,4.78471685592493,4.787447383862845,8.3506515e-05,4.780537144017959,4.787455063207759,0.20648897,0.20648897,0.20898081,2.1030758e-06,4.7847105845926095,4.787454911485325,7.245756e-05,4.780538654741646,4.787453551082518,0.30118904,0.30118904,0.2898231,2.6742814e-06,4.784711463124698,4.787453646141626,3.908925e-08,4.780536972385276,4.787455234527544,4.784709526818612,4.78745508813981,1.0041314568082549,0,5
22,4.7794720134010245,4.80862079296119,0.010648148134350777,0.004513889085501432,4.791131525430116,0.0076512084,0.0076512084,0.00583469,0.9513969,4.784571613757415,4.791249925476845,9.12322e-05,4.779480013199508,4.78748374431563,0.007929678,0.007929678,0.008202674,3.05785e-07,4.783896139997077,4.78748367485788,1.9940337e-05,4.77947900605894,4.787484749956208,0.13662177,0.13662177,0.12897712,1.4041921e-06,4.783895097229997,4.78748481823964,8.996343e-05,4.779503558878207,4.7874601937588945,0.13234723,0.13234723,0.13957375,1.248959e-06,4.783920302124588,4.7874601105819234,0.00012043344,4.779524802901492,4.787438949708062,0.20772079,0.20772079,0.21871269,2.0021614e-06,4.78394131461777,4.7874391533750895,0.00010810493,4.779519396926529,4.787444354016601,0.20644882,0.20644882,0.20895036,2.2870975e-06,4.783936937678467,4.7874441958436424,9.843226e-05,4.779523787867653,4.787439964369154,0.3012805,0.3012805,0.28974867,2.92922e-06,4.783940500510198,4.7874400756950175,5.269415e-08,4.779511558628313,4.787452195294282,4.783928091348711,4.787452042646853,1.0044217153771495,0,6
362,4.77846614667451,4.810122470182086,0.010648148134350777,0.004166666883975267,4.791128676325732,0.0076318127,0.0076318127,0.005805756,0.9478414,4.784036228852712,4.791008948225689,7.8668e-05,4.778473080228726,4.787484809699773,0.0079570105,0.0079570105,0.008203521,3.4409697e-07,4.783113678719359,4.787484735755403,2.5672067e-05,4.7784751960716845,4.787482692742979,0.1366724,0.1366724,0.12910086,1.5033484e-06,4.783115996609492,4.787482757664689,9.73252e-05,4.778500452542416,4.7874574332698945,0.13244373,0.13244373,0.13955285,1.3201625e-06,4.783141380521437,4.787457346352628,0.00013690056,4.778526466633004,4.787431416798859,0.20751047,0.20751047,0.21874204,2.1316519e-06,4.783167673136098,4.787431640671381,0.00012338988,4.778520515223065,4.7874373703448105,0.20639855,0.20639855,0.20891856,2.4348924e-06,4.783162367335667,4.787437207067785,0.00012531695,4.778532405368897,4.78742547683354,0.30138606,0.30138606,0.28967646,3.154649e-06,4.783173610746506,4.787425604724071,6.599107e-08,4.778507385498906,4.7874505001867975,4.783148139911334,4.787450339317509,1.0047357422547822,0,7
466,4.777439782569015,4.811834376854479,0.010995370335876942,0.0038194444496184587,4.791197620133999,0.0076072332,0.0076072332,0.0057737157,0.9435492,4.783448511943501,4.790847890765421,8.30631e-05,4.777447204279837,4.787484319507931,0.007987242,0.007987242,0.008203403,3.7676747e-07,4.782330444809299,4.78748424059105,4.696405e-05,4.7774565689596,4.787474954191685,0.13672686,0.13672686,0.12922847,1.5976766e-06,4.782340172241415,4.787475013960918,9.923881e-05,4.777475253909114,4.7874562671619865,0.13253102,0.13253102,0.13952929,1.3978778e-06,4.78235887322961,4.787456175075684,0.00014664435,4.777505301724187,4.787426215266194,0.20730197,0.20730197,0.21877134,2.2564473e-06,4.7823892570592745,4.787426460766184,0.00013483479,4.777500025846471,4.787431492323079,0.20634216,0.20634216,0.20888956,2.5619902e-06,4.782384526565225,4.787431325443746,0.00014454211,4.777517278718818,4.787414236993026,0.30150348,0.30150348,0.28960425,3.3903302e-06,4.782401454312764,4.787414383740905,7.953085e-08,4.777482678004391,4.787448843886632,4.7823661198068,4.787448672884155,1.005093674237897,0,8
672,4.776368370908059,4.813768066011162,0.012268518097698689,0.0034722222480922937,4.7913282488838025,0.0075775604,0.0075775604,0.0057383203,0.9386511,4.782802768418038,4.790767449855161,8.1714374e-05,4.7763758270466665,4.787484285618138,0.008019964,0.008019964,0.008201307,4.1597926e-07,4.781532909228272,4.787484200772859,6.336348e-05,4.776391495992122,4.787468612785987,0.13678417,0.13678417,0.1293625,1.7164263e-06,4.781549046887932,4.787468665754617,0.00010599594,4.776407058817406,4.787453050392184,0.13260704,0.13260704,0.13949767,1.5134256e-06,4.781564650722813,4.787452951103579,0.00015691904,4.776439962758388,4.787420141320766,0.20709184,0.20709184,0.21880068,2.4163573e-06,4.7815977928601,4.7874204107099185,0.00015032006,4.776436952571499,4.7874231524018755,0.20628397,0.20628397,0.20887075,2.6988369e-06,4.781595187345477,4.787422983637749,0.00015838876,4.776455085765055,4.787405016251166,0.30163538,0.30163538,0.28952882,3.6707454e-06,4.781613566632167,4.787405183499494,9.423401e-08,4.776414514828269,4.7874455932291005,4.781571987237555,4.787445409092974,1.0054982677960553,0,9
