,train_loss,test_loss,train_acc,test_acc,all_loss,logit_trivial_rep_trace_similarity,logit_excluded_loss_trivial_rep,logit_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,logit_s5_5d_a_rep_trace_similarity,logit_excluded_loss_s5_5d_a_rep,logit_restricted_loss_s5_5d_a_rep,logit_s5_5d_b_rep_trace_similarity,logit_excluded_loss_s5_5d_b_rep,logit_restricted_loss_s5_5d_b_rep,logit_s5_6d_rep_trace_similarity,logit_excluded_loss_s5_6d_rep,logit_restricted_loss_s5_6d_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,epoch
518,2.6898529372528213,6.497247535363507,0.29988425970077515,0.0019097222248092294,4.21281079233817,1.1277734e-09,2.689852963146557,4.787491742782046,0.88546383,5.356767058113043,4.094346209106226,0.0047060093,2.818115016141968,4.646576553195152,0.0069761686,2.8808874999760716,4.579036663314285,0.0063913604,2.9098949051484078,4.548364264230456,0.0049797096,2.8607724707342723,4.600975305610897,0.008235969,3.0320372211709565,4.417869654565258,0.78425044,5.559814764908618,3.885915595818805,141
382,2.665823731807642,6.534523068580178,0.3046296238899231,0.0017361111240461469,4.213303457077595,1.114131e-09,2.665823717360285,4.787491742782046,0.8846728,5.355230035870942,4.094346074709262,0.004792788,2.7969696752449162,4.6429485057346795,0.007117214,2.861538990488358,4.573310310421156,0.006503652,2.890692708345555,4.542419064944968,0.0050652036,2.8404003402134066,4.59640769863368,0.008361523,3.01480499057148,4.409545060871135,0.7828575,5.563694020889579,3.8801911647687706,142
425,2.6204697034276254,6.618191000253727,0.3160879611968994,0.0017361111240461469,4.2195582201219075,1.364242e-09,2.620469697952813,4.787491742782046,0.8824189,5.368852404266863,4.094345817708397,0.004945305,2.757112953294389,4.635924673191046,0.00737824,2.8254410874038345,4.561877077274821,0.006711861,2.855002259069824,4.530468298138358,0.005224456,2.802397479736287,4.587189089595765,0.008599633,2.9834638011730896,4.39247452512607,0.7788882,5.588111150507765,3.8687621620976027,144
662,2.5964477743991785,6.650139466151538,0.32222220301628113,0.0019097222248092294,4.217924441186215,1.4151738e-09,2.5964477570891833,4.787491742782046,0.8819035,5.373808298204595,4.094345728624532,0.0050301217,2.7358126131212472,4.632417248609187,0.0075236456,2.8060785501995396,4.556092333300995,0.0068207984,2.835482213755969,4.524760087798655,0.0053158486,2.7820749889055008,4.582481620207996,0.00873095,2.9661237288085407,4.384085278272679,0.77798676,5.598536918134307,3.86297964682474,145
367,2.549910171429068,6.732296217980138,0.3368055522441864,0.0019097222248092294,4.222864613424163,1.0913936e-09,2.549910209755078,4.787491742782046,0.8796704,5.387262129332553,4.094345525037125,0.005179992,2.6947942466584953,4.625181810246777,0.007772578,2.768643411307382,4.544553879408316,0.007019285,2.798459772078444,4.512692239125038,0.0054692044,2.742823082300194,4.5731047314207,0.00895808,2.9334501178956898,4.366822762528378,0.7740667,5.622840429670492,3.8514463131813526,147
112,2.5269401341448883,6.771629982423869,0.3413194417953491,0.0017361111240461469,4.224816072204779,1.5543264e-09,2.526940131371914,4.787491742782046,0.87891984,5.387001141094808,4.094345460163523,0.005268091,2.6746890905013725,4.621468573921665,0.007925978,2.750658679706393,4.538348734960345,0.007127651,2.780076608818128,4.50683999351913,0.00555788,2.723535813068522,4.568366456269252,0.009088969,2.917300787998019,4.358216242914029,0.77275497,5.628429587480371,3.845244259008532,148
201,2.4790870435138355,6.852061208534074,0.35462963581085205,0.0024305556435137987,4.228276710361102,1.6225385e-09,2.4790870450727454,4.787491742782046,0.87717897,5.397061301673052,4.094345315306832,0.005423872,2.632324803461605,4.614097592377515,0.008184523,2.711926466993438,4.526552596716565,0.007332624,2.7416376897041843,4.494616666914414,0.005717392,2.6829191895393216,4.5588219266174965,0.009325991,2.883222317265447,4.34068876085044,0.76971275,5.64955837203826,3.8334545919686187,150
7,2.4326648236967494,6.934754791748775,0.36770832538604736,0.0024305556435137987,4.233500814721785,1.5552359e-09,2.4326648277408363,4.787491742782046,0.875833,5.403337181912223,4.094345191226594,0.0055817515,2.591373741179748,4.6065388187274445,0.008451252,2.6747751036380136,4.514296165815068,0.007541161,2.704610714846357,4.482053918178264,0.005872422,2.6434430411919845,4.5493041918752715,0.009563578,2.8504413558026847,4.322867342641684,0.7673688,5.667233608929628,3.8212048278633657,152
309,2.4088907807935116,6.974945187976946,0.3739583194255829,0.002256944542750716,4.2353125411003205,1.3906174e-09,2.4088907774916977,4.787491742782046,0.8750691,5.408810052849226,4.094345132107907,0.0056463783,2.57014283593293,4.603038695356992,0.008575611,2.6557181384636346,4.508171207323188,0.0076305475,2.6853719898243047,4.476065264246695,0.005942665,2.6231723533194806,4.544601082585388,0.009666506,2.8332418295735793,4.31426955351289,0.7660383,5.678414285454486,3.8150840919406375,153
451,2.362213415096121,7.063781091625912,0.38599535822868347,0.0024305556435137987,4.24284050359067,1.3060344e-09,2.362213445576378,4.787491742782046,0.8738743,5.418532829484758,4.094345032942107,0.0058000726,2.528921583994494,4.595285033315005,0.008836359,2.618346653418556,4.495570975567151,0.00783236,2.648083931428161,4.46322428945392,0.0060926713,2.583425561435185,4.5348656241052865,0.009892991,2.800088097929625,4.296206553018517,0.76396435,5.699757667768297,3.8024922029322097,155
144,2.3148957233805785,7.149843711447105,0.39641204476356506,0.0027777778450399637,4.248874914880019,1.6207196e-09,2.3148957168432593,4.787491742782046,0.8726129,5.425450817612687,4.094344940809209,0.0059409286,2.4869655048406645,4.587436686171508,0.009083899,2.5804093604808065,4.482593670448465,0.0080195535,2.61010106631386,4.450117937089794,0.006235415,2.543134501347996,4.5247580832505605,0.010094849,2.765805116090647,4.2780927820586,0.76177615,5.7185294754711355,3.789524515453691,157
52,2.2927216565460733,7.1946094665277,0.4035879671573639,0.0026041667442768812,4.253476790164605,1.3687895e-09,2.292721672039198,4.787491742782046,0.87154126,5.448301979904796,4.094344903429651,0.006003483,2.4674298327181594,4.583683861113168,0.0092005,2.563016306161561,4.476190805216233,0.008106854,2.59272494027168,4.443672915515317,0.006308433,2.524820277427279,4.519513249834592,0.010201738,2.751098566618007,4.268518673568324,0.7599145,5.747480340530307,3.783126388886553,158
133,2.2450007816187205,7.280997104096844,0.4173611104488373,0.0024305556435137987,4.259399312088619,1.542503e-09,2.2450007850710616,4.787491742782046,0.87029535,5.456253890117471,4.094344839901388,0.0061456603,2.4249812155341295,4.575723446262629,0.009454502,2.524727599598317,4.462846203631866,0.008296419,2.5542538021109724,4.430356588840012,0.0064519728,2.4840045523698873,4.50928609919915,0.0104127405,2.716543618771624,4.249841501533301,0.75776005,5.767582603876442,3.7697933225616933,160
53,2.1967490782454737,7.372049257488223,0.42905092239379883,0.0024305556435137987,4.266869146275941,1.4024408e-09,2.1967490719524174,4.787491742782046,0.86940473,5.453973160050971,4.094344791604734,0.006292842,2.381871901055886,4.5677405006158525,0.009719362,2.4858450011922946,4.449329033057829,0.008488506,2.514881658783663,4.417189104565061,0.0065975287,2.442361140424941,4.499175826192737,0.010633653,2.6813593722435995,4.231077409399131,0.75622725,5.777487716849772,3.7562882890534532,162
392,2.1519680470954046,7.46788885128504,0.4409722089767456,0.0026041667442768812,4.278336374390263,1.6452759e-09,2.1519680561071315,4.787491742782046,0.8682113,5.469882751892275,4.094344748606453,0.0064302348,2.342279141516329,4.5596420271471025,0.009961795,2.4503124146506443,4.435858444593813,0.008668495,2.4790592333897563,4.403786968665049,0.006732827,2.404207213749185,4.488923224334183,0.010832867,2.649612539975273,4.21233437835312,0.7541694,5.8057172691531385,3.742830751715044,164
69,2.1056558522734607,7.562299698367142,0.4540509283542633,0.0024305556435137987,4.288313363623347,1.2687451e-09,2.1056558065496795,4.787491742782046,0.8664069,5.492919710155294,4.094344715681192,0.00656314,2.300923495674565,4.551588124923839,0.010214575,2.4134503620270253,4.42181908318944,0.008856384,2.442030558744951,4.389846149586702,0.0068703387,2.364606197688216,4.478429976353737,0.011033776,2.616225243776757,4.193259967450529,0.7510558,5.8415392135606945,3.7288074300436174,166
611,2.0838624872806517,7.609855091924196,0.4599536955356598,0.0027777778450399637,4.294259521180195,1.5243131e-09,2.0838624764187714,4.787491742782046,0.8666178,5.489011182078944,4.094344699581504,0.0066176145,2.2811564574586423,4.5480364701794045,0.010325826,2.3957989682411784,4.415393362852906,0.008938719,2.424138459252511,4.383468698580134,0.0069421087,2.3460589767057973,4.473107601664058,0.0111387465,2.600833496217403,4.183607302927269,0.7514291,5.843308723826982,3.722388676155119,167
368,2.043512884817115,7.706997827882287,0.4668981432914734,0.0026041667442768812,4.308906855125998,1.7280399e-09,2.0435128739398745,4.787491742782046,0.86501575,5.518705122452476,4.094344675078189,0.00673823,2.245342170729837,4.5402470782586875,0.010553711,2.3641002357820873,4.4019079133799,0.009110943,2.3924022947974617,4.369914390661116,0.0070666717,2.3118609379425066,4.462957196048436,0.011320638,2.5723999340126267,4.165143569995561,0.74867016,5.885171940110379,3.708919915160082,169
310,1.9934985631032078,7.793511801314762,0.48668980598449707,0.0031250000465661287,4.31350383697018,1.5033947e-09,1.993498527735097,4.787491742782046,0.8647315,5.507812390546437,4.094344656693132,0.0068772724,2.199879366951765,4.532323887985789,0.010801269,2.3225454749110845,4.388519401056517,0.009288054,2.350229312310769,4.357044583907033,0.0072043203,2.2677398069315844,4.452919882952293,0.011527294,2.5342500183305856,4.146714137069808,0.7481955,5.886128139991088,3.69554885519145,171
537,1.9541542229029911,7.890249431562815,0.5012731552124023,0.0031250000465661287,4.328592317527857,1.5334081e-09,1.9541542410238832,4.787491742782046,0.86348987,5.520847402398037,4.094344641342662,0.0069924365,2.1648442554742404,4.524895001192835,0.011029485,2.2918429568690546,4.375210133887697,0.009443137,2.318567231843572,4.344544916772306,0.0073276227,2.2342811633338426,4.4430414095963116,0.011717668,2.507064718032169,4.128237311650245,0.7460655,5.911262369359111,3.6822576754238057,173
582,1.909589643330389,7.979068464979557,0.512499988079071,0.0026041667442768812,4.337381187422419,1.7053026e-09,1.9095896652174809,4.787491742782046,0.86196375,5.539231305080277,4.094344627852144,0.007105856,2.1240899241050157,4.517177040384284,0.011237944,2.2546397867934385,4.362046313385903,0.00960051,2.281372299918831,4.331340874640323,0.0074484167,2.19517123610034,4.43281156508965,0.011893367,2.4733712808547312,4.109704349482629,0.74344736,5.941136339508816,3.6691138635479286,175
352,1.8677161816706556,8.076838094445208,0.5271990895271301,0.0031250000465661287,4.351364953236329,1.7444108e-09,1.867716190998054,4.787491742782046,0.8620876,5.533998419360596,4.094344616095678,0.0072252396,2.086328504455606,4.50946724537368,0.011458481,2.220726373254466,4.348773453112766,0.009763395,2.2468963205121715,4.3182678209120136,0.0075765513,2.158888607915602,4.422537368743959,0.012078362,2.4426086111873677,4.091252267679394,0.7436772,5.9475608801986795,3.6558625493256214,177
312,1.8243961159340796,8.170866438012034,0.5396990776062012,0.002256944542750716,4.36298425622444,1.5506885e-09,1.8243961340047279,4.787491742782046,0.86025256,5.556270737813393,4.09434460628907,0.0073215426,2.046737312689693,4.501844404879074,0.011659272,2.185329651199163,4.334967221486895,0.009902916,2.2109902799064898,4.304963281046135,0.0076858173,2.121126217720238,4.412114737933862,0.012232379,2.4102158830889335,4.072601100945192,0.7405307,5.982047357585678,3.6420797302392005,179
351,1.781293191467114,8.274826319025259,0.5518518686294556,0.0027777778450399637,4.378706457778958,1.7298589e-09,1.7812932151571204,4.787491742782046,0.8591951,5.575833738440667,4.094344597976069,0.007429687,2.007614357691367,4.493766537717217,0.011862853,2.150089673432328,4.3210227872972276,0.010051398,2.175396362141736,4.29122457766121,0.00779963,2.083541711461429,4.401468784125814,0.012397108,2.3784591653434344,4.05335737006235,0.7387277,6.013874087042076,3.628160602342299,181
590,1.7387760080305148,8.377287191567447,0.5635416507720947,0.0031250000465661287,4.39418046986303,1.8180799e-09,1.7387759861666858,4.787491742782046,0.85877436,5.580827119299021,4.094344590992018,0.0075351316,1.9686831636474524,4.485756128580791,0.012074524,2.1152473007922015,4.306672766397806,0.010197893,2.139714078975336,4.277515583151423,0.007917093,2.0462190850338713,4.390588008726802,0.012560354,2.3463095554231916,4.034129021034282,0.7380205,6.031215713389496,3.6138381588627637,183
456,1.7178276243103168,8.428384093910363,0.5717592239379883,0.0029513889458030462,4.402050213282964,1.6552804e-09,1.7178276227771816,4.787491742782046,0.8585479,5.586353688580207,4.094344588534586,0.0075928615,1.9495057781947027,4.481840925879592,0.012194121,2.09830347175516,4.299401420382339,0.010279115,2.1222759432539426,4.270752255418667,0.007980661,2.0278802827501856,4.38528421529776,0.012651553,2.330574652871752,4.024673390115365,0.7376403,6.043013913367712,3.606581809913617,184
570,1.655961765126416,8.588806686978447,0.5877314805984497,0.0034722222480922937,4.429099718034254,1.5670594e-09,1.6559617377683735,4.787491742782046,0.85748804,5.607397552454319,4.09434458097013,0.0077393167,1.8927372739457833,4.469634178573731,0.012500315,2.047839781649813,4.277171934538914,0.010499779,2.0711173351053738,4.249005326006755,0.00814217,1.9734936545066368,4.368808449359527,0.012895182,2.2847630826763785,3.9942996740728915,0.7358448,6.083076995439564,3.58440050876829,187
101,1.616922679540034,8.698527890003517,0.6002314686775208,0.0032986111473292112,4.449564752068756,1.5470505e-09,1.6169226610901084,4.787491742782046,0.8556879,5.6392471745388475,4.094344577433907,0.007833557,1.8573025275791335,4.461390942891314,0.012699296,2.016810891911394,4.262115996205574,0.0106365755,2.0394665128542413,4.234599208926131,0.008242295,1.9396315182936918,4.357881315239105,0.013049759,2.2571794079646557,3.973927097229708,0.73277587,6.128235467618952,3.569379313625459,189
626,1.575545565140358,8.806377392691807,0.6157407164573669,0.0031250000465661287,4.467878302572462,1.8308128e-09,1.5755455739542426,4.787491742782046,0.8547654,5.649181818154385,4.094344574706287,0.007935669,1.819131028984935,4.4532461941867325,0.012911866,1.982877696459088,4.247143002399185,0.010779481,2.0044218975227417,4.220587671453977,0.008349953,1.9027109446310677,4.347121097207058,0.013205682,2.22541419382767,3.954538735433528,0.7312139,6.151132305556434,3.5544435593445636,191
465,1.534047385698722,8.914067737540773,0.6268518567085266,0.0031250000465661287,4.486055534934287,1.9199433e-09,1.5340474003588749,4.787491742782046,0.85500455,5.650270267470473,4.094344572518104,0.008055714,1.7806009950549606,4.444792214711286,0.013139016,1.9480014375726902,4.23224442239973,0.010940795,1.9686468455571926,4.20636087938174,0.008468546,1.8650456671824394,4.3363700385640165,0.013367281,2.1917919687557244,3.9359209796408297,0.7316404,6.164589983232039,3.5395848521576596,193
29,1.497339878613891,9.025159792636762,0.635879635810852,0.0027777778450399637,4.5084678379729946,1.8426363e-09,1.497339866986378,4.787491742782046,0.85379213,5.680953495899503,4.094344570785281,0.008156382,1.7468577234986402,4.436633478047057,0.01335475,1.9185587655603809,4.216952998391015,0.011087146,1.9382858549969373,4.192035465041648,0.008572878,1.8325427034384614,4.325689826380156,0.013516112,2.1640144594198545,3.9168557672924758,0.72958493,6.20862987697977,3.5243357509306934,195
248,1.4568636475267152,9.136958815255895,0.6518518328666687,0.0027777778450399637,4.528901707670122,1.7871571e-09,1.4568636341551668,4.787491742782046,0.85267085,5.692964573693531,4.094344569147509,0.0082471445,1.709096285152433,4.428306104144883,0.013556022,1.8850869120404923,4.2012719700437415,0.01121529,1.9035976084725732,4.177668324697741,0.008671122,1.796148377682227,4.314554838228646,0.013663335,2.13317787385591,3.8964515715393975,0.72768694,6.233778874964342,3.5087015125035115,197
240,1.4194890283529955,9.244925276355305,0.6620370149612427,0.0031250000465661287,4.549663530907299,2.0963853e-09,1.4194890331922132,4.787491742782046,0.8515117,5.7147924154697485,4.0943445680250745,0.008346192,1.6742612133379131,4.420174681661678,0.013761015,1.854100897818577,4.186289329483762,0.011358529,1.8719235640107577,4.163421622153602,0.008777285,1.7626215160897123,4.303717089422599,0.013821984,2.104739664922702,3.8766895551527716,0.7257284,6.268249662543484,3.4937658435755066,199
191,1.3810602909328025,9.35574031486531,0.6767361164093018,0.0031250000465661287,4.570932306258906,2.158231e-09,1.3810602997117598,4.787491742782046,0.851297,5.717348522173454,4.094344567068919,0.0084551815,1.638191772449056,4.411858437097325,0.013975903,1.821590627735276,4.171258479496978,0.01150844,1.838317532728948,4.149228931018136,0.008885082,1.727201374729418,4.2931179817632845,0.013974849,2.07298430201859,3.8579376190447916,0.72538006,6.283250589010483,3.478784156975578,201
535,1.343131539365486,9.470954593699132,0.6888888478279114,0.0031250000465661287,4.5942607601047065,2.1218511e-09,1.34313153974811,4.787491742782046,0.85008657,5.741282775534581,4.094344566238469,0.008547787,1.6026190928766997,4.403580413131146,0.014161188,1.7895295759966583,4.156375799015815,0.011637755,1.805575655980496,4.135006406422743,0.008981534,1.6927390199531678,4.282248881370319,0.014113392,2.0436563274848947,3.838474567343358,0.72333604,6.3198380035686315,3.4639537616521223,203
526,1.2886037851842682,9.641380710278208,0.7076388597488403,0.0034722222480922937,4.629714547335558,1.8872015e-09,1.288603773600989,4.787491742782046,0.84893465,5.7703070172030335,4.094344565178319,0.0086811315,1.5511772821131888,4.391045766430357,0.014438767,1.7434024707296971,4.1334215012324655,0.011831885,1.7583350132171733,4.113034564695931,0.009122062,1.6428162715339207,4.265694543195981,0.014309332,1.9999030331429932,3.809216408031687,0.7214018,6.368099947720788,3.441084171098428,206
475,1.2529067733342039,9.759377731958423,0.7178240418434143,0.0034722222480922937,4.655495160832373,1.9290383e-09,1.2529067792429684,4.787491742782046,0.847615,5.8055864503840855,4.094344564639552,0.008765433,1.5177659210279921,4.382584813728506,0.014615919,1.7137328543580823,4.117921702839465,0.011953509,1.7277863245674094,4.098285367478035,0.009208849,1.6103605384631443,4.254637039578164,0.014442764,1.9726882026769132,3.7887824997981707,0.71917796,6.41677591010953,3.425645968643814,208
67,1.216575610450534,9.880390960453255,0.7304397821426392,0.0036458333488553762,4.68210173805449,2.040906e-09,1.2165755883352734,4.787491742782046,0.8470631,5.818830116533705,4.094344564213091,0.00886182,1.4831684705426627,4.373982749053197,0.0148075,1.6823594061401073,4.102421345749438,0.012091985,1.6959454886038565,4.083269073090118,0.00931055,1.576821599766399,4.243266551631518,0.014588928,1.9433600138727454,3.7685068740702294,0.7182595,6.4425981598043345,3.4102093168232708,210
551,1.1819729365134384,9.996418825248496,0.7366898059844971,0.0034722222480922937,4.7077512762848865,1.7607817e-09,1.1819729090618525,4.787491742782046,0.8458929,5.839063721835256,4.094344563857803,0.008944677,1.450244530401853,4.365562890487396,0.014983063,1.6528693862437291,4.086897339039101,0.01221123,1.6654941611972616,4.068600368443562,0.009403737,1.545002619171838,4.231802132408838,0.014717183,1.9156221685797623,3.7483976300886903,0.71629345,6.475576134517015,3.3947535983064587,212
39,1.127580292326536,10.181961824548548,0.7552083134651184,0.0034722222480922937,4.749332904412668,1.978151e-09,1.1275802890241393,4.787491742782046,0.8443603,5.8754684533525925,4.0943445634495665,0.009076109,1.398217361504905,4.352695404191713,0.01525012,1.6057275104769955,4.063550083917964,0.012399534,1.617141139800488,4.046201324754067,0.009542719,1.494265158925066,4.21476853874895,0.014912652,1.8713918018487512,3.718290967041789,0.71372646,6.531458543809528,3.3715141364989196,215
333,1.094744908717895,10.307707522125343,0.7659721970558167,0.0038194444496184587,4.779929941257978,1.9208528e-09,1.0947448890114138,4.787491742782046,0.8433732,5.897197268360911,4.094344563229913,0.00916349,1.3668383439135474,4.3439095148384865,0.015429152,1.577579201554508,4.047549767320679,0.012519184,1.5880598173282416,4.0312389334729275,0.009634371,1.4638061247104457,4.203181511108078,0.015038241,1.8447536992716145,3.6980489934931233,0.712076,6.566208272273885,3.355592128435319,217
30,1.0465786114483977,10.50200777190959,0.7791666388511658,0.003993055783212185,4.828750290829689,2.1373125e-09,1.0465786371801087,4.787491742782046,0.8420038,5.946036037948784,4.094344562968575,0.009295139,1.3208654884193314,4.330490800981374,0.015695125,1.5364470768436542,4.023277944256954,0.01270414,1.545710746722325,4.008107585066167,0.009772372,1.4191329261523475,4.185487958334804,0.015228776,1.806080261220704,3.6670699188389415,0.709792,6.635183205726875,3.331447486372983,220
444,1.0221378132104701,10.63591493027381,0.7825231552124023,0.003993055783212185,4.867648628447569,2.0163498e-09,1.0221377616770548,4.787491742782046,0.84068036,5.983488117359819,4.0943445628518305,0.009384897,1.2983256850006613,4.321755716068189,0.015876776,1.5173831518924616,4.007374359491056,0.012829847,1.5260588270037811,3.993061907986632,0.00986437,1.3976824130514889,4.17409797655992,0.015367689,1.7896212953321433,3.646339604065126,0.70758176,6.686183477433416,3.315630906986432,222
454,0.9839526748126587,10.753576335762812,0.7974537014961243,0.003993055783212185,4.891802144598312,1.965418e-09,0.9839526823107341,4.787491742782046,0.83990324,5.9896257748381725,4.0943445627586605,0.009472644,1.2602206189126541,4.313548279092143,0.01606281,1.4819464292402,3.991953047635565,0.012966768,1.4898492792086815,3.978057908634821,0.009965229,1.3602450899149972,4.162727818048888,0.01551184,1.7560603663491086,3.6262865370800696,0.7062932,6.70441149503636,3.300298381742555,224
51,0.9389983122623612,10.935427759122256,0.8138888478279114,0.004166666883975267,4.937570095012023,1.959961e-09,0.9389983190004743,4.787491742782046,0.83835405,6.025196628303089,4.094344562647868,0.00959984,1.21615816837506,4.30129513116776,0.016318077,1.4417299340629046,3.9696702002073363,0.0131504,1.4486986554025483,3.956596075642402,0.010103381,1.3172667960696285,4.146262271226679,0.015705548,1.7181319911164707,3.5974894293532915,0.7037176,6.758242472133146,3.2781512821302323,227
341,0.9098743752608859,11.06074554300905,0.8224536776542664,0.0038194444496184587,4.970222832870942,2.2764652e-09,0.909874362549999,4.787491742782046,0.8385277,6.010994650344841,4.094344562583427,0.009690909,1.1870515521901257,4.293195343683408,0.016507879,1.415044456634614,3.954474050333832,0.013285941,1.4212571822530637,3.9421183938872346,0.010197093,1.2884677388684829,4.1356861790128,0.015844386,1.691817861683006,3.578520661114712,0.7040267,6.755310436517735,3.263051679127611,229
269,0.8667495995575785,11.244553188342008,0.8398147821426392,0.0036458333488553762,5.01787102618352,2.2610038e-09,0.8667495838263034,4.787491742782046,0.8369886,6.04245168347797,4.094344562512904,0.0098166205,1.144398399145345,4.281072603837142,0.016763112,1.3761475763391673,3.9322325660254114,0.013462967,1.3810097841613782,3.921149233132365,0.010328899,1.2465238635731457,4.119687742620383,0.016039625,1.6551625250225892,3.5498017371945063,0.7014725,6.80493498435181,3.2409594745437604,232
143,0.8385397208951761,11.361695448406033,0.8452546000480652,0.003993055783212185,5.047802019135787,2.1855158e-09,0.8385397327536938,4.787491742782046,0.83606154,6.070593580670901,4.094344562470788,0.009902157,1.115941875370598,4.272606487205407,0.016925557,1.349411398340873,3.9172784863142787,0.013580192,1.3537826745621357,3.9067138007144067,0.010414616,1.2183013046251743,4.108768046669478,0.01616685,1.6297986354106484,3.5301752913968625,0.69993764,6.844971046027912,3.226110683945462,234
219,0.7982167739627845,11.55175245463248,0.8567129373550415,0.0038194444496184587,5.0996310189308565,2.1900632e-09,0.7982167290050195,4.787491742782046,0.8347399,6.109352735693683,4.09434456241987,0.01002101,1.0753661726584707,4.260426297651825,0.017168103,1.3120717735452425,3.8949447743621577,0.013753972,1.3155601156658547,3.8852498044019432,0.010538662,1.1783151340786626,4.092729429121671,0.016357426,1.5947624127615652,3.500869171626601,0.6977537,6.901942152721909,3.203941382596021,237
35,0.7714700617509601,11.684729899051835,0.8700231313705444,0.0038194444496184587,5.136774023045782,2.5129339e-09,0.771470106782575,4.787491742782046,0.833539,6.139239444433721,4.094344562389074,0.010092221,1.0487900557762062,4.252051215543557,0.017309804,1.287794473116037,3.8799289497795115,0.0138528785,1.2906101317159466,3.8708826922764223,0.010610425,1.152143872518554,4.08186274114167,0.016464684,1.5726469969477639,3.481241598284707,0.69576436,6.944571115249577,3.1890417760205776,239
189,0.7402068960487798,11.887177967395532,0.8777777552604675,0.0038194444496184587,5.198995309749183,2.4538167e-09,0.7402068714766455,4.787491742782046,0.83187854,6.174179010057784,4.094344562354998,0.010217834,1.018298456548569,4.239055795085046,0.017556693,1.2610259467097804,3.856555913068001,0.014015666,1.2621784479409481,3.84933943982381,0.010727612,1.1218834554775252,4.065671130922278,0.016642764,1.5480437692317663,3.451837394581691,0.6930231,6.998597071024055,3.1658571313266406,242
283,0.6970144067805446,12.063538254127495,0.8947916626930237,0.0036458333488553762,5.243623947145339,2.401066e-09,0.6970144102011859,4.787491742782046,0.83043694,6.208335038389419,4.094344562332072,0.010341123,0.9731233202533262,4.227089665767917,0.01779985,1.2178473973646726,3.834877099293643,0.01418483,1.2177557220353739,3.8289366004531895,0.010856597,1.076747065130436,4.049905009754299,0.016839322,1.5063132054150856,3.423223533564348,0.6906519,7.050131588458171,3.1443640349242044,245
414,0.6775971336271037,12.193045408605808,0.9009259343147278,0.004166666883975267,5.283776457198736,2.3046596e-09,0.6775971584773074,4.787491742782046,0.82920164,6.238882380300686,4.094344562318077,0.010422488,0.9535147954166455,4.218655837754511,0.0179499,1.1998042299845857,3.820203313300027,0.014294769,1.199381095044461,3.814672128229744,0.010931745,1.0571793374031522,4.039461540623151,0.016949065,1.4894344623539963,3.404639313957936,0.6886173,7.0925931625640075,3.12982074169247,247
490,0.6394140265740265,12.374925667312446,0.9127314686775208,0.003993055783212185,5.333618699496409,2.651177e-09,0.639414050652422,4.787491742782046,0.82799244,6.275435153695637,4.094344562299642,0.0105288625,0.9130368131571507,4.206938685686254,0.018164542,1.1610541288461609,3.7988865621145598,0.014442713,1.159490971981206,3.794568912194748,0.011044936,1.0167138469274262,4.023895032973953,0.017117184,1.4521220235647363,3.37674983442172,0.686636,7.146005066976862,3.1087014117020706,250
455,0.6069392675404863,12.562268708879639,0.921875,0.003993055783212185,5.389071048637123,2.4510882e-09,0.6069392745142825,4.787491742782046,0.82678294,6.31506433196651,4.094344562284845,0.010635598,0.8788218391698409,4.195110821258063,0.018377628,1.1287944073697358,3.7774806741499956,0.014597545,1.1265680365738449,3.773845836495294,0.011158006,0.9827208652675045,4.00821276065752,0.017289769,1.4221285311827234,3.348302142544604,0.6846574,7.202989208195236,3.0875038774689476,253
402,0.5761330021019335,12.755993991937016,0.9295138716697693,0.004166666883975267,5.448077405858054,2.5311238e-09,0.5761330181818376,4.787491742782046,0.82552576,6.354640613085889,4.094344562273097,0.010746101,0.8462534523333191,4.183023878522025,0.01859666,1.098126505595599,3.7556540892465304,0.01475413,1.0951355790961808,3.7529090306667716,0.011273472,0.9503017124527113,3.9922928745086765,0.017461432,1.393241360110789,3.3198225605052056,0.6826037,7.260094683029542,3.065900294720854,256
606,0.5532822622787436,12.882724745086636,0.9380787014961243,0.003993055783212185,5.485059256818392,2.6248017e-09,0.5532822639916558,4.787491742782046,0.82429653,6.380240270668355,4.094344562267061,0.01081969,0.8215006277752309,4.174920331694346,0.018745584,1.074367474202342,3.7408549120125913,0.014854178,1.0704477893004596,3.7391635214617276,0.011351453,0.9254241562172834,3.9815429168008785,0.017578773,1.3702385877943508,3.3004939938169255,0.6805917,7.297545301065298,3.0512589159868004,258
279,0.5232422295330633,13.082131253178833,0.9458333253860474,0.004166666883975267,5.546797840204723,2.6111593e-09,0.5232422320981235,4.787491742782046,0.82289225,6.427320628028173,4.094344562258171,0.010924783,0.7891236691158897,4.16247434584383,0.018949606,1.0434301806580044,3.7187052515673025,0.014996675,1.0386362842649715,3.7180773773805824,0.011460457,0.8930169964718518,3.9652012922983957,0.017742638,1.3411843585377756,3.2711158240945495,0.6783011,7.362449912347901,3.02935427985869,261
