,train_loss,test_loss,train_acc,test_acc,all_loss,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,logit_s6_5d_a_rep_trace_similarity,logit_excluded_loss_s6_5d_a_rep,logit_restricted_loss_s6_5d_a_rep,logit_s6_5d_b_rep_trace_similarity,logit_excluded_loss_s6_5d_b_rep,logit_restricted_loss_s6_5d_b_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,epoch
455,5.555813499371834,6.930109270071208,0.03729745373129845,0.0019579476211220026,6.380390961791457,0.00031259342,5.556531389175561,6.578529637758203,0.0007049809,5.563915380852936,6.571112894908596,0.0006770292,5.563593468674453,6.571435518698433,0.0007856285,5.564840295416189,6.57018206536562,0.11779426,6.890593986094782,5.25979937329671,0.013877158,6.890593986094782,5.25979937329671,253
402,5.5237408893841,6.885729569969655,0.03814622014760971,0.0020801182836294174,6.340934097735434,0.00028874906,5.524436638670195,6.578551726173378,0.0006536352,5.531622759882101,6.571332638731953,0.0006287927,5.531322403439709,6.571633550782475,0.0007285025,5.532523528130833,6.570425805786325,0.122333154,6.976679917867735,5.145616799111412,0.014966838,6.976679917867735,5.145616799111412,256
606,5.502138660480136,6.854920095975783,0.03863811865448952,0.0021926439367234707,6.313807521777524,0.00027431577,5.502819863659407,6.578566287963615,0.00062184036,5.509866412780446,6.571486561760924,0.0005987871,5.509579051413793,6.5717743745192,0.0006926946,5.510744965960807,6.570601987666777,0.12547979,7.036839889689609,5.066868787249582,0.015746478,7.036839889689609,5.066868787249582,258
279,5.463814166353483,6.802082816393743,0.03972318768501282,0.0024562757462263107,6.26677535637764,0.00025438616,5.464475384116363,6.578586212604537,0.0005757242,5.4713036058462,6.571724742563383,0.0005547906,5.4710302163240945,6.571998367948067,0.00064081553,5.472148202781618,6.570873941788059,0.13044915,7.1314602411734915,4.939030161454044,0.017018093,7.1314602411734915,4.939030161454044,261
251,5.426505573202227,6.749228759600164,0.041025273501873016,0.002726337406784296,6.220139485040989,0.00023468137,5.4271452688506825,6.578607789384359,0.0005303824,5.433740424889894,6.571979219972626,0.00051114615,5.433476751391308,6.572242927273125,0.0005904323,5.43455739441127,6.571156017193271,0.13536036,7.238443699164265,4.801363993168643,0.018323373,7.238443699164265,4.801363993168643,264
169,5.38516874823724,6.690760704390749,0.04218750074505806,0.0029771090485155582,6.168523921929347,0.00021801009,5.385785442998756,6.578630781651956,0.0004917719,5.392130448243565,6.572252402669211,0.00047445638,5.391883853040279,6.572498800556115,0.0005478038,5.392921447421448,6.571455090380045,0.14084798,7.339169494363523,4.666744308447587,0.019838968,7.339169494363523,4.666744308447587,267
54,5.339254841947484,6.6267312307600665,0.04358603432774544,0.0033243312500417233,6.111740675235034,0.00020066263,5.339846187922133,6.578656083042082,0.0004523801,5.345927272385696,6.57254172849212,0.00043667332,5.345693888334192,6.572774653284449,0.0005044101,5.346692620124664,6.5717701592178495,0.14640482,7.451856688704525,4.517155737656693,0.02143506,7.451856688704525,4.517155737656693,270
135,5.292281058880421,6.5605503512724646,0.04548611491918564,0.0037390689831227064,6.053242634315648,0.00018309773,5.292844636284532,6.57868391741161,0.00041326165,5.298647270102761,6.572848140253784,0.00039901442,5.298425739894997,6.57306885854026,0.0004607042,5.299376023427749,6.572113170226759,0.15202795,7.57892594119103,4.354120318966758,0.023113074,7.57892594119103,4.354120318966758,273
211,5.236997488442246,6.483805817377581,0.047627318650484085,0.004256687127053738,5.9850824858034475,0.00016811366,5.237530458134604,6.578714636008694,0.0003820242,5.243058236269667,6.57315369917321,0.00036807446,5.242834490779192,6.573376326173159,0.00042487352,5.24373601176743,6.572469871270587,0.15880662,7.691804329409585,4.197520290913138,0.025220033,7.691804329409585,4.197520290913138,276
410,5.178307221335867,6.401931604283441,0.04935860633850098,0.004793595522642136,5.912481851104412,0.0001518247,5.178805049838974,6.578749834409896,0.00035037316,5.184056655472892,6.573465165515637,0.00033599258,5.183817752489247,6.573702618692769,0.00038827222,5.184676573889251,6.572839381670275,0.16584612,7.8232216373066885,4.021804396058512,0.027505348,7.8232216373066885,4.021804396058512,279
343,5.113322694508331,6.3116433126747,0.05190490186214447,0.00537229934707284,5.832315065408151,0.00013482719,5.113783429604339,6.578787080058643,0.00031628011,5.118730858685548,6.57380669459894,0.00030302687,5.118500636714089,6.574034815104499,0.00035025674,5.119310053869425,6.573221884017723,0.17275402,7.9756417331237195,3.8229704695970765,0.029844284,7.9756417331237195,3.8229704695970765,282
369,5.038280996031187,6.209165638888524,0.055401235818862915,0.006240354850888252,5.74081178174559,0.00012037188,5.038705630068956,6.578823267413055,0.00028627017,5.043334271338012,6.574161919720785,0.0002744621,5.043121519568677,6.574371822482684,0.00031727942,5.043879913583479,6.573610701439424,0.18100348,8.12423612672096,3.620766935774869,0.03276253,8.12423612672096,3.620766935774869,285
195,4.958307149320012,6.099885946705336,0.059047069400548935,0.007192001212388277,5.643254427751207,0.00010738699,4.958699433659857,6.578855752124546,0.00025613233,4.962988162513776,6.574534600986052,0.00024626096,4.962802427931806,6.57471636323848,0.0002848687,4.963511734823656,6.574005483186103,0.18966547,8.294319102885721,3.398520988980634,0.03597321,8.294319102885721,3.398520988980634,288
469,4.86772363820666,5.977907228647815,0.06319444626569748,0.008362268097698689,5.533833792471353,9.375387e-05,4.868081209971195,6.578890528465696,0.00022572395,4.872030988271175,6.574908855887001,0.00021838688,4.871884397335385,6.57504999129145,0.000251845,4.872528067601776,6.574406402280957,0.19793627,8.48758795773001,3.1510707171828107,0.039178938,8.48758795773001,3.1510707171828107,291
166,4.767544309969832,5.844514637478144,0.06780478358268738,0.009985853917896748,5.413726506474821,8.177342e-05,4.767867773553608,6.578924671062397,0.00019870698,4.771477679036672,6.575283454881527,0.00019392825,4.771374986170406,6.575378868269507,0.00022237145,4.771944858493315,6.574810966762616,0.2075504,8.686672570774308,2.896134536630223,0.043077305,8.686672570774308,2.896134536630223,294
136,4.6599572540648495,5.7028116988388975,0.07299865037202835,0.011895576491951942,5.285669920929278,7.086319e-05,4.6602479794303004,6.578957598903869,0.00017370339,4.663522259782425,6.575652347348527,0.00017181682,4.663473379958642,6.575691431394452,0.0001951506,4.663961441743448,6.575208030226809,0.21793336,8.905495632958665,2.6270279908476244,0.047495052,8.905495632958665,2.6270279908476244,297
206,4.497769716787659,5.493776618827294,0.08173707872629166,0.015342078171670437,5.095373858011441,5.760317e-05,4.498019525024701,6.578998683569415,0.00014310327,4.500873422421314,6.576114236921574,0.00014455855,4.500891495069528,6.5760823377518935,0.00016075437,4.501255638117221,6.575727333682956,0.23143582,9.226726379434306,2.2472345807060607,0.05356261,9.226726379434306,2.2472345807060607,301
461,4.366650185049221,5.32699849021275,0.08893229812383652,0.018566744402050972,4.942859168147338,4.897652e-05,4.366871265939974,6.579027412100823,0.00012321406,4.369432260991163,6.576435900706937,0.00012675722,4.369495779382585,6.576354947965369,0.00013760448,4.3697571421622206,6.576107115485786,0.24231176,9.491244656640585,1.9565300177121223,0.05871504,9.491244656640585,1.9565300177121223,304
607,4.226388176113032,5.151131506095089,0.09766589850187302,0.022935956716537476,4.7812341741022655,4.082748e-05,4.226581482679583,6.579055328484998,0.00010494498,4.228872855517894,6.576733548513395,0.000109648376,4.228964036672975,6.57662071850969,0.00011651017,4.22914709047603,6.57645611137448,0.2522187,9.785683225199463,1.6615622555028757,0.06361431,9.785683225199463,1.6615622555028757,307
646,4.023796629299341,4.902114343830868,0.11181038618087769,0.030111882835626602,4.550787258018257,3.217976e-05,4.023957240462601,6.5790883318366635,8.487725e-05,4.02591186763143,6.577103067706722,9.037799e-05,4.026023129035853,6.576963856867774,9.4257906e-05,4.026146720501014,6.576865665532695,0.26753345,10.177728402257099,1.2996737586690057,0.07157417,10.177728402257099,1.2996737586690057,311
366,3.864511197731794,4.708874128609571,0.12474440783262253,0.036911651492118835,4.371128956258459,2.6687101e-05,3.8646507107470476,6.579109400410649,7.089459e-05,3.866361950542155,6.577367528829721,7.708135e-05,3.8664931284938033,6.577203152025734,7.891181e-05,3.8665730318365688,6.577154518435397,0.27768552,10.514869209329248,1.0415251458860117,0.07710926,10.514869209329248,1.0415251458860117,314
61,3.69843178232995,4.509959522922794,0.13865742087364197,0.04514853283762932,4.185348426685658,2.2249482e-05,3.6985526250131633,6.579128145916609,5.951652e-05,3.700044395641337,6.577605179284676,6.609717e-05,3.7001873751977294,6.577423186466758,6.6915054e-05,3.700247581375521,6.577400567469117,0.28963917,10.852836057206222,0.816962639055682,0.08389087,10.852836057206222,0.816962639055682,317
2,3.4674185687263206,4.236303563380996,0.16228298842906952,0.058040767908096313,3.928749565519126,1.748657e-05,3.467519430686185,6.579148014272347,4.6801113e-05,3.4687649927848487,6.577870185162515,5.3443007e-05,3.468913827065748,6.577674199453858,5.357545e-05,3.4689642147933215,6.577670291405447,0.30272296,11.350953291524942,0.5630654060250764,0.091641195,11.350953291524942,0.5630654060250764,321
412,3.2916564844520866,4.029936042599114,0.18171779811382294,0.06965663284063339,3.7346242193403025,1.46014845e-05,3.291744169309051,6.579161310812284,3.9018203e-05,3.2928221032761966,6.578050013330362,4.6423353e-05,3.2929945576645303,6.577822047802065,4.56669e-05,3.2930256073853217,6.577845335017923,0.3141752,11.7445435070996,0.413310076168411,0.09870606,11.7445435070996,0.413310076168411,324
294,3.0526883721015277,3.7514844946893033,0.21102431416511536,0.08931005746126175,3.4719660456541934,1.150228e-05,3.05276174870271,6.5791756861659225,3.0213727e-05,3.0536422840721875,6.578259253008975,3.8041413e-05,3.053833742411831,6.578002265480611,3.6667563e-05,3.053853491154081,6.578047369548429,0.3268266,12.31714591289298,0.26297871366892056,0.106815636,12.31714591289298,0.26297871366892056,328
188,2.814044591513951,3.474466162110222,0.24489295482635498,0.1138085126876831,3.210297533871714,9.17364e-06,2.814106607700098,6.5791868445579205,2.3575798e-05,2.814830370229726,6.578424093377041,3.1225187e-05,2.8150224935870285,6.57815573279381,2.954488e-05,2.8150396382510543,6.578214682068172,0.33822536,12.93687767792885,0.1610892540510107,0.1143964,12.93687767792885,0.1610892540510107,332
307,2.6346183286976617,3.2671109276746546,0.272694855928421,0.1356160044670105,3.0141138880838576,7.6259817e-06,2.634672274264541,6.579195386495349,1.9929874e-05,2.635302896397009,6.578521725364699,2.7334248e-05,2.635489403435785,6.578250710909442,2.5372476e-05,2.6355026535568817,6.578322515320531,0.3486516,13.418075274550697,0.1094972795081723,0.12155793,13.418075274550697,0.1094972795081723,335
638,2.39619503545002,2.992924036058541,0.3156057298183441,0.1697884500026703,2.7542324358151324,5.7052675e-06,2.3962375616577876,6.579206594621521,1.579429e-05,2.3967631829723786,6.57863361866133,2.268367e-05,2.396937094477557,6.578364232749841,2.021337e-05,2.3969371494532856,6.578460825064626,0.35895646,14.134956258104841,0.06343455343585097,0.12884974,14.134956258104841,0.06343455343585097,339
317,2.2205641234980615,2.7902843053426474,0.35131657123565674,0.19862718880176544,2.5623962326048133,4.6633377e-06,2.2206002418400552,6.579213054411341,1.325351e-05,2.22105250563012,6.578708975635928,1.9784813e-05,2.2212171534524296,6.578441766972545,1.684804e-05,2.22120259190868,6.57856191579898,0.3678111,14.70882011390077,0.04128016964376141,0.13528502,14.70882011390077,0.04128016964376141,342
100,1.9911339070878113,2.524731855755741,0.40189045667648315,0.2427404820919037,2.311292676288569,3.3884362e-06,1.991161048831397,6.5792217699754545,1.0508358e-05,1.9915308690521325,6.578794675158259,1.6674203e-05,1.9916863622700565,6.578526803194937,1.3393492e-05,1.9916603674805409,6.578669331638755,0.3791597,15.537975484030989,0.022684143996850654,0.14376207,15.537975484030989,0.022684143996850654,346
464,1.7662667932802167,2.264597878164809,0.4570457339286804,0.29270511865615845,2.065265444210972,2.5779752e-06,1.7662891566452192,6.579227330785205,8.326168e-06,1.7665871304067142,6.578865560621862,1.4149891e-05,1.7667340774049414,6.5785958210241695,1.0581415e-05,1.7666968285015296,6.578761103187608,0.3880605,16.444503440365295,0.012149981212286132,0.15059096,16.444503440365295,0.012149981212286132,350
330,1.552690474581096,2.01571804505074,0.5138599872589111,0.34749871492385864,1.8305070168628828,2.0761706e-06,1.5527089448867661,6.579230771056388,6.550019e-06,1.5529445892919387,6.5789287694919745,1.2286395e-05,1.5530891618829217,6.578646384162669,8.258885e-06,1.5530336149675716,6.578844646591836,0.39757,17.437134688739498,0.0062927340756377586,0.15806192,17.437134688739498,0.0062927340756377586,354
460,1.3462017774030637,1.7726980808912534,0.5742477178573608,0.40822723507881165,1.6020995594959775,1.5819044e-06,1.3462163566839165,6.579234753476493,5.097111e-06,1.3463969252453134,6.578986053044635,1.0904103e-05,1.3465423665596041,6.5786839684920055,6.5770464e-06,1.3464759614534245,6.578909065239047,0.40860254,18.469167434957534,0.003160843981840267,0.16695604,18.469167434957534,0.003160843981840267,358
530,1.1496539575554297,1.538573778127209,0.637717068195343,0.4748263955116272,1.3830058498984974,1.2763005e-06,1.1496649673641361,6.5792371611942,4.0661025e-06,1.1498046477973458,6.579027392448411,9.7276525e-06,1.1499433402082613,6.578715754470851,5.3351732e-06,1.1498742587165536,6.578957536586454,0.41875198,19.60639184101382,0.0015249420429694275,0.17535323,19.60639184101382,0.0015249420429694275,362
66,0.9612128812760906,1.3106008608228696,0.704349935054779,0.5486978888511658,1.170845669004158,9.0833896e-07,0.961221568363818,6.579240601249097,3.255773e-06,0.9613290108032199,6.579061050167727,8.734456e-06,0.9614554277141184,6.578741056753577,4.4746375e-06,0.9613930678229606,6.578989859582055,0.4273532,20.846076680933503,0.0007043403852893724,0.18263076,20.846076680933503,0.0007043403852893724,366
272,0.7855905292368546,1.0935750333484446,0.7697675824165344,0.6246784925460815,0.9703812317038086,7.965068e-07,0.7855973430751434,6.579241354105645,2.7916385e-06,0.7856832423797595,6.579078459268791,7.882185e-06,0.7857907509573616,6.578763448095493,3.6912925e-06,0.7857322233324379,6.579022786954857,0.4362424,22.196761642283995,0.0003102180466443567,0.19030744,22.196761642283995,0.0003102180466443567,370
235,0.6283650457352795,0.8949968740746284,0.8288435935974121,0.6987268328666687,0.7883441427388889,7.38426e-07,0.6283712216988003,6.579241538467516,2.31729e-06,0.6284352691116338,6.579099426696182,6.997928e-06,0.6285230632691244,6.5787928420005315,3.0734634e-06,0.6284745328875859,6.5790498966050865,0.44528246,23.663532588432737,0.0001296316403526043,0.19827648,23.663532588432737,0.0001296316403526043,374
193,0.4938390999231279,0.7215045356269322,0.8787567615509033,0.765457808971405,0.6304383613454105,5.4167435e-07,0.4938431822423856,6.5792436935257905,1.8922842e-06,0.49388985493525006,6.579119886558635,6.3456446e-06,0.49396441484893966,6.5788108239155,2.613399e-06,0.4939236696617639,6.579069841030941,0.45337617,25.249601579493568,5.155458562763287e-05,0.20554996,25.249601579493568,5.155458562763287e-05,378
42,0.38255834546394124,0.575463035933769,0.9172453880310059,0.8219778537750244,0.49830115974583794,3.5184735e-07,0.38256045930243515,6.579246043320048,1.4898119e-06,0.3825933565885028,6.579141784160724,6.0910234e-06,0.38266176457067724,6.57880382462648,2.3265086e-06,0.3826251631631684,6.579080328347677,0.46093762,26.91029563593631,1.9768587189397794e-05,0.21246348,26.91029563593631,1.9768587189397794e-05,382
168,0.29308074139454143,0.45553956275862023,0.9460841417312622,0.8678369522094727,0.3905560342129887,2.5909844e-07,0.293082184070239,6.579247198053331,1.1319557e-06,0.29310358695254285,6.579163530617213,6.030382e-06,0.2931669232005518,6.57878410161236,2.0689192e-06,0.2931318633572086,6.579090953576541,0.46834898,28.58123660759017,7.493778091321911e-06,0.21935077,28.58123660759017,7.493778091321911e-06,386
187,0.22316523220056445,0.3596287376330556,0.9669705033302307,0.9024369716644287,0.30504333546005913,2.226468e-07,0.22316640867633505,6.5792475863467414,8.530292e-07,0.22317962222081794,6.579181756761072,6.0270486e-06,0.22323707587848998,6.578760482415081,1.8559249e-06,0.22320476395768174,6.579100099340028,0.4748273,30.221235290382364,2.8868671994730158e-06,0.22546096,30.221235290382364,2.8868671994730158e-06,390
89,0.16977856043660516,0.2844438917357084,0.9808787107467651,0.9290283918380737,0.2385777592160671,1.6451145e-07,0.16977947063668983,6.579248410411321,6.637374e-07,0.1697879735147747,6.579194695381988,5.961544e-06,0.16983684545196343,6.578743596651287,1.6783354e-06,0.16980789319793782,6.579108303545336,0.48077863,31.76981161726646,1.1608333260618575e-06,0.2311481,31.76981161726646,1.1608333260618575e-06,394
75,0.12145897603464371,0.21408621054509042,0.9910205006599426,0.9522473216056824,0.17703531674091177,1.3489216e-07,0.12145968504578293,6.5792488021114774,5.992183e-07,0.12146563683923227,6.579197685710289,5.7604734e-06,0.12150303064942256,6.578736651630157,1.462955e-06,0.12147960337108389,6.579120531001605,0.48751646,33.514814969929375,4.084642343354456e-07,0.2376723,33.514814969929375,4.084642343354456e-07,399
531,0.09405676165918521,0.17258689483605721,0.9954572319984436,0.9649755358695984,0.14117484156530843,1.3090096e-07,0.09405733650236954,6.579248796931237,5.6494264e-07,0.09406207317598339,6.5791990969811724,5.5503515e-06,0.09409143942052096,6.57873920596238,1.283139e-06,0.09407184071005235,6.579132844712659,0.49215668,34.73542523029399,1.946769354256821e-07,0.2422182,34.73542523029399,1.946769354256821e-07,403
415,0.07401708526807381,0.14100429739806047,0.9978733062744141,0.9738297462463379,0.11420941254606583,1.2998578e-07,0.07401755251609045,6.57924874894755,5.5431474e-07,0.07402137656845455,6.579198694257698,5.2707564e-06,0.07404441068215953,6.57875184625712,1.1533728e-06,0.07402833753137042,6.57914193749377,0.49633327,35.787563404738385,1.0167293534160331e-07,0.24634671,35.787563404738385,1.0167293534160331e-07,407
411,0.05636991304163375,0.11183717372287066,0.9992814660072327,0.9817965626716614,0.08965026945037591,1.19124024e-07,0.05637027854119886,6.579248894382227,5.38686e-07,0.05637325969664637,6.579198809741473,4.935435e-06,0.056390343904526984,6.5787711071151005,1.0656981e-06,0.056378157842296196,6.579147543187743,0.5009364,36.87002897927219,5.138898452465009e-08,0.25093725,36.87002897927219,5.138898452465009e-08,412
462,0.04640664784654342,0.09455839966945151,0.9997106790542603,0.9861689805984497,0.07529769894028827,9.9308636e-08,0.04640695313118115,6.5792492482499405,5.3421854e-07,0.04640944450333475,6.579198392982815,4.730271e-06,0.04642318038008631,6.578783526589751,1.0238598e-06,0.04641354230214386,6.579149981482084,0.50418687,37.56240811064977,3.2835832236236896e-08,0.2542044,37.56240811064977,3.2835832236236896e-08,416
295,0.03747473397721021,0.07833415164883815,0.9999325275421143,0.9897183775901794,0.06199038458018698,6.440473e-08,0.03747473422513862,6.579249919026772,5.01057e-07,0.03747689394609427,6.579200916163256,4.5656047e-06,0.037487959584628784,6.578792922645929,9.697051e-07,0.037480141110976785,6.579153873594735,0.50777996,38.234877184213914,2.0970441041379098e-08,0.25784048,38.234877184213914,2.0970441041379098e-08,421
128,0.03228947420240094,0.06847755399071494,0.9999904036521912,0.9920138716697693,0.054002322075389346,5.1775373e-08,0.03228947436375186,6.579250163591998,4.894978e-07,0.03229133865951439,6.579201651950278,4.469244e-06,0.03230082447440134,6.578798719266503,9.2833716e-07,0.03229404887041621,6.579157220973542,0.51033497,38.63796988245617,1.5854857834471776e-08,0.26044178,38.63796988245617,1.5854857834471776e-08,425
44,0.02747070693010024,0.05894295930678661,1.0,0.9939686059951782,0.04635405835611207,2.628542e-08,0.027470706971987464,6.579250675879432,4.526555e-07,0.02747211418186014,6.579205049088385,4.36519e-06,0.027480314658177917,6.57880604279365,8.900247e-07,0.027474446192115937,6.57916044518579,0.5131919,39.00295698297188,1.2142861879567083e-08,0.2633659,39.00295698297188,1.2142861879567083e-08,430
550,0.02392788585310854,0.051630450636439805,1.0,0.9954057335853577,0.040549424723107304,1.5629212e-08,0.02392788584116778,6.579250891903459,4.45762e-07,0.023929118694671635,6.579205563108378,4.3055147e-06,0.02393621159638694,6.578810303024446,8.6172327e-07,0.02393108609719436,6.579162966063217,0.51575446,39.242263579173745,1.0021485142093033e-08,0.26600266,39.242263579173745,1.0021485142093033e-08,435
488,0.021249708200992742,0.04587373353203968,1.0,0.9964377284049988,0.036024123399620904,3.7215727e-08,0.021249708187702474,6.579250448433429,4.4131139e-07,0.02125080791210898,6.579205938820019,4.2641436e-06,0.021257048906148764,6.5788137661155845,8.3475015e-07,0.02125240852728333,6.579165576849627,0.51809514,39.383138207708676,8.769260722920385e-09,0.26842257,39.383138207708676,8.769260722920385e-09,440
370,0.019545401492567276,0.04208641104179846,1.0,0.9970325231552124,0.03307000722210599,5.610434e-08,0.01954540151097559,6.579250060769301,4.3822865e-07,0.0195464158735081,6.579206250554202,4.222767e-06,0.019552101352212328,6.578817967209616,8.0345103e-07,0.019547889505058345,6.579168779467986,0.5198474,39.440665834511194,8.143330374060683e-09,0.27024132,39.440665834511194,8.143330374060683e-09,444
659,0.017805190048229905,0.03811012420207364,1.0,0.9976466298103333,0.02998815054053615,8.037193e-08,0.017805190114019775,6.579249564548664,4.3788577e-07,0.017806116855472447,6.579206333165274,4.163967e-06,0.017811235394213587,6.578824450965696,7.660947e-07,0.01780733310499461,6.579172695135769,0.52191085,39.46167642663642,7.65323494425098e-09,0.27239093,39.46167642663642,7.65323494425098e-09,449
420,0.01638052722145928,0.03476869455538714,1.0,0.9981867074966431,0.027413427621815995,1.07448045e-07,0.01638063958445773,6.579249013987331,4.30437e-07,0.016381381889070817,6.579207185585826,4.0990053e-06,0.0163859768902053,6.578831956280018,7.2748617e-07,0.0163824480680573,6.5791768025249,0.5238716,39.4406684487088,7.374818645526496e-09,0.27444145,39.4406684487088,7.374818645526496e-09,454
287,0.01518011338240091,0.03190192948257988,1.0,0.9985854029655457,0.025213203042508295,1.2826729e-07,0.015180217925087253,6.579248595060984,4.1291014e-07,0.015180854382695272,6.579209090388273,4.0420073e-06,0.015185057833337744,6.5788388834002,6.9070643e-07,0.015181732305204627,6.5791807519760095,0.5257587,39.39129412041919,7.227980625226936e-09,0.2764222,39.39129412041919,7.227980625226936e-09,459
601,0.014141976909921666,0.029396148391968774,1.0,0.9988490343093872,0.02329447979914993,1.3662361e-07,0.01414207474686198,6.579248432992194,4.0014675e-07,0.014142660715743013,6.579210515691439,3.9996157e-06,0.014146581316863987,6.578844440103518,6.539681e-07,0.014143386658734698,6.579184701202225,0.527585,39.32512808149351,7.159647668216219e-09,0.27834597,39.32512808149351,7.159647668216219e-09,464
431,0.01322336843723855,0.027169564687256648,1.0,0.9990901350975037,0.02159108618724941,1.4568934e-07,0.013223460280742057,6.579248258107095,3.851119e-07,0.013223962761101448,6.579212170583511,3.9701954e-06,0.013227632583257699,6.578848729065696,6.20774e-07,0.013224636006304013,6.5791882799308645,0.52936786,39.249831030865685,7.135625681210704e-09,0.28023034,39.249831030865685,7.135625681210704e-09,469
13,0.012394930563038538,0.02516235214776324,1.0,0.9992958903312683,0.020055383513873364,1.498106e-07,0.012395016995194894,6.579248184494405,3.718401e-07,0.012395488427865425,6.579213639484342,3.9485844e-06,0.012398883816443091,6.5788522307530775,5.870752e-07,0.012396077686128592,6.57919189111076,0.5311217,39.17117705716048,7.1314348637944435e-09,0.28209022,39.17117705716048,7.1314348637944435e-09,474
479,0.011638015380130767,0.023331868849518985,1.0,0.9994502067565918,0.018654327461763702,1.435161e-07,0.011638096844707846,6.579248321080778,3.633072e-07,0.011638539823530317,6.5792146204274875,3.928718e-06,0.01164168955444994,6.57885552219847,5.541151e-07,0.011639045555062276,6.5791954026581365,0.53285205,39.093089573926115,7.129476397086278e-09,0.28393131,39.093089573926115,7.129476397086278e-09,479
249,0.010804628193920031,0.02133441610120048,1.0,0.9995691776275635,0.0171225009382883,1.2901216e-07,0.01080470411481584,6.579248622925782,3.4376035e-07,0.01080507768714548,6.579216718166755,3.8961725e-06,0.010807998911557386,6.578860262294127,5.0533527e-07,0.010805472388717659,6.579200505319962,0.53490746,39.00425609586283,7.111629752680793e-09,0.286126,39.00425609586283,7.111629752680793e-09,485
203,0.010161728921097625,0.019812324553523518,1.0,0.9996528029441833,0.015952086300553163,1.1821135e-07,0.010161800566348678,6.579248846580888,3.2805156e-07,0.010162147149788367,6.57921839015409,3.8716503e-06,0.010164901145253239,6.578863852632281,4.6718742e-07,0.01016244663356968,6.579204469501322,0.5366025,38.936947896041666,7.0733179726610756e-09,0.28794223,38.936947896041666,7.0733179726610756e-09,490
9,0.009558386822487077,0.018403411057446497,1.0,0.9997652769088745,0.014865401363462729,1.0895633e-07,0.009558454397452646,6.579249037690075,3.1783702e-07,0.009558746828693149,6.579219498397389,3.843436e-06,0.009561334132229449,6.578867718667185,4.3164073e-07,0.009559027716866028,6.5792081431329645,0.53828645,38.875974851435345,7.010297398851913e-09,0.2897523,38.875974851435345,7.010297398851913e-09,495
433,0.008881473332926233,0.01684671993265748,1.0,0.9998199343681335,0.013660621292764982,9.9150384e-08,0.008881536330619916,6.579249239299166,3.117966e-07,0.00888180819102541,6.579220194236381,3.8091218e-06,0.00888415067645157,6.578872280215861,3.9214387e-07,0.008882002544545867,6.579212201233473,0.54029274,38.81115487817814,6.902346855728569e-09,0.29191625,38.81115487817814,6.902346855728569e-09,501
538,0.008353284777379916,0.015653363125174444,1.0,0.9998681545257568,0.012733331786056633,9.973178e-08,0.008353344183156645,6.579249232218309,3.0867477e-07,0.008353599978124267,6.579220574230078,3.7838915e-06,0.008355770554490181,6.578875641191636,3.606981e-07,0.008353753419160032,6.579215410617195,0.5419505,38.76522618783253,6.78458354909552e-09,0.29371038,38.76522618783253,6.78458354909552e-09,506
232,0.0077596631118368575,0.014336274007653037,1.0,0.9998939037322998,0.011705629649326567,9.202472e-08,0.007759663109205031,6.57924938965393,2.9893e-07,0.007759956169003259,6.579221613599379,3.7630512e-06,0.007761973334343771,6.57887861785791,3.1964782e-07,0.007760039320094407,6.579219562232983,0.5439244,38.72025653787175,6.611379785961702e-09,0.29585373,38.72025653787175,6.611379785961702e-09,512
305,0.007296325742538668,0.013325702376018685,1.0,0.9999164342880249,0.010913951722626679,7.613335e-08,0.007296325740142249,6.579249707073079,2.7689703e-07,0.007296548391400527,6.579223844718327,3.7461432e-06,0.007298499022359785,6.578880962136322,2.8557156e-07,0.0072966272403564274,6.5792229873659345,0.54555625,38.69073800000202,6.444318177444415e-09,0.29763162,38.69073800000202,6.444318177444415e-09,517
587,0.006775483780068425,0.012207791092472687,1.0,0.999945342540741,0.010034868167510981,6.6952e-08,0.00677548376665702,6.57924989113647,2.6401267e-07,0.006775687684019859,6.579225168915691,3.7291948e-06,0.006777475571726942,6.578883354261389,2.5305053e-07,0.006775761099081589,6.579226250258371,0.547506,38.66330361450187,6.222853413185075e-09,0.2997628,38.66330361450187,6.222853413185075e-09,523
158,0.00636963101123719,0.011348935649216563,1.0,0.9999678730964661,0.009357213794024814,6.161463e-08,0.006369631005101895,6.579249998200233,2.6714542e-07,0.006369822810807905,6.579224898146718,3.7156137e-06,0.006371504034753334,6.5788852259888495,2.386471e-07,0.0063698696118962925,6.57922770523566,0.5491225,38.64619367232795,6.024860373916301e-09,0.30153555,38.64619367232795,6.024860373916301e-09,528
79,0.005914121473719708,0.010400027164873411,1.0,0.9999774694442749,0.00860566488841193,5.401739e-08,0.005914121486709707,6.579250149496892,2.730776e-07,0.00591430221665836,6.579224355049782,3.6941185e-06,0.005915839946700073,6.5788879009117505,2.2882409e-07,0.0059143432509208,6.579228707345115,0.5510465,38.63312435643225,5.773988985993283e-09,0.30365223,38.63312435643225,5.773988985993283e-09,534
