,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_x_trivial_rep,percent_hidden_y_trivial_rep,percent_hidden_xy_trivial_rep,total_percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_x_sign_rep,percent_hidden_y_sign_rep,percent_hidden_xy_sign_rep,total_percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_x_standard_rep,percent_hidden_y_standard_rep,percent_hidden_xy_standard_rep,total_percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_x_standard_sign_rep,percent_hidden_y_standard_sign_rep,percent_hidden_xy_standard_sign_rep,total_percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s5_5d_a_rep_trace_similarity,logit_excluded_loss_s5_5d_a_rep,logit_restricted_loss_s5_5d_a_rep,percent_x_embed_s5_5d_a_rep,percent_y_embed_s5_5d_a_rep,percent_unembed_s5_5d_a_rep,percent_hidden_x_s5_5d_a_rep,percent_hidden_y_s5_5d_a_rep,percent_hidden_xy_s5_5d_a_rep,total_percent_hidden_s5_5d_a_rep,hidden_excluded_loss_s5_5d_a_rep,hidden_restricted_loss_s5_5d_a_rep,logit_s5_5d_b_rep_trace_similarity,logit_excluded_loss_s5_5d_b_rep,logit_restricted_loss_s5_5d_b_rep,percent_x_embed_s5_5d_b_rep,percent_y_embed_s5_5d_b_rep,percent_unembed_s5_5d_b_rep,percent_hidden_x_s5_5d_b_rep,percent_hidden_y_s5_5d_b_rep,percent_hidden_xy_s5_5d_b_rep,total_percent_hidden_s5_5d_b_rep,hidden_excluded_loss_s5_5d_b_rep,hidden_restricted_loss_s5_5d_b_rep,logit_s5_6d_rep_trace_similarity,logit_excluded_loss_s5_6d_rep,logit_restricted_loss_s5_6d_rep,percent_x_embed_s5_6d_rep,percent_y_embed_s5_6d_rep,percent_unembed_s5_6d_rep,percent_hidden_x_s5_6d_rep,percent_hidden_y_s5_6d_rep,percent_hidden_xy_s5_6d_rep,total_percent_hidden_s5_6d_rep,hidden_excluded_loss_s5_6d_rep,hidden_restricted_loss_s5_6d_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,percent_hidden_explained,percent_x_embed_explained,percent_y_embed_explained,percent_unembed_explained,epoch
49,3.355849647726492,6.586411218729998,0.212673619389534,0.0,5.2941865863263216,0.06386329,0.049754985,0.0026672708,4.1161477e-15,4.1161477e-15,4.1161477e-15,1.2348443e-14,3.3722349955919793,4.806295740921043,0.003590436,3.3603366685906395,4.782835309294755,0.009179553,0.0102734305,0.00996177,0.004169945,0.0045140553,3.0455196e-05,0.008714455,3.360258598393845,4.782849337382429,0.007435971,3.393123910008638,4.748873563211352,0.12862933,0.13309108,0.13760586,0.061646115,0.06487925,0.00019162445,0.126717,3.392652849931999,4.748981030408379,0.006851472,3.390219534761545,4.751905593832567,0.12677103,0.12711903,0.13327128,0.061051767,0.061201677,0.00017739297,0.12243084,3.3899993616247683,4.752006664403125,0.008217188,3.407350886359104,4.7341400435843735,0.19480905,0.19317815,0.20987608,0.09339371,0.09576885,0.00024174899,0.18940431,3.4068131909326427,4.734274038598434,0.008017784,3.4061651409170435,4.735433348309285,0.18856506,0.19558458,0.20093027,0.08914984,0.09450015,0.0002511542,0.18390115,3.4057329936552567,4.735574307982881,0.010519324,3.435008779647412,4.705539192073096,0.28818268,0.29099882,0.3056875,0.13576849,0.14069483,0.00040436987,0.2768677,3.4345649498027853,4.705767921201497,0.00035759076,3.397617048142681,4.744217128378103,3.397067882069404,4.744338624461337,1.3882675205288084,2695.9604,0.13543145,0.13780887,0.1433645,0.14756763,129
60,3.3246683425970573,6.637395934354442,0.21944445371627808,0.0,5.312304893862139,0.062721476,0.048877858,0.0026402348,3.695862e-15,3.695862e-15,3.695862e-15,1.1087585e-14,3.3416364676530046,4.8069300456903035,0.0036837147,3.3293567305893554,4.78261828260967,0.009236148,0.010335358,0.009991267,0.004181519,0.004527083,3.1320353e-05,0.008739922,3.329272880509315,4.782633334741154,0.0075540156,3.363237131320427,4.747469130714214,0.12881236,0.13331899,0.1376535,0.061598375,0.06482732,0.00019460979,0.12662031,3.362745491113957,4.747583714478495,0.006968721,3.3602757159652117,4.7505663943885335,0.12690133,0.12729952,0.1333365,0.060981132,0.06114125,0.00018033358,0.12230271,3.36004204226376,4.75067412148092,0.008338998,3.377904711366571,4.732256650914215,0.19501448,0.19328304,0.20977236,0.093274705,0.09558999,0.0002451465,0.18910985,3.3773502043089443,4.732399056888907,0.0081432285,3.3767216125511257,4.7335519606592875,0.1890117,0.19563776,0.20090264,0.08917923,0.09428683,0.00025537674,0.18372144,3.3762672660495268,4.733702404730634,0.010687579,3.40659273322175,4.702548592386004,0.28830254,0.29124743,0.30570352,0.1355379,0.14049534,0.00041036305,0.27644357,3.4061192064557546,4.7027921181272,0.00036927138,3.367932421835537,4.74259567004523,3.3673569164684727,4.742725304195549,1.399489852065186,2747.958,0.13536023,0.1380485,0.14365435,0.14764477,131
24,3.3090576392355437,6.662954614755033,0.22413195669651031,0.0,5.321395820450238,0.06214371,0.04843948,0.002626918,3.5236264e-15,3.5236264e-15,3.5236264e-15,1.0570879e-14,3.3263215736968084,4.807248590184756,0.0037318962,3.313849917347875,4.782505925668051,0.009265823,0.010367437,0.010006734,0.0041877683,0.0045337593,3.178607e-05,0.008753314,3.313763138081872,4.782521524180913,0.007613345,3.348281722831622,4.74675622659775,0.1289037,0.13342868,0.13767684,0.06157495,0.06479716,0.00019608035,0.1265682,3.3477794161907615,4.746874472601895,0.0070279585,3.345293376853686,4.749884509179799,0.12697124,0.127395,0.13336742,0.060949683,0.06111092,0.00018184262,0.12224245,3.345053025583774,4.749995708732969,0.008400222,3.363171798049531,4.731301161417747,0.19510835,0.1933397,0.20971869,0.093213044,0.09549787,0.00024686134,0.18895778,3.3626086127855275,4.731447921262239,0.0082068825,3.3619942777953535,4.732593012356978,0.18923333,0.19566232,0.20089263,0.08919488,0.09417566,0.000257502,0.18362804,3.361528008837781,4.7327483831685315,0.010771468,3.3923766730730973,4.7010358393481715,0.2883738,0.29136738,0.30571082,0.13543312,0.14039105,0.00041337332,0.27623758,3.3918879188977678,4.701287029864767,0.00037522346,3.3530813309694016,4.741770410409233,3.3524922533179673,4.741904254338033,1.4051221318227938,2774.0278,0.13532151,0.13816953,0.14379612,0.14768358,132
620,3.27779134693276,6.714209231024642,0.23072917759418488,0.0,5.339642079825119,0.060995042,0.04756437,0.0026007204,2.6332914e-15,2.6332914e-15,2.6332914e-15,7.899874e-15,3.295657336756911,4.807885439568939,0.0038314858,3.282798672269564,4.7822730694493965,0.009329725,0.01043198,0.010039111,0.0042015486,0.004547098,3.278041e-05,0.0087814275,3.2827056665383023,4.782289828376027,0.0077334475,3.318346579472613,4.745303834803643,0.12908122,0.13364245,0.13772231,0.061523926,0.06473223,0.00019900652,0.12645516,3.3178223198436534,4.745429667618238,0.0071480433,3.315305407287909,4.7484932781485725,0.12710832,0.12759712,0.1334256,0.060887188,0.06105513,0.0001849383,0.12212726,3.3150511403922063,4.748611748545409,0.008524711,3.3336909534031416,4.729352094922384,0.19527373,0.19344461,0.20960808,0.093080364,0.09530862,0.00025032397,0.1886393,3.3331105472243427,4.72950789123335,0.008335341,3.3325197840831997,4.730642141227404,0.1896726,0.19570953,0.2008796,0.08922461,0.09395297,0.00026176503,0.18343934,3.332028946134104,4.730807722461498,0.010939527,3.3639301943032898,4.697968337025472,0.28853932,0.29160994,0.30572462,0.13523856,0.14018679,0.0004194242,0.27584478,3.3634098396306578,4.698235423356126,0.0003874029,3.3233621724088405,4.7400851633250145,3.322744853307256,4.740227750917608,1.4164317800394535,2826.3157,0.13523659,0.13841094,0.14407443,0.14776142,134
37,3.2464590364624657,6.765683196889941,0.23680555820465088,0.0,5.357993533039947,0.059870876,0.04669126,0.0025751581,3.6530007e-15,3.6530007e-15,3.6530007e-15,1.0959002e-14,3.2649439330719727,4.808535512310727,0.003935937,3.2516918262621832,4.782028237260802,0.009397964,0.010498604,0.010073389,0.0042166454,0.004561609,3.385414e-05,0.008812109,3.2515923500303,4.782046267681788,0.007854983,3.2883706974951514,4.74381767334793,0.12925239,0.13385645,0.13776603,0.06146781,0.06466939,0.00020194067,0.12633914,3.287824477444464,4.743951428580176,0.007269529,3.2852770713393444,4.747068499173998,0.12724051,0.12779859,0.13347887,0.06082191,0.061001383,0.00018809832,0.12201139,3.2850081141702403,4.747194662582475,0.0086505,3.3041755839805864,4.727360471808733,0.19543245,0.19354847,0.20949379,0.09294257,0.09512406,0.00025381337,0.18832044,3.303577539995187,4.727525714787905,0.0084649315,3.303010612815005,4.728648863851267,0.19009592,0.1957593,0.20087495,0.08924979,0.09373696,0.00026597554,0.18325272,3.302494200674802,4.728825089632835,0.011108343,3.335461912371491,4.6948403215381616,0.28870982,0.2918473,0.3057378,0.13504314,0.1399888,0.00042554844,0.27545747,3.334909186116262,4.695124081929735,0.00039991993,3.2936126542802207,4.738354167829993,3.2929670488055183,4.738505952662848,1.4278093695520002,2878.7932,0.13515125,0.13865036,0.14435504,0.14783943,136
336,3.2307786005644985,6.791515398677007,0.23993055522441864,0.0,5.367220681402087,0.059317145,0.046256278,0.0025626293,2.907684e-15,2.907684e-15,2.907684e-15,8.723052e-15,3.2495789249277083,4.808870963656618,0.0039892495,3.2361270094409837,4.781902220968061,0.009432487,0.010531258,0.01009123,0.0042241695,0.0045685265,3.440615e-05,0.008827102,3.2360243073776056,4.781920919213935,0.007915662,3.273374799680985,4.743065144442117,0.12933554,0.1339652,0.13778716,0.06143901,0.06464128,0.00020338692,0.12628368,3.272817632919498,4.743202975629549,0.007330319,3.2702559260367248,4.746345928185295,0.12730634,0.12790139,0.1335037,0.06078962,0.06097697,0.00018968823,0.12195628,3.2699793175729575,4.746476080893736,0.008713858,3.289415541834089,4.726348490596856,0.19550928,0.1936064,0.20943543,0.092870966,0.0950374,0.00025556821,0.18816394,3.288808571899876,4.726518618892516,0.008529803,3.288251482896467,4.727638405359475,0.19030428,0.19577608,0.20087554,0.08926212,0.09362796,0.0002680656,0.18315816,3.287721518739612,4.72782011516945,0.0111928005,3.321228560637644,4.693255121013745,0.2887949,0.29196334,0.3057443,0.13494165,0.13989,0.00042862276,0.27526027,3.3206590722240454,4.693547533209938,0.00040627303,3.2787330651869944,4.737475621787496,3.278073146748792,4.737632152319999,1.4335252675434564,2905.105,0.13511078,0.13876802,0.14449646,0.1478784,137
599,3.1993843594363374,6.843414115097898,0.24496528506278992,0.0,5.385802209686143,0.058239598,0.045400653,0.002538083,3.586933e-15,3.586933e-15,3.586933e-15,1.0760799e-14,3.218824532764137,4.8095656414107,0.004098119,3.2049703589124903,4.781642663922131,0.009503287,0.010596476,0.010128366,0.004239751,0.004581553,3.5536887e-05,0.00885684,3.20486078447287,4.781662763233706,0.00803604,3.243358341441011,4.741545147095534,0.12949875,0.13418645,0.13782774,0.061383832,0.06459044,0.0002062287,0.1261805,3.242778960419922,4.741691350449637,0.007451877,3.2401941384683823,4.744880442710447,0.12742996,0.1281088,0.13354984,0.06072157,0.06093431,0.0001928625,0.12184875,3.2399026197568976,4.745018843894834,0.008840829,3.259882038242352,4.724295788960379,0.19566602,0.19374098,0.20931634,0.09272503,0.094880186,0.00025912712,0.18786435,3.259258170222883,4.7244760830901145,0.008659229,3.2587161483295657,4.725592280991072,0.19071335,0.19577682,0.2008821,0.08928769,0.09340649,0.0002721626,0.18296635,3.2581587699939676,4.725785257464263,0.01136141,3.2927555331387257,4.690044454253101,0.28894907,0.29218978,0.30575758,0.1347284,0.1396944,0.00043478454,0.27485758,3.2921524625766936,4.690354761236297,0.00041912711,3.2489554435708707,4.735696068239957,3.2482663967120056,4.735862371788363,1.4450196348323525,2957.874,0.13503733,0.13900204,0.14478292,0.1479561,139
576,3.167942439413936,6.895603259135686,0.25208333134651184,0.0,5.404538931446189,0.057200618,0.04456186,0.0025142264,3.296068e-15,3.296068e-15,3.296068e-15,9.888204e-15,3.188036327725611,4.810287220340967,0.0042086756,3.1737725191297805,4.781374795456082,0.009577937,0.010663389,0.01016762,0.00425765,0.00459521,3.6687212e-05,0.008889548,3.1736557112127364,4.781396375927369,0.008156191,3.2133108079730293,4.739999524145409,0.1296379,0.1344024,0.13786635,0.061322786,0.06454358,0.00020900765,0.12607537,3.2127093491194376,4.7401543845643825,0.0075730053,3.210100940689301,4.7433903687820465,0.12754586,0.12831107,0.1335914,0.06064996,0.060896665,0.00019603259,0.12174266,3.2097945150657816,4.743537415281206,0.008969752,3.2303382048238602,4.722193226152968,0.1958428,0.1938911,0.20919383,0.09258427,0.094736956,0.00026273128,0.18758395,3.229697042560855,4.722384182347434,0.00878788,3.229151838759698,4.723515512902056,0.19110772,0.19575575,0.20089516,0.08931002,0.0931868,0.00027614803,0.18277296,3.228567700292295,4.723720181292061,0.01152882,3.2642637432989723,4.686787564175473,0.28908718,0.29241437,0.3057714,0.13450705,0.13950272,0.00044089943,0.27445066,3.2636261657778416,4.6871165589766655,0.0004321838,3.2191533891081616,4.733882578670897,3.2184350129608825,4.73405901756094,1.4565942742911573,3010.8335,0.13496491,0.13921583,0.14506578,0.14803396,141
459,3.1364690953955083,6.947996405639537,0.26180556416511536,0.0,5.4233854839692945,0.056167047,0.043722194,0.002491063,2.965477e-15,2.965477e-15,2.965477e-15,8.896431e-15,3.157233247389478,4.811033327674594,0.00432318,3.1425529248837343,4.781095289282676,0.009654052,0.010730334,0.01020926,0.0042771427,0.00460906,3.7896352e-05,0.0089241,3.1424285225277395,4.7811184507041435,0.008276649,3.18324995609447,4.738426270384661,0.12975839,0.1346151,0.13790384,0.061255977,0.06449263,0.00021175768,0.12596036,3.1826263755616275,4.7385900969494426,0.0076943533,3.1799945870119277,4.741873001649253,0.12767947,0.1285187,0.1336289,0.06058782,0.0608608,0.00019921591,0.121647835,3.1796734218064078,4.7420290717203955,0.009099317,3.2007895546150875,4.720051239846948,0.19603136,0.1940351,0.20906785,0.09244903,0.09458995,0.00026635244,0.18730535,3.2001310033535475,4.720253315025198,0.00891613,3.199575461825651,4.7214071317678465,0.19148958,0.19573584,0.20091338,0.089327775,0.092970535,0.0002800287,0.18257833,3.1989645187241655,4.721623919307646,0.011695156,3.235766684988105,4.683486217143796,0.2892201,0.29264277,0.30578572,0.13428977,0.13930643,0.00044695835,0.27404314,3.235093439410951,4.683834670230351,0.00044546748,3.189347701607424,4.732029816047375,3.1885996344258185,4.732216805695853,1.468232900334722,3063.9932,0.13488446,0.13941243,0.14534542,0.1481131,143
446,3.1207165486599955,6.974255605435322,0.2664930522441864,0.0,5.4328399883219065,0.05565127,0.04329903,0.0024797383,3.761315e-15,3.761315e-15,3.761315e-15,1.1283945e-14,3.1418218165181386,4.811412520015048,0.004381709,3.126930509300977,4.780951412579435,0.0096926605,0.010763792,0.010231035,0.004287503,0.0046159397,3.8526046e-05,0.008941969,3.1268022571562155,4.780975410122424,0.008336924,3.16820978556778,4.73762992655875,0.12981564,0.13472211,0.13792245,0.06122233,0.06446625,0.00021311974,0.1259017,3.1675749857466595,4.737798369547916,0.0077548553,3.164930570681193,4.741105825345688,0.12775376,0.12862484,0.13364634,0.060560808,0.0608431,0.0002008008,0.1216047,3.164602043774673,4.741266551886765,0.009164188,3.186007890129425,4.71896687596465,0.19611646,0.19410801,0.20900369,0.092377305,0.09451629,0.00026815193,0.18716174,3.185340285125997,4.719174667281077,0.008980454,3.18478056837994,4.7203388765048135,0.1916779,0.1957311,0.20092392,0.089335375,0.09286532,0.000281957,0.18248266,3.184156545212448,4.720561923379965,0.011777948,3.2215113400587327,4.681819354410113,0.28929228,0.29275107,0.3057928,0.1341857,0.13920353,0.00044996128,0.27383918,3.2208193543593135,4.682177806423127,0.00045219238,3.174438480198959,4.73108959501478,3.173675342617431,4.731282035080935,1.4740731061313739,3090.6477,0.13484366,0.13950829,0.14548591,0.14815348,144
641,3.0891693685365276,7.027033692763579,0.27552083134651184,0.0,5.451887967500766,0.05464884,0.04246527,0.002457601,2.8539242e-15,2.8539242e-15,2.8539242e-15,8.561773e-15,3.1109714329834133,4.81218266110371,0.004500135,3.095649188173881,4.780656719376689,0.009765886,0.010826835,0.010276543,0.004307152,0.004628411,3.979614e-05,0.00897536,3.0955128280829642,4.780682453538938,0.0084574055,3.138100318594001,4.736016295024484,0.12992747,0.13492587,0.13795957,0.061160017,0.0644106,0.00021585195,0.12578647,3.1374427786374617,4.736194292050837,0.007875929,3.134774653210242,4.739549763323016,0.12790576,0.12882927,0.13367905,0.060508434,0.060804762,0.00020397679,0.121517174,3.1344316791002322,4.739720150771037,0.009292951,3.1564138354170814,4.716776754468612,0.19625673,0.19425805,0.20887342,0.092224754,0.094374925,0.0002717161,0.1868714,3.1557273507446832,4.716996316117323,0.009109635,3.1551707904282935,4.71816974776643,0.19204038,0.19573735,0.20094714,0.089349784,0.0926627,0.00028583594,0.18229832,3.1545208774823577,4.718405767910444,0.01194392,3.192990442233122,4.678437897886571,0.28945488,0.29295737,0.3058067,0.13398845,0.13899618,0.0004559849,0.2734406,3.1922599703388617,4.678816987502923,0.00046581076,3.1445964830794337,4.729181272131292,3.143802599142744,4.7293850019416945,1.485823989774265,3144.1143,0.13476183,0.13969335,0.14575271,0.14823611,146
123,3.0575914882696327,7.080149018434525,0.2840277850627899,0.0,5.471126007883427,0.05367208,0.04165153,0.0024361352,3.2319885e-15,3.2319885e-15,3.2319885e-15,9.695966e-15,3.0801054438352464,4.812969037988697,0.0046237614,3.064349150527485,4.780347415461143,0.009837027,0.010886467,0.010324535,0.0043262593,0.004639891,4.1134575e-05,0.009007284,3.064204724475627,4.78037501040222,0.0085767275,3.107971036642797,4.734381113091204,0.13003314,0.13509908,0.13799618,0.061097484,0.06434387,0.00021856563,0.12565993,3.107290246659417,4.734569052572568,0.007998431,3.1046146929594722,4.737956233324569,0.12807092,0.12904122,0.13370961,0.06045929,0.060770765,0.00020720388,0.12143725,3.1042576310761967,4.738136771115532,0.009420563,3.1268047794860334,4.714556995220751,0.19637182,0.19440421,0.20874165,0.092067994,0.09423545,0.0002752444,0.18657868,3.1260983239385953,4.714788824508148,0.00923899,3.1255558941520527,4.715960708790238,0.19236061,0.19573826,0.20097221,0.089354195,0.092459194,0.00028966082,0.18210305,3.1248792979734503,4.716210191673627,0.012110341,3.1644807316566506,4.674992746274648,0.28965443,0.2931792,0.3058197,0.13380603,0.13880304,0.0004619946,0.27307105,3.163709506965371,4.675393318738288,0.00047968063,3.1147471112992147,4.727236784935845,3.1139217311313656,4.727452318507446,1.4976669337766846,3197.8027,0.13466722,0.13987017,0.14598554,0.14832072,148
207,3.025991000347253,7.133583750112266,0.29461807012557983,0.0,5.490546651329765,0.05271193,0.04085692,0.0024153264,4.552473e-15,4.552473e-15,4.552473e-15,1.3657419e-14,3.0492302046070514,4.813775188924977,0.004750838,3.033036318299048,4.780025862033541,0.009898122,0.010953754,0.010374808,0.004341151,0.0046548066,4.2516516e-05,0.009038474,3.0328835171946387,4.780055439485433,0.008694763,3.077828276571677,4.732725835467065,0.13012898,0.1352402,0.13803123,0.061033223,0.064262524,0.00022124256,0.12551698,3.0771235714316063,4.7329241026929045,0.008121417,3.0744524781127724,4.736330987513985,0.12823729,0.1292451,0.13373908,0.060411442,0.06073333,0.00021043864,0.12135521,3.0740804910026145,4.736522147891445,0.0095486045,3.0971992731119284,4.712296018879733,0.19647771,0.19454296,0.20860967,0.09191547,0.09409424,0.00027878996,0.18628849,3.0964719270722085,4.712540652948776,0.009367549,3.0959358971829554,4.7137197114838365,0.19265726,0.19573568,0.20099838,0.08935453,0.09225361,0.0002933892,0.18190153,3.0952308710953202,4.713983129551622,0.012277791,3.1359940408764717,4.671478801848793,0.2898887,0.29342538,0.3058315,0.13364539,0.13862164,0.0004681056,0.27273515,3.1351814001483893,4.671901893053562,0.00049379776,3.084894158379632,4.725259953381488,3.0840364483958003,4.725487798643634,1.5095973271076548,3251.7192,0.13455546,0.1400271,0.14619395,0.14840604,150
14,2.994363332450108,7.187439058772378,0.3031249940395355,0.0,5.510208772330839,0.051785618,0.040094517,0.0023951537,2.9562193e-15,2.9562193e-15,2.9562193e-15,8.868658e-15,3.018350071044079,4.814612425688887,0.004878965,3.0017027516634727,4.7796953635063995,0.009946792,0.011025587,0.010427313,0.004351233,0.0046716304,4.390658e-05,0.00906677,3.0015414969513277,4.779727019086495,0.008812255,3.047672617595764,4.731044406896605,0.13022056,0.13537166,0.13806361,0.060974292,0.06417849,0.00022393282,0.12537672,3.0469428158776486,4.731253477538032,0.008244422,3.0442820225283627,4.73467522753255,0.12841354,0.12942788,0.1337682,0.060372993,0.060687277,0.00021364144,0.121273905,3.04389377571497,4.7348774537788305,0.009676073,3.067586453778496,4.709999347907321,0.19658476,0.19468796,0.20847853,0.091771126,0.09395519,0.0002823086,0.18600862,3.0668383550061065,4.71025730518356,0.00949442,3.0663002871681186,4.711451904599813,0.19292149,0.19575006,0.20102501,0.089350335,0.09205503,0.00029704536,0.1817024,3.0655663607196404,4.711729759665343,0.012445704,3.107523340695147,4.667897400109452,0.29012722,0.29364237,0.30584228,0.13350695,0.13842593,0.00047418434,0.27240708,3.106668370407576,4.6683439923038765,0.0005080966,3.0550349700256896,4.723248027627388,3.0541436276977394,4.723488753946605,1.5216378048464865,3305.8652,0.13444349,0.14016736,0.14639725,0.14849092,152
406,2.9626993725317687,7.2417296443536605,0.31128472089767456,0.0,5.5301175382368175,0.05088329,0.039367013,0.0023755962,4.3849515e-15,4.3849515e-15,4.3849515e-15,1.31548545e-14,2.9874528643966327,4.815490911640081,0.005008215,2.970339474821218,4.7793556403314605,0.00998619,0.01109791,0.010482112,0.0043578637,0.004688847,4.5297176e-05,0.009092008,2.9701695368567647,4.779389453927356,0.008927047,3.017481411254927,4.729350576377143,0.13031836,0.13551915,0.13809304,0.060924158,0.06410382,0.00022659966,0.12525459,3.0167268163660275,4.729570904938282,0.008366464,3.014087932202483,4.732994891958355,0.12859942,0.12957329,0.13379678,0.060346786,0.060625646,0.00021677355,0.12118921,3.013682031311963,4.733208631621464,0.009802243,3.0379509660243817,4.707672480846308,0.19666326,0.19485307,0.20834868,0.09162229,0.09381944,0.00028575977,0.18572749,3.037181738076112,4.707944272256005,0.009619966,3.0366419383066963,4.709154384558454,0.19315216,0.19575883,0.20105177,0.0893406,0.09185638,0.0003006113,0.1814976,3.035878670283095,4.7094471950865655,0.012614572,3.079063827720917,4.664242555463253,0.2903973,0.29383075,0.30585206,0.13339756,0.1382185,0.000480289,0.27209637,3.0781662314529825,4.664713721102942,0.00052252726,3.0251470058265504,4.7212144739421325,3.0242221465407324,4.721468614974124,1.533787521405212,3360.2307,0.13434659,0.14030455,0.14661705,0.14857516,154
74,2.931004314371083,7.296329305060777,0.3227430582046509,0.0,5.550199309888329,0.049992993,0.038655747,0.0023566226,3.3761228e-15,3.3761228e-15,3.3761228e-15,1.01283685e-14,2.956545177820034,4.816414512973785,0.005140729,2.938954813271949,4.7790032648768745,0.010020473,0.011176253,0.010539281,0.004363477,0.0047087,4.6714773e-05,0.009118892,2.938775854660707,4.779039341134069,0.009040995,2.987268762565902,4.727634372301691,0.13042587,0.13566941,0.13812023,0.06088276,0.06403359,0.00022929162,0.12514564,2.986490011496095,4.727866440502867,0.008488614,2.9838802638837594,4.73128452060132,0.12878376,0.12967819,0.13382395,0.06032702,0.060548462,0.00021986211,0.12109534,2.983455780297058,4.731510233127913,0.009926451,3.008290160853681,4.70532335726827,0.19673029,0.19503558,0.2082203,0.09147295,0.093689255,0.00028917333,0.18545139,3.0074987692827078,4.7056095306637005,0.009743765,3.006959618844809,4.706833108238774,0.19333296,0.19577564,0.20107849,0.089315355,0.09166155,0.00030405508,0.18128096,3.0061662948328114,4.70714130299041,0.012784349,3.050616721381855,4.66051728307375,0.29071367,0.29400915,0.305861,0.13331217,0.1380043,0.00048645205,0.27180293,3.0496763525321273,4.661014107982165,0.0005371382,2.9952474366994366,4.719145891566471,2.994289503532898,4.719414037203678,1.5460244105609262,3414.8044,0.13426453,0.14044635,0.14684567,0.14865951,156
50,2.899283460214833,7.35131642530428,0.3309027850627899,0.0,5.570503241687076,0.049129125,0.03797086,0.0023382031,3.348722e-15,3.348722e-15,3.348722e-15,1.00461665e-14,2.925632406210544,4.817374217891186,0.005274314,2.907550508505401,4.778641468595022,0.010051629,0.011259654,0.010598925,0.0043690717,0.004730933,4.81418e-05,0.009148147,2.907362705837516,4.778679894889916,0.009154199,2.957040765199762,4.7258942621875475,0.13053931,0.13580306,0.13814622,0.060846746,0.06396006,0.00023200433,0.12503882,2.9562388082401925,4.726138536949686,0.008609123,2.95365322666702,4.72955477230207,0.12895441,0.12976035,0.13384885,0.060308825,0.06046306,0.00022285742,0.12099474,2.9532098824054813,4.7297928595838625,0.010049719,2.9786170223525184,4.702942672646344,0.19679502,0.19522658,0.20809372,0.09133239,0.09356777,0.00029259332,0.18519276,2.977802624333133,4.7032438492287,0.009865198,2.97725396770073,4.704492448859385,0.1934745,0.19581944,0.2011051,0.08928109,0.09147924,0.0003073952,0.18106772,2.976427999165033,4.704816567967821,0.01295401,3.022178804665594,4.656729044081447,0.29105598,0.29416013,0.30586898,0.13324182,0.13777976,0.0004925714,0.27151415,3.0211953816515513,4.657252614145736,0.0005518601,2.965339370227281,4.7170439851736,2.9643490165397366,4.717326688000707,1.5583649196913916,3469.587,0.13418697,0.14059094,0.14706272,0.14874515,158
141,2.867553727789593,7.40672363325645,0.3395833373069763,0.0,5.591055677710521,0.048303775,0.03732224,0.0023203332,4.519137e-15,4.519137e-15,4.519137e-15,1.3557411e-14,2.8947321324537283,4.818360663651225,0.005411954,2.8761487701052073,4.778265005453757,0.010086738,0.011348997,0.010661036,0.0043761213,0.004756289,4.9614006e-05,0.009182025,2.8759520285225486,4.778305914326401,0.009267183,2.9268175791552538,4.724126335991257,0.1306639,0.1359235,0.13817121,0.060822055,0.06388242,0.00023474045,0.12493921,2.925992392343734,4.724383345621933,0.008727332,2.9234193276775335,4.727810095959548,0.12910087,0.12983337,0.13387066,0.060286853,0.060373053,0.00022578507,0.120885685,2.9229564405758626,4.728061071980475,0.010172004,2.948947988196383,4.700530376968992,0.19685629,0.19540913,0.20796922,0.091203146,0.09344897,0.00029597388,0.18494809,2.9481101236297618,4.7008471353436025,0.009983871,2.9475380086931517,4.702135961235516,0.1935964,0.19586773,0.20113142,0.08924547,0.09130273,0.00031061235,0.1808588,2.946678661646646,4.702476541371124,0.0131225595,2.9937576680415003,4.652886869987196,0.29139203,0.294295,0.3058762,0.13317847,0.13755368,0.00049857417,0.27123073,2.992731176037361,4.653438200088828,0.00056668516,2.935447399773164,4.714899599698098,2.9344249096082238,4.7151975166737286,1.5708193786294284,3524.5762,0.13412124,0.14075065,0.1472725,0.14883225,160
