,train_loss,test_loss,train_acc,test_acc,all_loss,percent_x_embed_trivial_rep,percent_y_embed_trivial_rep,percent_unembed_trivial_rep,percent_hidden_x_trivial_rep,percent_hidden_y_trivial_rep,percent_hidden_xy_trivial_rep,total_percent_hidden_trivial_rep,hidden_excluded_loss_trivial_rep,hidden_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,percent_x_embed_sign_rep,percent_y_embed_sign_rep,percent_unembed_sign_rep,percent_hidden_x_sign_rep,percent_hidden_y_sign_rep,percent_hidden_xy_sign_rep,total_percent_hidden_sign_rep,hidden_excluded_loss_sign_rep,hidden_restricted_loss_sign_rep,logit_standard_rep_trace_similarity,logit_excluded_loss_standard_rep,logit_restricted_loss_standard_rep,percent_x_embed_standard_rep,percent_y_embed_standard_rep,percent_unembed_standard_rep,percent_hidden_x_standard_rep,percent_hidden_y_standard_rep,percent_hidden_xy_standard_rep,total_percent_hidden_standard_rep,hidden_excluded_loss_standard_rep,hidden_restricted_loss_standard_rep,logit_standard_sign_rep_trace_similarity,logit_excluded_loss_standard_sign_rep,logit_restricted_loss_standard_sign_rep,percent_x_embed_standard_sign_rep,percent_y_embed_standard_sign_rep,percent_unembed_standard_sign_rep,percent_hidden_x_standard_sign_rep,percent_hidden_y_standard_sign_rep,percent_hidden_xy_standard_sign_rep,total_percent_hidden_standard_sign_rep,hidden_excluded_loss_standard_sign_rep,hidden_restricted_loss_standard_sign_rep,logit_s5_5d_a_rep_trace_similarity,logit_excluded_loss_s5_5d_a_rep,logit_restricted_loss_s5_5d_a_rep,percent_x_embed_s5_5d_a_rep,percent_y_embed_s5_5d_a_rep,percent_unembed_s5_5d_a_rep,percent_hidden_x_s5_5d_a_rep,percent_hidden_y_s5_5d_a_rep,percent_hidden_xy_s5_5d_a_rep,total_percent_hidden_s5_5d_a_rep,hidden_excluded_loss_s5_5d_a_rep,hidden_restricted_loss_s5_5d_a_rep,logit_s5_5d_b_rep_trace_similarity,logit_excluded_loss_s5_5d_b_rep,logit_restricted_loss_s5_5d_b_rep,percent_x_embed_s5_5d_b_rep,percent_y_embed_s5_5d_b_rep,percent_unembed_s5_5d_b_rep,percent_hidden_x_s5_5d_b_rep,percent_hidden_y_s5_5d_b_rep,percent_hidden_xy_s5_5d_b_rep,total_percent_hidden_s5_5d_b_rep,hidden_excluded_loss_s5_5d_b_rep,hidden_restricted_loss_s5_5d_b_rep,logit_s5_6d_rep_trace_similarity,logit_excluded_loss_s5_6d_rep,logit_restricted_loss_s5_6d_rep,percent_x_embed_s5_6d_rep,percent_y_embed_s5_6d_rep,percent_unembed_s5_6d_rep,percent_hidden_x_s5_6d_rep,percent_hidden_y_s5_6d_rep,percent_hidden_xy_s5_6d_rep,total_percent_hidden_s5_6d_rep,hidden_excluded_loss_s5_6d_rep,hidden_restricted_loss_s5_6d_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,total_hidden_excluded_loss,total_hidden_restricted_loss,test_loss_restricted_loss_ratio,sum_of_squared_weights,percent_hidden_explained,percent_hidden_xy_explained,percent_x_embed_explained,percent_y_embed_explained,percent_unembed_explained,epoch
351,4.787295688393943,4.7901884464896645,0.010416666977107525,0.008101851679384708,4.789031343378892,0.0102494145,0.007106657,0.010433642,1.9125246e-15,1.9125246e-15,1.9125246e-15,5.7375738e-15,4.786631276482062,4.788175235081433,-2.8804381e-05,4.787293855579789,4.787493575051751,0.012113361,0.008884543,0.0077079125,0.0048089074,0.00433201,2.0504767e-05,0.009161423,4.78729197509098,4.787493609683254,6.314716e-05,4.78731175626837,4.787475675438433,0.13472348,0.14281626,0.1376223,0.05802811,0.06096842,0.00017474877,0.11917128,4.787315924070376,4.787475912775096,-2.0948442e-05,4.787290358549481,4.787497072966673,0.12450159,0.12260915,0.13434525,0.0539857,0.05397607,0.00014318782,0.10810496,4.78728207927339,4.7874972536264675,0.0005491839,4.787470356759708,4.787317073406817,0.20761965,0.20566168,0.22101979,0.089359604,0.08575787,0.00026351263,0.17538098,4.787469570781901,4.7873174337200775,0.00030621456,4.78739308026223,4.787394350299109,0.21167588,0.20999652,0.2050027,0.09240131,0.08847236,0.00027244125,0.1811461,4.787404405553727,4.787394718144288,0.0005363702,4.787500396287124,4.787287029916501,0.29911664,0.30292523,0.28386837,0.13268788,0.12922432,0.00037104718,0.26228324,4.787523291682685,4.787287553095018,6.8831946e-07,4.78778319331522,4.787004230914471,4.787812517368757,4.7870059002777,1.0006648302254608,428.09833,0.8460865,0.0012249376,0.9776373,0.98400885,0.98185843,0
30,4.784722305761751,4.791188956308342,0.011284722946584225,0.007870370522141457,4.7886022960368875,0.010304192,0.0072437404,0.010449149,1.3848764e-15,1.3848764e-15,1.3848764e-15,4.1546293e-15,4.784229225335537,4.788158120914368,4.4969587e-05,4.784725144935993,4.787488903548482,0.012256848,0.008776145,0.007716317,0.0049076355,0.0042599435,2.0274987e-05,0.009187854,4.7847231860758255,4.787488937581707,0.00028713973,4.784794820063067,4.7874192265691216,0.1345186,0.14252028,0.13761772,0.057981763,0.060786285,0.00017510663,0.118943155,4.784799992504292,4.787419461830867,0.00017043593,4.784765346785527,4.787448699697147,0.12413762,0.12223274,0.1343592,0.05387798,0.053730045,0.00014246524,0.10775048,4.784757679586621,4.787448878259576,0.0008386136,4.784987032870403,4.78722700715617,0.20809866,0.20545849,0.22096142,0.08944798,0.085687876,0.00026690855,0.17540276,4.784987202406299,4.787227368042765,0.0005680225,4.784901615097367,4.787312427726191,0.21148324,0.2101259,0.20501004,0.09238632,0.08855436,0.00027280452,0.1812135,4.784913116742084,4.787312792250448,0.00084985327,4.785044233558505,4.787169801927423,0.29920086,0.30364275,0.28388613,0.13281244,0.1293347,0.00037382747,0.26252097,4.785069105335785,4.787170322736236,1.8616929e-06,4.785603827165032,4.786610191930987,4.785637873220788,4.786611852045739,1.0009562305037638,427.13666,0.84583086,0.0012311124,0.9774389,0.9839802,0.98183453,1
364,4.7822264809513655,4.792189018862983,0.011979167349636555,0.007175925653427839,4.7882040037563565,0.010345608,0.0073647127,0.010462342,1.8777075e-15,1.8777075e-15,1.8777075e-15,5.6331223e-15,4.781897767342292,4.788145405308723,0.000111588786,4.782233491650465,4.787484731981719,0.012388136,0.008670791,0.007724472,0.0049999515,0.0041861995,2.0122736e-05,0.009206274,4.782231395077195,4.787484765718765,0.0005050645,4.782353403262959,4.787364815892949,0.1343094,0.14224058,0.13761747,0.057935487,0.060622483,0.0001755955,0.11873357,4.782359510353293,4.787365049977694,0.00035977538,4.782316890312245,4.7874013281392145,0.12384789,0.12184027,0.13436651,0.05380472,0.053492732,0.00014200858,0.10743946,4.7823096119203985,4.787401505776027,0.0011092663,4.782574923346795,4.787143284059078,0.20853879,0.20524979,0.22092438,0.089513734,0.0856477,0.0002703452,0.17543179,4.782575533959403,4.787143647420104,0.0008180225,4.782483438054039,4.787234773286921,0.21122983,0.21029508,0.20501146,0.0923584,0.08867507,0.00027285807,0.18130632,4.7824951050965225,4.787235135062486,0.0011490155,4.782659591956865,4.787058607980129,0.29934034,0.3043388,0.28389344,0.13291515,0.12948564,0.0003768775,0.2627777,4.78268640145757,4.787059128867377,3.6168499e-06,4.783482322429032,4.786235838239677,4.7835202363713885,4.7862374960381295,1.0012434658392484,426.35547,0.8456888,0.0012376849,0.9772663,0.98396456,0.9818133,2
333,4.779804159509951,4.793189428215981,0.013368056155741215,0.006712962873280048,4.787835320871579,0.010382511,0.0074675237,0.010472912,2.1900547e-15,2.1900547e-15,2.1900547e-15,6.5701644e-15,4.779633790532421,4.788136847070917,0.00016995022,4.779814811951242,4.7874810904066445,0.012509439,0.008573207,0.0077310973,0.0050884746,0.0041153366,1.991493e-05,0.009223726,4.779812617889737,4.7874811237402035,0.00071666396,4.7799838285808365,4.787312062591608,0.13408434,0.14203234,0.13761652,0.05789011,0.060504876,0.00017598858,0.118570976,4.779990667671953,4.787312296497827,0.0005437826,4.779940485729699,4.787355406789278,0.123619616,0.12142725,0.13436815,0.053760342,0.053251557,0.00014179669,0.1071537,4.7799334921441945,4.787355584520619,0.0013692027,4.780233233716079,4.787062640228642,0.20895901,0.20504417,0.22090343,0.0895945,0.08563009,0.00027373954,0.17549832,4.780234038656464,4.787063007128762,0.0010540396,4.7801344708565745,4.78716141043505,0.21094957,0.21048295,0.20500596,0.09232155,0.08879956,0.00027272137,0.18139383,4.780146327201628,4.787161771121832,0.0014251913,4.780340100631465,4.786955763179871,0.29949558,0.30497262,0.28390193,0.13300061,0.12965706,0.00038005633,0.26303774,4.780368544587083,4.786956286295621,5.855076e-06,4.781415479968297,4.7858803121595015,4.78145642985165,4.785881974433237,1.00152687714026,425.7501,0.84565455,0.0012443025,0.9771081,0.9839593,0.98179597,3
408,4.777445519290612,4.7941943986805144,0.014062500558793545,0.006365740671753883,4.787494846951417,0.010416466,0.0075483858,0.010481399,1.9252339e-15,1.9252339e-15,1.9252339e-15,5.7757017e-15,4.777428564375923,4.788132282245767,0.00022089582,4.777459367025166,4.7874778946232945,0.012618759,0.008480396,0.0077360943,0.0051733563,0.0040460853,1.9655705e-05,0.009239097,4.777457143968282,4.787477927531525,0.0009127273,4.777674380882888,4.787262864038401,0.1339108,0.14187495,0.13761672,0.057882693,0.060410205,0.0001765513,0.11846945,4.777681682576647,4.7872630991554255,0.00072200806,4.7776265556952975,4.787310689197316,0.1234325,0.1209601,0.13436373,0.053743593,0.05298912,0.00014165501,0.10687437,4.7776195617986374,4.787310867936121,0.0016171782,4.777952385887741,4.786984832594907,0.20937563,0.20486568,0.22089377,0.08970002,0.085636295,0.00027672644,0.17561305,4.777953373098094,4.786985204118754,0.00127443,4.777844961725068,4.787092267407884,0.21061644,0.21069203,0.20499441,0.092274025,0.08892756,0.00027277964,0.18147436,4.777857278401711,4.787092628503815,0.001682552,4.778078347066519,4.786858859707805,0.29962942,0.30557844,0.2839139,0.13305433,0.12986055,0.0003832514,0.26329815,4.778108266469785,4.7868593869084615,8.47358e-06,4.779394554491322,4.785542541827918,4.779438083684853,4.7855442156111,1.0018075651753873,425.32355,0.84572935,0.0012509639,0.97696483,0.98397124,0.98178256,4
154,4.775134215609855,4.795204071903642,0.01666666753590107,0.006365740671753883,4.787176129111592,0.010446136,0.007614159,0.010488349,1.7821944e-15,1.7821944e-15,1.7821944e-15,5.346583e-15,4.775266794472534,4.788131604789089,0.00026871168,4.775151105685065,4.787474851925523,0.012719487,0.008397238,0.007740067,0.0052534174,0.0039821193,1.9240828e-05,0.009254778,4.775148866930125,4.787474884333836,0.0010993025,4.77541059068518,4.787215340096356,0.13377088,0.14175805,0.13761908,0.0579042,0.060344867,0.00017719838,0.11842626,4.7754182168005235,4.7872155775574825,0.00089794025,4.775359964592011,4.787265969183787,0.12328452,0.12047213,0.13435428,0.053746022,0.05271207,0.00014138274,0.10659948,4.775352928572008,4.7872661492818125,0.0018465423,4.775714508812407,4.786911388755033,0.20980114,0.20466843,0.22089219,0.08983141,0.08565871,0.00027912954,0.17576924,4.7757160478137575,4.786911765491544,0.0014834305,4.775600401295394,4.78702551092539,0.21024156,0.21092556,0.2049777,0.09222907,0.08906778,0.0002730367,0.18156989,4.775613013116852,4.787025874260835,0.0019260923,4.775860568818749,4.786765314487101,0.29973632,0.3061645,0.28392833,0.13307379,0.13008025,0.00038648647,0.2635405,4.775891746517513,4.7867658479636965,1.1407085e-05,4.777409172919745,4.785216552523409,4.777455088296125,4.785218243401513,1.0020868073291953,425.07416,0.84590536,0.0012572338,0.9768344,0.9839887,0.9817716,5
27,4.772866424834467,4.796218821286745,0.01770833320915699,0.0062500000931322575,4.786877862552444,0.010466298,0.0076644323,0.010493919,1.2417593e-15,1.2417593e-15,1.2417593e-15,3.725278e-15,4.773145318493015,4.7881347365283435,0.00032112366,4.772886711847515,4.787471454991398,0.012811019,0.008319249,0.007743902,0.0053295405,0.003920983,1.8794944e-05,0.009269319,4.7728844458399085,4.7874714869181645,0.0012819056,4.7731903375073435,4.787167792401724,0.13364622,0.14165989,0.13762414,0.057950784,0.06029687,0.0001776921,0.11842535,4.773198099268246,4.787168032621548,0.001064141,4.7731353101599066,4.787222823232974,0.12317598,0.11996917,0.13434061,0.053779226,0.052422363,0.00014130183,0.10634289,4.77312824585381,4.787223005528835,0.002061328,4.7735174898372215,4.786840596944439,0.21024126,0.20446557,0.22089519,0.090000376,0.08568866,0.0002811304,0.17597017,4.773519658119397,4.786840980144354,0.001675096,4.773395505749317,4.786962601104939,0.20984557,0.21122418,0.20495795,0.09219409,0.089219056,0.0002732716,0.18168642,4.773408361282932,4.786962968257242,0.0021547577,4.77368311847751,4.78667495048598,0.2998137,0.30669746,0.2839443,0.13309631,0.13028917,0.00038927485,0.26377475,4.773715210213358,4.786675491322573,1.4576799e-05,4.775456065723913,4.784901793180367,4.775503873909156,4.784903506735634,1.0023647947205587,424.99716,0.8461996,0.0012626708,0.9767227,0.9840163,0.98176223,6
396,4.770640527860321,4.797241925034472,0.01979166641831398,0.005787036847323179,4.7866013660013325,0.010473624,0.007703002,0.010497834,1.6811741e-15,1.6811741e-15,1.6811741e-15,5.043522e-15,4.771063270398227,4.788141676496792,0.0003719717,4.770664201380469,4.787468068804237,0.012887258,0.008241659,0.007748188,0.0053992397,0.0038621125,1.8337705e-05,0.00927969,4.770661911338724,4.7874681003545065,0.0014533753,4.771010476609763,4.787121744912377,0.13355096,0.14155547,0.13763271,0.05801752,0.060252007,0.00017812954,0.118447654,4.771018384938124,4.787121988523494,0.0012170223,4.770950312539229,4.787181914668345,0.12309256,0.11947101,0.13432285,0.05382964,0.052135095,0.00014108079,0.10610582,4.770943117279357,4.787182099787828,0.0022567618,4.77135857793,4.786773591459545,0.21064645,0.20431894,0.2209008,0.09019063,0.085753374,0.0002829824,0.17622699,4.771361224629336,4.786773982557464,0.0018573368,4.771231497832599,4.7869006957345155,0.20948026,0.21155782,0.20493554,0.09218583,0.089386985,0.0002735352,0.18184637,4.771244564337155,4.786901068452733,0.0023659007,4.771543865150178,4.786588283095782,0.29986894,0.3071521,0.28396204,0.13311005,0.13048474,0.00039210782,0.26398692,4.771576633951879,4.786588832828084,1.7871967e-05,4.773532617640976,4.784599258919372,4.773581812278868,4.784601001092714,1.0026420016922772,425.09268,0.84661376,0.0012678357,0.97663915,0.98405534,0.98175395,7
511,4.768446589215828,4.79827683070123,0.02170138992369175,0.005324074067175388,4.786344734013826,0.010470806,0.007733928,0.010499682,1.7948933e-15,1.7948933e-15,1.7948933e-15,5.38468e-15,4.76901148935531,4.788152337955836,0.0004167035,4.7684733623375,4.787464968073045,0.012954024,0.0081735905,0.007753384,0.005462951,0.0038072518,1.7810922e-05,0.009288013,4.768471060152408,4.787464999144425,0.0016074933,4.76885967623559,4.787078593515383,0.13348454,0.14146082,0.13764563,0.058101356,0.060205385,0.00017849352,0.118485235,4.768867795002676,4.787078841483753,0.001354997,4.768794788166576,4.7871434880123465,0.12303023,0.118986815,0.13430068,0.053888418,0.051863946,0.00014079985,0.105893165,4.768787481523681,4.7871436763167186,0.002441587,4.769230866453935,4.7867073405596,0.2110382,0.20421396,0.22090843,0.09039651,0.08584918,0.0002844123,0.17653011,4.769233770049453,4.786707740637448,0.002030244,4.76909874637209,4.786839489863592,0.20912826,0.21190403,0.2049103,0.092183135,0.08957771,0.00027396978,0.18203482,4.769112064236379,4.786839870300713,0.0025594328,4.769433155659068,4.786505026091309,0.29989392,0.30752686,0.28398192,0.13311218,0.13067743,0.00039475973,0.26418436,4.769466740363587,4.786505586649625,2.1227626e-05,4.771630878093175,4.784306967160457,4.771681493449915,4.784308744358667,1.002919562070285,425.35794,0.8471277,0.0012724352,0.9765752,0.9840925,0.981747,8
743,4.766271873640122,4.799322355354685,0.02222222276031971,0.005208333022892475,4.786102162579221,0.010462059,0.007759627,0.010499196,1.8011002e-15,1.8011002e-15,1.8011002e-15,5.4033003e-15,4.766977863525747,4.788166713504895,0.0004556687,4.766301489017297,4.7874621244306885,0.013001527,0.008121003,0.0077595366,0.0055175736,0.003759846,1.730004e-05,0.00929472,4.7662992016993515,4.787462155182199,0.0017487331,4.766726467047269,4.787037073603553,0.13346487,0.14135891,0.13766335,0.05820727,0.06015269,0.0001788403,0.118538804,4.766735070313713,4.787037326617274,0.0014861235,4.766658198059797,4.787105351082963,0.12298292,0.11850622,0.13427332,0.053956933,0.051604204,0.00014069668,0.105701834,4.7666507269331255,4.7871055432456,0.002614743,4.767121509514715,4.786641956343477,0.21143201,0.20414549,0.22091803,0.090631574,0.08597698,0.00028564257,0.1768942,4.767125038418275,4.7866423668569125,0.0021893317,4.766983287644128,4.786780212274981,0.20876786,0.21224381,0.20488258,0.09217328,0.08978401,0.0002744283,0.18223172,4.766996802384163,4.786780601504314,0.002744007,4.767341851555,4.7864215841845645,0.29988876,0.3078649,0.28400397,0.13310716,0.13087262,0.00039721897,0.264377,4.767376510634435,4.7864221574924715,2.4633893e-05,4.7697438215140435,4.7840192064170415,4.769796654643206,4.784021024682812,1.0031984246291825,425.79193,0.8477436,0.0012768268,0.9765364,0.98411936,0.98174125,9
