,train_loss,test_loss,train_acc,test_acc,all_loss,logit_trivial_rep_trace_similarity,logit_excluded_loss_trivial_rep,logit_restricted_loss_trivial_rep,logit_sign_rep_trace_similarity,logit_excluded_loss_sign_rep,logit_restricted_loss_sign_rep,logit_freq_1_rep_trace_similarity,logit_excluded_loss_freq_1_rep,logit_restricted_loss_freq_1_rep,logit_freq_2_rep_trace_similarity,logit_excluded_loss_freq_2_rep,logit_restricted_loss_freq_2_rep,logit_freq_3_rep_trace_similarity,logit_excluded_loss_freq_3_rep,logit_restricted_loss_freq_3_rep,logit_freq_4_rep_trace_similarity,logit_excluded_loss_freq_4_rep,logit_restricted_loss_freq_4_rep,logit_freq_5_rep_trace_similarity,logit_excluded_loss_freq_5_rep,logit_restricted_loss_freq_5_rep,logit_freq_6_rep_trace_similarity,logit_excluded_loss_freq_6_rep,logit_restricted_loss_freq_6_rep,logit_freq_7_rep_trace_similarity,logit_excluded_loss_freq_7_rep,logit_restricted_loss_freq_7_rep,logit_freq_8_rep_trace_similarity,logit_excluded_loss_freq_8_rep,logit_restricted_loss_freq_8_rep,logit_freq_9_rep_trace_similarity,logit_excluded_loss_freq_9_rep,logit_restricted_loss_freq_9_rep,logit_freq_10_rep_trace_similarity,logit_excluded_loss_freq_10_rep,logit_restricted_loss_freq_10_rep,logit_freq_11_rep_trace_similarity,logit_excluded_loss_freq_11_rep,logit_restricted_loss_freq_11_rep,logit_freq_12_rep_trace_similarity,logit_excluded_loss_freq_12_rep,logit_restricted_loss_freq_12_rep,logit_freq_13_rep_trace_similarity,logit_excluded_loss_freq_13_rep,logit_restricted_loss_freq_13_rep,logit_freq_14_rep_trace_similarity,logit_excluded_loss_freq_14_rep,logit_restricted_loss_freq_14_rep,logit_freq_15_rep_trace_similarity,logit_excluded_loss_freq_15_rep,logit_restricted_loss_freq_15_rep,logit_freq_16_rep_trace_similarity,logit_excluded_loss_freq_16_rep,logit_restricted_loss_freq_16_rep,logit_freq_17_rep_trace_similarity,logit_excluded_loss_freq_17_rep,logit_restricted_loss_freq_17_rep,logit_freq_18_rep_trace_similarity,logit_excluded_loss_freq_18_rep,logit_restricted_loss_freq_18_rep,logit_freq_19_rep_trace_similarity,logit_excluded_loss_freq_19_rep,logit_restricted_loss_freq_19_rep,logit_freq_20_rep_trace_similarity,logit_excluded_loss_freq_20_rep,logit_restricted_loss_freq_20_rep,logit_freq_21_rep_trace_similarity,logit_excluded_loss_freq_21_rep,logit_restricted_loss_freq_21_rep,logit_freq_22_rep_trace_similarity,logit_excluded_loss_freq_22_rep,logit_restricted_loss_freq_22_rep,logit_freq_23_rep_trace_similarity,logit_excluded_loss_freq_23_rep,logit_restricted_loss_freq_23_rep,logit_freq_24_rep_trace_similarity,logit_excluded_loss_freq_24_rep,logit_restricted_loss_freq_24_rep,logit_freq_25_rep_trace_similarity,logit_excluded_loss_freq_25_rep,logit_restricted_loss_freq_25_rep,logit_freq_26_rep_trace_similarity,logit_excluded_loss_freq_26_rep,logit_restricted_loss_freq_26_rep,logit_freq_27_rep_trace_similarity,logit_excluded_loss_freq_27_rep,logit_restricted_loss_freq_27_rep,logit_freq_28_rep_trace_similarity,logit_excluded_loss_freq_28_rep,logit_restricted_loss_freq_28_rep,logit_freq_29_rep_trace_similarity,logit_excluded_loss_freq_29_rep,logit_restricted_loss_freq_29_rep,logit_freq_30_rep_trace_similarity,logit_excluded_loss_freq_30_rep,logit_restricted_loss_freq_30_rep,percent_logits_explained,total_logit_excluded_loss,total_logit_restricted_loss,epoch
318,4.802815163842261,4.809827559454777,0.009182530455291271,0.008254150860011578,4.807723934939756,4.5656634e-09,4.802815163849314,4.804021044733257,-6.933499e-05,4.8028091349922155,4.8040270736517465,-3.977315e-05,4.802808249113289,4.8040279615460175,6.803851e-05,4.802826995214601,4.8040092124148215,-6.528655e-06,4.802814029449897,4.804022180108627,-9.0069807e-07,4.802815006168449,4.804021201370459,-1.1207427e-05,4.802813213912078,4.80402299377746,3.87576e-05,4.802821903435252,4.804014304542388,-1.0337737e-05,4.80281336557625,4.80402284253274,-2.5986315e-05,4.802810644773554,4.804025563923101,3.059007e-05,4.802820483633534,4.80401572492675,2.185709e-05,4.802818963847248,4.804017243646575,6.619801e-06,4.802816315374213,4.804019893507419,-1.7058419e-05,4.802812198137022,4.804024011303249,4.8021528e-05,4.802823514723986,4.8040126934896765,-3.961206e-06,4.802814476347233,4.804021733612567,1.9487394e-05,4.802818552430839,4.804017655751224,2.8964707e-05,4.802820199735146,4.804016007587354,3.6491427e-05,4.802821510955638,4.804014698643986,6.2165527e-06,4.80281624538195,4.804019963634788,2.435554e-05,4.802819398046482,4.80401680915003,9.495085e-06,4.802816816147568,4.804019393477189,2.9576247e-05,4.802820306212386,4.804015901236621,4.32926e-05,4.8028226933001985,4.804013515878192,3.0305622e-05,4.8028204338385345,4.804015774393663,-1.1884478e-05,4.802813096887701,4.804023111520932,3.403415e-05,4.802821081340884,4.804015125979412,1.3590023e-05,4.802817527423301,4.804018681341492,9.35171e-06,4.8028167895878005,4.8040194184108636,2.9223593e-05,4.802820244672871,4.804015962565575,-1.2978655e-05,4.802812907822842,4.804023301805517,3.7930822e-05,4.802821759910598,4.804014448324611,2.8514572e-08,4.80281496937049,4.804021240334294,0
27,4.79826651814596,4.811290683523028,0.009854422882199287,0.007678280118852854,4.807383609018837,4.035428e-09,4.7982665181216,4.804021044733257,-7.5406424e-05,4.798260258347666,4.8040273052841895,-3.37261e-05,4.798260918260182,4.8040266448784825,6.72952e-05,4.798277692876471,4.804009870535988,-4.2553e-06,4.798265811692987,4.804021751316111,-2.8155286e-05,4.7982618437695255,4.804025719856618,-8.307303e-06,4.798265138433869,4.804022424142047,5.595252e-05,4.798275807503611,4.804011753956469,1.6185397e-05,4.7982692049054565,4.804018357186194,-1.1861703e-05,4.798264549604409,4.804023014342283,4.4152184e-06,4.798267250359646,4.80402031159647,2.1396907e-05,4.798270070448137,4.8040174918276675,-4.174566e-06,4.798265824227902,4.80402173791044,-9.146308e-06,4.798264998671006,4.8040225634570195,5.3734897e-05,4.798275441689657,4.804012122187275,6.400165e-06,4.798267580902938,4.804019982000664,1.6602025e-05,4.798269274768347,4.804018288006204,5.339733e-05,4.79827538200435,4.8040121782393355,5.4770855e-05,4.798275612113585,4.804011950169475,-6.9721027e-06,4.798265360455476,4.8040222024350205,5.015696e-05,4.7982748469737375,4.804012716294322,1.972283e-06,4.79826684584087,4.804020717240231,2.3834007e-05,4.7982704757236645,4.804017087153156,4.4456374e-05,4.79827389974626,4.804013662861807,3.846051e-05,4.798272904045649,4.804014658459852,6.8409645e-06,4.7982676526554915,4.804019908806936,3.3172015e-05,4.798272026281829,4.804015536600217,1.9559722e-05,4.798269766306264,4.804017796887622,3.4031927e-06,4.7982670838911945,4.804020479640934,2.0634354e-05,4.798269944472269,4.804017618447866,-1.9311565e-06,4.798266196754508,4.804021365397369,4.663923e-05,4.798274261644008,4.804013300404307,3.6136896e-08,4.798268099261367,4.804019462334009,1
335,4.795100989444122,4.813855176942322,0.010526315309107304,0.007198387756943703,4.808229172644899,2.912202e-09,4.795100989412136,4.804021044733257,-4.645309e-05,4.795096692306081,4.80402534261109,-1.7363724e-05,4.795097777392171,4.804024257739448,6.319209e-05,4.795112681330635,4.804009351607084,-1.3151446e-05,4.795098555708307,4.804023478293967,-2.3392658e-05,4.795096662265346,4.8040253733419105,-2.6949856e-06,4.7951004915133995,4.8040215434167335,3.6990226e-05,4.795107833310626,4.804014200022078,2.5092428e-05,4.795105632366438,4.804016401601797,1.953391e-06,4.795101351349801,4.80402068327541,1.174229e-05,4.7951031632972025,4.804018871926,3.4115306e-05,4.795107302387572,4.804014732000105,-6.8938534e-06,4.79509971369875,4.804022320380604,-1.8869869e-06,4.795100640695728,4.804021393903663,4.935995e-05,4.795110122996626,4.804011911117718,1.5241385e-06,4.7951012720852475,4.804020762704786,9.634878e-06,4.795102772603057,4.804019261883936,3.892339e-05,4.795108188953706,4.804013842307051,5.7615987e-05,4.795111649458264,4.804010383413186,-1.3460707e-05,4.795098499985297,4.804023535519879,5.715624e-05,4.795111566471847,4.804010468485316,1.7435686e-06,4.79510131238936,4.804020722101165,1.4694748e-05,4.795103707288674,4.804018325599908,3.6442736e-05,4.795107732967286,4.804014301330071,3.9480994e-05,4.795108294364027,4.804013739127803,1.203498e-05,4.79510321569801,4.804018817766292,1.4774105e-05,4.795103722195377,4.804018310915451,1.19468605e-05,4.795103199324959,4.804018834071945,-1.7598957e-05,4.795097732472018,4.804024301267219,1.3481222e-05,4.7951034835442545,4.804018550152189,5.4355296e-06,4.795101994027367,4.8040200389362715,4.7828773e-05,4.795109839041232,4.804012194447401,2.7769069e-08,4.795106853468527,4.804015180966618,2
299,4.792598430052317,4.816807034504618,0.010302351787686348,0.0072943661361932755,4.809544778484985,2.2928361e-09,4.792598430009091,4.804021044733257,-1.1872267e-05,4.792597174179089,4.804022300557962,-1.0846212e-05,4.792596136092045,4.804023339313552,4.8700298e-05,4.792608731114067,4.804010741912341,-5.0347153e-06,4.79259736585501,4.804022109856966,-5.273003e-06,4.792597313992618,4.804022160268111,3.4817858e-06,4.792599166016332,4.80402030814107,1.7593615e-05,4.792602153537865,4.804017322702513,1.8661507e-05,4.7926023777860545,4.804017096784243,1.1798904e-05,4.792600927170114,4.804018548606726,3.682795e-06,4.792599208994831,4.804020265616401,2.3306122e-05,4.792603361231178,4.80401611418909,-4.762078e-07,4.792598327516344,4.804021145477808,8.691961e-06,4.792600268089782,4.80401920589842,4.8825128e-05,4.792608757307431,4.804010715504333,8.039875e-06,4.792600129822451,4.804019343850857,6.348462e-06,4.792599772185206,4.804019701679025,4.250486e-05,4.79260741738357,4.80401205259018,4.970024e-05,4.792608944084594,4.804010530369858,-1.5876845e-05,4.792595072833395,4.804024403574317,4.9819122e-05,4.792608968341047,4.804010505219703,1.7739494e-06,4.792598804077795,4.804020669443872,1.7003917e-05,4.79260202673985,4.804017447456642,1.6019694e-05,4.79260181825073,4.804017655674133,3.6095615e-05,4.792606064005564,4.804013408502099,1.390205e-05,4.792601369986779,4.804018103674046,-1.6925187e-06,4.79259807254502,4.804021402795536,2.437707e-05,4.792603585624024,4.804015887624256,-1.3024897e-05,4.792595674247653,4.804023800227576,2.2019885e-06,4.792598896384111,4.80402057888967,-2.7973438e-06,4.792597838389213,4.804021636527801,3.7810813e-05,4.792606428503528,4.804013045641695,1.7878891e-08,4.792607771223478,4.804011702357143,3
375,4.7902969462005265,4.819694156772894,0.010302351787686348,0.0072943661361932755,4.810875388993343,2.2382665e-09,4.790296946194106,4.804021044733257,8.534524e-06,4.790297954441521,4.8040200376289075,-2.1589192e-05,4.79029185241315,4.8040261399427076,3.6598525e-05,4.790305583573594,4.804012407225059,1.0246164e-05,4.790299363824946,4.804018626564931,8.546878e-06,4.790298962461525,4.804019027608221,6.39863e-06,4.790298455779029,4.8040195346103625,2.336926e-05,4.790302460047248,4.804015529421603,1.7260405e-05,4.7903010182545485,4.804016971154055,2.2649525e-05,4.790302290311733,4.804015699284064,4.1539006e-06,4.7902979283775355,4.804020064382562,1.5728358e-05,4.790300657234737,4.804017332728312,2.558947e-06,4.790297551259397,4.8040204408031855,1.709106e-05,4.790300979072146,4.804017011120837,4.8138216e-05,4.790308304733212,4.804009683780002,9.123934e-06,4.790299100833464,4.8040188914189565,5.279715e-06,4.7902981930177155,4.804019798682395,3.748758e-05,4.790305789159554,4.804012197401447,4.3709413e-05,4.790307260778719,4.804010729007557,-1.09847315e-05,4.79029435452687,4.804023637210535,4.481878e-05,4.790307522993605,4.804010467189272,9.726678e-06,4.790299240469509,4.804018749167018,2.5062829e-05,4.790302860648464,4.8040151297279,1.47557585e-05,4.790300428741078,4.804017562268655,4.4431712e-05,4.790307430916172,4.804010558540487,1.42805675e-05,4.790300314199626,4.8040176744169845,-8.77658e-06,4.790294874834807,4.804023116070458,3.1763673e-05,4.79030444103207,4.804013548282517,6.7642395e-07,4.790297105639964,4.804020885092284,1.1726595e-05,4.790299713453613,4.804018277172538,-5.5688097e-06,4.790295633685102,4.804022359013002,3.0301904e-05,4.7903040968662625,4.8040138932696,1.7183067e-08,4.790316551774174,4.804001438427387,4
148,4.788007262022299,4.8223312604035184,0.010974244214594364,0.006910452153533697,4.8120345222264085,2.5729605e-09,4.788007261995796,4.804021044733257,3.051071e-06,4.788007650663683,4.8040206544949635,-2.4271314e-05,4.788001055917607,4.804027253442295,3.1142692e-05,4.788015227088181,4.804013078309787,8.486699e-06,4.788009433493788,4.804018873800693,1.2852215e-05,4.788010549900401,4.804017757084068,4.0285813e-06,4.788008291832131,4.804020014205414,3.9902676e-05,4.788017467183397,4.804010837474529,1.4634745e-05,4.788011003490925,4.804017301106118,2.5259164e-05,4.7880137230677535,4.804014583338877,6.5772547e-06,4.788008944595377,4.804019362244249,2.1424483e-05,4.788012743791858,4.804015564264284,1.4932086e-05,4.788011080125372,4.804017225044703,2.193166e-05,4.788012868407868,4.80401543452642,3.6902835e-05,4.788016703524164,4.804011604844258,1.1774973e-05,4.788010272790492,4.804018032646877,1.6011356e-05,4.788011357544158,4.8040169489633,3.541523e-05,4.788016316713374,4.804011985379584,3.3349403e-05,4.788015793774243,4.804012513825767,-5.856884e-06,4.788005763607529,4.804022542949045,4.879995e-05,4.788019742631602,4.804008561520557,1.7335049e-05,4.788011696566664,4.804016610357434,2.692976e-05,4.788014148912501,4.804014155993941,1.9397969e-05,4.788012222650141,4.8040160826542175,4.9594775e-05,4.788019945788561,4.804008358201797,1.5573292e-05,4.788011244279752,4.80401706102204,-3.2908029e-06,4.788006422762587,4.804021886534521,3.070118e-05,4.788015114350164,4.8040131912506,4.3946566e-06,4.788008385060203,4.804019920561817,2.299079e-05,4.788013142066417,4.8040151635969535,-2.7895853e-06,4.7880065471702435,4.8040217583209275,3.726009e-05,4.788016792580926,4.804011513456628,1.90129e-08,4.7880326763057885,4.803995625433863,5
22,4.785688552776231,4.824647759891248,0.012765957042574883,0.0061426241882145405,4.8129605216707265,2.7102942e-09,4.78568855266807,4.804021044733257,-5.448237e-06,4.785687812445512,4.804021782448327,-1.597387e-05,4.78568422997011,4.804025370597051,3.0110772e-05,4.78569670439012,4.804012890484943,6.410948e-06,4.785690290007749,4.804019308593749,2.3098324e-05,4.785694808722533,4.80401478951326,3.4309269e-06,4.785689480268592,4.804020115608811,5.4654127e-05,4.785703352136307,4.804006243952202,7.950683e-06,4.7856907026623094,4.804018891620639,2.3230525e-05,4.785694840516444,4.804014753711983,5.8310434e-06,4.785690132069335,4.8040194656366975,2.6051574e-05,4.785695605848777,4.804013989748621,2.5511448e-05,4.785695462024754,4.8040141360192345,2.0733205e-05,4.785694166509749,4.804015430006691,3.0124105e-05,4.78569670814218,4.804012886874264,1.1262484e-05,4.785691602206459,4.804017994756671,2.2891609e-05,4.785694750740748,4.804014845493507,2.8831832e-05,4.785696356108391,4.804013236832567,3.528202e-05,4.78569810541309,4.804011490069926,4.2687752e-06,4.7856897097456566,4.8040198887123395,4.996096e-05,4.785702079124576,4.804007514897434,1.4500753e-05,4.785692480517659,4.804017117806271,2.4113728e-05,4.785695079521748,4.804014514533455,2.2990647e-05,4.785694778973381,4.804014818672542,4.965665e-05,4.785701994990685,4.804007597307409,2.2969474e-05,4.785694770212908,4.804014824406892,1.1139637e-06,4.785688851937382,4.804020743062316,2.7693104e-05,4.785696050903329,4.804013545209333,3.812027e-06,4.785689585003253,4.804020012403589,2.4904977e-05,4.78569529597707,4.804014300256852,-4.4741228e-08,4.785688539883027,4.8040210568495665,3.8518505e-05,4.785698980465322,4.804010613603911,2.05103e-08,4.785714291137721,4.803995299525695,6
362,4.783346796622054,4.826663055607844,0.014781634323298931,0.006046645808964968,4.813668760423746,3.1459422e-09,4.783346796587925,4.804021044733257,-7.271243e-06,4.7833457709250755,4.8040220698537945,-1.101644e-05,4.783343694237926,4.8040241509910535,2.8971277e-05,4.783354962103753,4.804012875839416,7.528244e-06,4.7833489169521375,4.804018922028213,2.3298795e-05,4.783353364541163,4.804014475280623,3.0463198e-06,4.783347657114035,4.8040201857760865,5.527613e-05,4.783362381139581,4.804005458798438,2.605775e-06,4.7833475313743925,4.804020309994507,2.8090559e-05,4.783354717240856,4.8040131241709485,6.625285e-06,4.783348663986245,4.804019176631466,2.82376e-05,4.783354756283852,4.804013082709896,2.3618659e-05,4.783353454498047,4.804014385090273,1.2935201e-05,4.783350443928145,4.804017397453812,3.002576e-05,4.7833552602815725,4.804012578512521,1.1540309e-05,4.783350048363849,4.804017790764905,3.1046504e-05,4.783355547903741,4.804012290698119,2.6882575e-05,4.783354371596952,4.804013464780591,4.5051405e-05,4.78335949524744,4.804008341808257,8.909181e-06,4.783349307759868,4.80401853265171,5.1258874e-05,4.783361246102986,4.804006591522526,9.808869e-06,4.783349562853711,4.804018278970835,2.2896049e-05,4.783353249902296,4.804014588841327,2.3156008e-05,4.783353323098264,4.804014515541625,5.212127e-05,4.783361488711568,4.804006348356373,2.6985324e-05,4.783354403784348,4.804013435808244,4.542817e-06,4.783348077587645,4.804019763815562,2.7335793e-05,4.783354503159124,4.804013336988647,1.3223256e-05,4.783350522536373,4.8040173162321445,2.0620224e-05,4.783352607958421,4.804015230544783,1.3609265e-06,4.783347182550541,4.804020660998902,3.7200556e-05,4.783357283314571,4.804010555471865,2.1852994e-08,4.783374194927061,4.803993638727135,7
466,4.780979898662987,4.8284413095064425,0.014333706349134445,0.0061426241882145405,4.81420352328041,3.1195668e-09,4.780979898638293,4.804021044733257,-1.7104903e-06,4.780979650281419,4.804021293188937,-9.613796e-06,4.7809771080650325,4.804023837619873,3.2171796e-05,4.780989242021584,4.804011698576544,1.543331e-05,4.780984381525355,4.804016561234295,2.0276806e-05,4.78098578821557,4.804015154160965,2.7505957e-06,4.78098069883681,4.804020245662945,5.4625754e-05,4.780995764579393,4.804005175539219,3.9994557e-06,4.7809810606703715,4.804019882859065,3.6584323e-05,4.78099052263976,4.804010416704286,1.244721e-05,4.780983514275505,4.804017428719483,3.1079922e-05,4.780988926937069,4.804012015773901,1.7028662e-05,4.7809848449785335,4.804016097771813,1.2204528e-05,4.780983443796457,4.804017499220715,3.539483e-05,4.780990178722929,4.804010762261336,2.0240026e-05,4.780985777899264,4.804015164845697,3.3124757e-05,4.780989521964745,4.804011421733391,2.4119314e-05,4.780986898763622,4.804014037883078,4.955417e-05,4.780994291041217,4.804006648870479,8.816856e-06,4.780982459968627,4.804018483365764,4.8969043e-05,4.780994119597174,4.804006818853539,1.3355564e-05,4.780983775752825,4.804017164835301,1.9403582e-05,4.780985533452506,4.804015407839151,2.2198656e-05,4.7809863467733065,4.804014595848964,5.8305646e-05,4.780996831684191,4.804004106505408,3.123902e-05,4.780988971607591,4.804011969555318,1.0707496e-05,4.780983007062484,4.804017934120029,2.9468241e-05,4.780988458602001,4.804012483978945,2.1664058e-05,4.780986189204471,4.804014751153573,2.2535809e-05,4.7809864440163325,4.80401449790336,4.163668e-06,4.780981107772993,4.804019835154035,4.1724816e-05,4.780992014839737,4.804008923354634,2.5099833e-08,4.781013754077141,4.803987180102804,8
672,4.778587497837622,4.830081801587123,0.013213885948061943,0.006430559791624546,4.814634202404321,3.2850949e-09,4.77858749788383,4.804021044733257,3.244495e-06,4.7785879788228804,4.804020562297764,-1.5596306e-06,4.778587033779433,4.804021508547385,3.8121885e-05,4.778598832286265,4.80400970778965,2.3163477e-05,4.778594384481843,4.804014156218613,1.9347997e-05,4.778593249393784,4.8040152908914875,1.2426826e-06,4.778587867714684,4.804020675175423,5.477456e-05,4.778603784486592,4.804004755516251,1.2698525e-05,4.778591272596545,4.804017268356844,4.5305744e-05,4.7786009651496135,4.8040075714095885,1.4803661e-05,4.7785918989926035,4.804016642317033,3.448527e-05,4.778597749241518,4.804010789269633,1.6341444e-05,4.778592355459773,4.80401618500043,2.1694814e-05,4.778593946585583,4.804014592979082,4.4415116e-05,4.77860070185117,4.804007836269926,3.0855765e-05,4.778596673967885,4.804011868636194,2.8006907e-05,4.7785958243866595,4.804012715847777,2.5754036e-05,4.7785951517712135,4.8040133858211505,5.0265196e-05,4.778602443105983,4.804006096537329,7.1138566e-06,4.77858961263827,4.804018929164341,4.459689e-05,4.778600755127011,4.804007782212466,2.0505993e-05,4.778593592571434,4.804014946519099,1.6029444e-05,4.778592264519506,4.804016277785169,1.7448863e-05,4.778592683277288,4.804015855668724,6.246311e-05,4.778606068264345,4.804002469051171,3.060041e-05,4.778596594245612,4.804011944574307,1.742597e-05,4.778592680356599,4.804015862476754,3.128867e-05,4.778596798093276,4.804011739895711,2.1436375e-05,4.778593872747709,4.804014669835788,2.2104738e-05,4.7785940701639715,4.804014471073767,5.158058e-06,4.778589030723678,4.804019510793432,4.14359e-05,4.778599814912449,4.804008722248682,2.8471645e-08,4.778626589424035,4.80398193963219,9
